,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-08,Mon,Africa Cup of Nations,Round of 16,Neutral,L 0–1,ml Mali,ci Côte d'Ivoire,Y,FW,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/afe15fcd/Mali-Cote-dIvoire-July-8-2019-Africa-Cup-of-Nations,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Home,L 1–2,Southampton,Liverpool,N,WB,14,0,0,0,0,0.0,0.0,1,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,100.0,2.0,7.0,1.0,1.0,0.0,/en/matches/b2a48847/Southampton-Liverpool-August-17-2019-Premier-League,0.0,0.5,0.6071428571428571
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 2–0,Southampton,Brighton,N,WB,38,1,0,0,0,2.0,1.0,1,0,27.0,3.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,15.0,18.0,83.3,0.0,15.0,1.0,3.0,2.0,/en/matches/baece203/Brighton-and-Hove-Albion-Southampton-August-24-2019-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-27,Tue,EFL Cup,Second round,Away,W 1–0,Southampton,Fulham,Y,LW,90,0,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/354cc28f/Fulham-Southampton-August-27-2019-EFL-Cup,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 1–0,Southampton,Sheffield Utd,Y,"AM,WB",73,1,0,0,0,2.0,2.0,0,0,38.0,2.0,1.0,2.0,0.5,0.5,0.2,6.0,2.0,15.0,18.0,83.3,0.0,22.0,4.0,8.0,6.0,/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League,1.0,0.6666666666666666,0.4880952380952381
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-11-02,Sat,Premier League,Matchweek 11,Away,L 1–2,Southampton,Manchester City,N,"RB,FW",7,0,0,0,0,0.0,0.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,7.0,0.0,3.0,3.0,/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League,0.0,1.0,0.9404761904761904
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-11-09,Sat,Premier League,Matchweek 12,Home,L 1–2,Southampton,Everton,Y,"LM,LW",90,0,0,0,0,1.0,0.0,0,0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,11.0,16.0,68.8,1.0,24.0,5.0,5.0,2.0,/en/matches/553c5b11/Southampton-Everton-November-9-2019-Premier-League,0.0,0.6666666666666666,0.5357142857142857
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-11-14,Thu,Africa Cup of Nations qualification,Group stage,Home,D 2–2,ml Mali,gn Guinea,N,,21,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/afe4f27c/Mali-Guinea-November-14-2019-Africa-Cup-of-Nations-qualification,0.5,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-11-17,Sun,Africa Cup of Nations qualification,Group stage,Away,W 2–0,ml Mali,td Chad,Y,AM,79,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/78820282/Chad-Mali-November-17-2019-Africa-Cup-of-Nations-qualification,1.0,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-11-23,Sat,Premier League,Matchweek 13,Away,D 2–2,Southampton,Arsenal,N,FW,15,0,0,0,0,2.0,0.0,0,0,16.0,1.0,0.0,1.0,0.7,0.7,0.0,2.0,0.0,7.0,9.0,77.8,3.0,11.0,0.0,4.0,4.0,/en/matches/19a8b14e/Arsenal-Southampton-November-23-2019-Premier-League,0.5,0.5,0.4047619047619047
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-11-30,Sat,Premier League,Matchweek 14,Home,W 2–1,Southampton,Watford,Y,RM,90,0,1,0,0,0.0,0.0,0,0,45.0,2.0,3.0,1.0,0.0,0.0,0.9,5.0,2.0,14.0,26.0,53.8,0.0,24.0,4.0,9.0,7.0,/en/matches/3f1fdbad/Southampton-Watford-November-30-2019-Premier-League,1.0,0.6666666666666666,0.2976190476190475
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–1,Southampton,Norwich City,Y,RM,71,0,0,0,0,1.0,0.0,1,0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,17.0,70.6,4.0,21.0,2.0,5.0,2.0,/en/matches/367829b6/Southampton-Norwich-City-December-4-2019-Premier-League,1.0,0.8333333333333334,0.4523809523809524
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-12-08,Sun,Premier League,Matchweek 16,Away,L 1–2,Southampton,Newcastle Utd,Y,RM,72,0,0,0,0,2.0,0.0,0,0,24.0,2.0,1.0,2.0,0.3,0.3,0.0,1.0,0.0,10.0,15.0,66.7,2.0,13.0,0.0,0.0,0.0,/en/matches/5d9f7fe3/Newcastle-United-Southampton-December-8-2019-Premier-League,0.0,0.8333333333333334,0.5119047619047619
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-12-14,Sat,Premier League,Matchweek 17,Home,L 0–1,Southampton,West Ham,Y,"RM,LW,WB",90,0,0,0,0,1.0,0.0,0,0,43.0,4.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,16.0,25.0,64.0,2.0,26.0,2.0,3.0,1.0,/en/matches/a47901a8/Southampton-West-Ham-United-December-14-2019-Premier-League,0.0,0.6666666666666666,0.3095238095238095
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-12-28,Sat,Premier League,Matchweek 20,Home,D 1–1,Southampton,Crystal Palace,N,LM,28,0,0,0,0,1.0,1.0,0,0,18.0,0.0,0.0,1.0,0.1,0.1,0.1,5.0,0.0,7.0,11.0,63.6,1.0,16.0,5.0,8.0,5.0,/en/matches/a8ab1213/Southampton-Crystal-Palace-December-28-2019-Premier-League,0.5,0.3333333333333333,0.5555555555555555
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-01-01,Wed,Premier League,Matchweek 21,Home,W 1–0,Southampton,Tottenham,Y,LM,57,0,0,0,0,2.0,0.0,1,0,26.0,2.0,0.0,2.0,0.1,0.1,0.0,0.0,0.0,9.0,13.0,69.2,2.0,16.0,1.0,1.0,1.0,/en/matches/ce2fad1e/Southampton-Tottenham-Hotspur-January-1-2020-Premier-League,1.0,0.1666666666666666,0.5
