,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-14,Sat,Matchweek 7,Home,L 0–1,Manchester Utd,Crystal Palace,Y,DM,76,7,4,0,2,5,0,0,,0,0,0,0,1,8,0,0,/en/matches/ef2b7ab9/Manchester-United-Crystal-Palace-September-30-2023-Premier-League
2,2023-08-14,Sat,Matchweek 8,Home,W 2–1,Manchester Utd,Brentford,Y,"AM,RW",62,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,/en/matches/5006142a/Manchester-United-Brentford-October-7-2023-Premier-League
