,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Sat,Premier League,Matchweek 1,Home,L 0–3,Fulham,Arsenal,Y,DM,90,0,0,0,0,0,0,0,0,77,2,3,0,0.0,0.0,0.0,0,0,69,72,95.8,4,46,1,0,0,Match Report
1,Wed,EFL Cup,Second round,Away,W 1–0,Fulham,Ipswich Town,N,,22,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
2,Sat,Premier League,Matchweek 2,Away,L 3–4,Fulham,Leeds United,Y,DM,69,0,0,0,0,2,1,0,0,60,0,3,2,0.0,0.0,0.0,1,0,46,49,93.9,5,43,3,1,1,Match Report
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sat,Premier League,Matchweek 6,Home,L 1–2,Fulham,Crystal Palace,N,DM,12,0,1,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,1,1,16,17,94.1,1,14,0,0,0,Match Report
5,Mon,Premier League,Matchweek 7,Home,W 2–0,Fulham,West Brom,N,DM,45,0,0,0,0,0,0,1,0,27,0,1,1,0.0,0.0,0.0,2,0,19,25,76.0,2,14,0,1,1,Match Report
6,Sat,Premier League,Matchweek 8,Away,L 0–1,Fulham,West Ham,Y,DM,90,0,0,0,0,0,0,0,0,82,1,1,0,0.0,0.0,0.4,2,0,72,76,94.7,7,50,0,0,0,Match Report
7,Sun,Premier League,Matchweek 9,Home,L 2–3,Fulham,Everton,Y,DM,90,0,0,0,0,1,0,0,0,107,1,0,1,0.0,0.0,0.0,4,0,97,105,92.4,6,56,1,0,0,Match Report
8,Mon,Premier League,Matchweek 10,Away,W 2–1,Fulham,Leicester City,Y,CM,90,0,0,0,0,0,0,1,0,51,4,5,1,0.0,0.0,0.1,1,0,32,42,76.2,0,18,0,0,0,Match Report
9,Sat,Premier League,Matchweek 11,Away,L 0–2,Fulham,Manchester City,Y,CM,67,0,0,0,0,0,0,0,0,34,0,1,1,0.0,0.0,0.2,2,0,23,28,82.1,3,18,0,1,1,Match Report
10,Sun,Premier League,Matchweek 12,Home,D 1–1,Fulham,Liverpool,N,CM,11,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,Match Report
11,Wed,Premier League,Matchweek 13,Home,D 0–0,Fulham,Brighton,Y,CM,61,0,0,0,0,0,0,0,0,42,0,1,0,0.0,0.0,0.0,0,0,31,38,81.6,0,20,0,0,0,Match Report
12,Sat,Premier League,Matchweek 14,Away,D 1–1,Fulham,Newcastle Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sat,Premier League,Matchweek 15,Home,D 0–0,Fulham,Southampton,Y,CM,90,0,0,0,0,1,0,0,0,45,4,3,0,0.0,0.0,0.0,0,0,28,36,77.8,2,12,0,0,0,Match Report
14,Sat,FA Cup,Third round proper,Away,W 2–0,Fulham,QPR,Y,DM,77,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
15,Wed,Premier League,Matchweek 16,Away,D 1–1,Fulham,Tottenham,Y,CM,90,0,0,0,0,0,0,0,0,62,6,3,2,0.0,0.0,0.0,2,0,46,50,92.0,9,26,1,0,0,Match Report
16,Sat,Premier League,Matchweek 19,Home,L 0–1,Fulham,Chelsea,Y,CM,90,0,0,0,0,1,1,0,0,48,2,3,2,0.1,0.1,0.0,1,0,25,34,73.5,3,15,0,2,1,Match Report
17,Wed,Premier League,Matchweek 18,Home,L 1–2,Fulham,Manchester Utd,Y,"CM,DM",90,0,0,0,0,1,0,0,0,58,3,1,1,0.0,0.0,0.0,2,0,39,46,84.8,7,30,2,2,2,Match Report
18,Sun,FA Cup,Fourth round proper,Home,L 0–3,Fulham,Burnley,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Wed,Premier League,Matchweek 20,Away,D 0–0,Fulham,Brighton,Y,CM,65,0,0,0,0,0,0,1,0,47,1,0,2,0.0,0.0,0.0,0,0,27,41,65.9,4,22,2,2,2,Match Report
20,Sat,Premier League,Matchweek 21,Away,D 2–2,Fulham,West Brom,N,CM,19,0,1,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.3,1,1,14,18,77.8,0,9,0,0,0,Match Report
