,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2020-09-13,Sun,PL2 — Div. 1,Matchweek 1,Away,L 0–1,Everton,Liverpool,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5e811044/Liverpool-U23-Everton-U23-September-13-2020-Premier-League-2----Division-1,0.0,0.5,0.5
1,1,1,1,2020-09-21,Mon,PL2 — Div. 1,Matchweek 2,Home,W 3–0,Everton,Leicester City,Y,FW,14,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9ad1581e/Everton-U23-Leicester-City-U23-September-21-2020-Premier-League-2----Division-1,1.0,0.5,0.5
2,2,2,2,2020-10-23,Fri,PL2 — Div. 1,Matchweek 6,Away,L 1–2,Everton,Manchester Utd,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/04e72706/Manchester-United-U23-Everton-U23-October-23-2020-Premier-League-2----Division-1,0.0,0.5,0.5
3,3,3,3,2020-11-08,Sun,PL2 — Div. 1,Matchweek 8,Home,W 2–0,Everton,Chelsea,Y,FW,83,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4ddfffe2/Everton-U23-Chelsea-U23-November-8-2020-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
4,4,4,4,2020-11-20,Fri,PL2 — Div. 1,Matchweek 9,Away,L 0–1,Everton,Arsenal,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a955afce/Arsenal-U23-Everton-U23-November-20-2020-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
5,5,5,5,2020-11-27,Fri,PL2 — Div. 1,Matchweek 10,Away,D 1–1,Everton,Blackburn,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c2007a13/Blackburn-Rovers-U23-Everton-U23-November-27-2020-Premier-League-2----Division-1,0.5,0.3333333333333333,0.5
6,6,6,6,2021-01-18,Mon,PL2 — Div. 1,Matchweek 14,Home,D 1–1,Everton,Liverpool,Y,AM,89,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d9f232ab/Everton-U23-Liverpool-U23-January-18-2021-Premier-League-2----Division-1,0.5,0.5,0.5
7,7,7,7,2021-01-25,Mon,PL2 — Div. 1,Matchweek 15,Away,W 4–2,Everton,Leicester City,Y,FW,90,1,2,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b357ec29/Leicester-City-U23-Everton-U23-January-25-2021-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
8,8,8,8,2021-02-01,Mon,PL2 — Div. 1,Matchweek 16,Away,W 3–1,Everton,Derby County,Y,FW,89,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/bf79f015/Derby-County-U23-Everton-U23-February-1-2021-Premier-League-2----Division-1,1.0,0.6666666666666666,0.5
9,9,9,9,2021-02-05,Fri,PL2 — Div. 1,Matchweek 17,Away,L 1–3,Everton,Manchester City,Y,FW,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/2e39d12f/Manchester-City-U23-Everton-U23-February-5-2021-Premier-League-2----Division-1,0.0,0.8333333333333334,0.5
