,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2022-09-04,Sun,Matchweek 10,Away,W 2–1,Manchester Utd,Everton,Y,RW,89,43,42,1,0,0,0,2,1,0,0,0,0,31,0,2,/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League
1,2022-09-04,Sun,Matchweek 11,Home,D 0–0,Manchester Utd,Newcastle Utd,Y,RW,90,43,42,1,0,1,0,6,1,0,0,0,0,32,0,2,/en/matches/e0b9c72c/Manchester-United-Newcastle-United-October-16-2022-Premier-League
2,2022-09-04,Wed,Matchweek 12,Home,W 2–0,Manchester Utd,Tottenham,Y,RW,75,44,43,1,0,0,0,0,0,1,0,0,0,38,0,0,/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League
3,2022-09-04,Sat,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,Y,"RM,RW",90,39,38,1,0,0,0,1,1,0,0,0,0,35,0,0,/en/matches/7ad85c8a/Chelsea-Manchester-United-October-22-2022-Premier-League
4,2022-09-04,,,,,,,,,,,,,,,,,,,,,,,,,
5,2022-09-04,Tue,Matchweek 17,Home,W 3–0,Manchester Utd,Nott'ham Forest,Y,RW,64,28,28,0,0,0,1,2,0,0,0,0,0,18,0,1,/en/matches/b860f634/Manchester-United-Nottingham-Forest-December-27-2022-Premier-League
6,2022-09-04,Sat,Matchweek 18,Away,W 1–0,Manchester Utd,Wolves,Y,RW,89,46,46,0,0,0,1,3,0,0,0,0,0,31,0,1,/en/matches/8ef80305/Wolverhampton-Wanderers-Manchester-United-December-31-2022-Premier-League
7,2022-09-04,,,,,,,,,,,,,,,,,,,,,,,,,
8,2022-09-04,Sat,Matchweek 20,Home,W 2–1,Manchester Utd,Manchester City,N,"FW,RW",45,9,9,0,0,0,0,0,0,0,0,0,0,4,0,0,/en/matches/f0fd7541/Manchester-Derby-Manchester-United-Manchester-City-January-14-2023-Premier-League
9,2022-09-04,Wed,Matchweek 7,Away,D 1–1,Manchester Utd,Crystal Palace,Y,RW,69,31,31,0,0,0,0,0,0,0,0,0,0,26,0,3,/en/matches/adf46096/Crystal-Palace-Manchester-United-January-18-2023-Premier-League
