,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 5–1,Manchester Utd,Leeds United,Y,DM,68,0,0,0,0,1.0,0.0,0,0,45.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,27.0,32.0,84.4,2.0,19.0,2.0,2.0,1.0,/en/matches/e62685d4/Manchester-United-Leeds-United-August-14-2021-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-22,Sun,Premier League,Matchweek 2,Away,D 1–1,Manchester Utd,Southampton,N,DM,15,0,0,0,0,1.0,0.0,0,0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,5.0,0.0,1.0,1.0,/en/matches/345b3989/Southampton-Manchester-United-August-22-2021-Premier-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-19,Sun,Premier League,Matchweek 5,Away,W 2–1,Manchester Utd,West Ham,Y,DM,90,0,0,0,0,1.0,0.0,0,0,71.0,1.0,1.0,2.0,0.1,0.1,0.1,3.0,0.0,54.0,59.0,91.5,7.0,53.0,4.0,2.0,1.0,/en/matches/2daea068/West-Ham-United-Manchester-United-September-19-2021-Premier-League,1.0,0.5,0.6785714285714285
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-25,Sat,Premier League,Matchweek 6,Home,L 0–1,Manchester Utd,Aston Villa,Y,DM,81,0,0,0,0,0.0,0.0,0,0,30.0,0.0,1.0,1.0,0.0,0.0,0.1,1.0,0.0,19.0,24.0,79.2,3.0,18.0,1.0,1.0,1.0,/en/matches/7c21232e/Manchester-United-Aston-Villa-September-25-2021-Premier-League,0.0,0.8333333333333334,0.6153846153846154
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-29,Wed,Champions Lg,Group stage,Home,W 2–1,eng Manchester Utd,es Villarreal,Y,DM,90,0,0,0,0,1.0,1.0,0,0,49.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,40.0,43.0,93.0,8.0,26.0,1.0,0.0,0.0,/en/matches/8ad62c4a/Manchester-United-Villarreal-September-29-2021-Champions-League,1.0,0.5,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-02,Sat,Premier League,Matchweek 7,Home,D 1–1,Manchester Utd,Everton,Y,DM,90,0,0,0,0,1.0,0.0,0,0,77.0,1.0,2.0,1.0,0.1,0.1,0.0,1.0,0.0,62.0,70.0,88.6,6.0,49.0,1.0,0.0,0.0,/en/matches/2129c7e9/Manchester-United-Everton-October-2-2021-Premier-League,0.5,0.6666666666666666,0.5641025641025641
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-09,Sat,WCQ,First round,Home,W 3–2,sct Scotland,il Israel,Y,CB,90,1,0,0,0,1.0,1.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/fd34469c/Scotland-Israel-October-9-2021-WCQ----UEFA-M,1.0,0.5,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-12,Tue,WCQ,First round,Away,W 1–0,sct Scotland,fo Faroe Islands,Y,DM,90,0,0,0,0,4.0,1.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5a0fc3ac/Faroe-Islands-Scotland-October-12-2021-WCQ----UEFA-M,1.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-16,Sat,Premier League,Matchweek 8,Away,L 2–4,Manchester Utd,Leicester City,N,DM,11,0,0,0,0,1.0,1.0,0,0,11.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,4.0,6.0,66.7,0.0,7.0,0.0,0.0,0.0,/en/matches/45502ded/Leicester-City-Manchester-United-October-16-2021-Premier-League,0.0,0.8333333333333334,0.4404761904761905
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-20,Wed,Champions Lg,Group stage,Home,W 3–2,eng Manchester Utd,it Atalanta,Y,DM,65,0,0,0,0,1.0,0.0,0,0,39.0,3.0,2.0,1.0,0.7,0.7,0.0,1.0,0.0,23.0,30.0,76.7,2.0,17.0,0.0,1.0,1.0,/en/matches/35f45718/Manchester-United-Atalanta-October-20-2021-Champions-League,1.0,0.6666666666666666,0.5
