,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2022-08-06,Sat,Premier League,Matchweek 1,Away,L 0–2,Aston Villa,Bournemouth,N,AM,10,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/877e3193/Bournemouth-Aston-Villa-August-6-2022-Premier-League,0.0,0.5,0.4761904761904761
1,1,1,1,1,1,1,1,1,1,1,2022-08-23,Tue,EFL Cup,Second round,Away,W 4–1,Aston Villa,Bolton,N,,9,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/275fe5c5/Bolton-Wanderers-Aston-Villa-August-23-2022-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2022-08-28,Sun,Premier League,Matchweek 4,Home,L 0–1,Aston Villa,West Ham,N,DM,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,1.0,0.0,0.0,/en/matches/659b9113/Aston-Villa-West-Ham-United-August-28-2022-Premier-League,0.0,0.5,0.4642857142857143
3,3,3,3,3,3,3,3,3,3,3,2022-10-10,Mon,Premier League,Matchweek 10,Away,D 1–1,Aston Villa,Nott'ham Forest,N,AM,10,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,5.0,2.0,1.0,1.0,/en/matches/fb99ddf9/Nottingham-Forest-Aston-Villa-October-10-2022-Premier-League,0.5,0.3333333333333333,0.17857142857142855
4,4,4,4,4,4,4,4,4,4,4,2022-10-20,Thu,Premier League,Matchweek 12,Away,L 0–3,Aston Villa,Fulham,N,RW,10,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,/en/matches/e6102606/Fulham-Aston-Villa-October-20-2022-Premier-League,0.0,0.5,0.2708333333333332
5,5,5,5,5,5,5,5,5,5,5,2022-10-23,Sun,Premier League,Matchweek 13,Home,W 4–0,Aston Villa,Brentford,N,RW,10,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/7764ca02/Aston-Villa-Brentford-October-23-2022-Premier-League,1.0,0.1666666666666666,0.53125
6,6,6,6,6,6,6,6,6,6,6,2022-11-13,Sun,Premier League,Matchweek 16,Away,W 2–1,Aston Villa,Brighton,N,FW,8,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/a7031cbd/Brighton-and-Hove-Albion-Aston-Villa-November-13-2022-Premier-League,1.0,0.5,0.811111111111111
7,7,7,7,7,7,7,7,7,7,7,2023-01-07,Sat,FA Cup,Third round proper,Home,L 1–5,Middlesbrough,Brighton,N,,23,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/106afec3/Middlesbrough-Brighton-and-Hove-Albion-January-7-2023-FA-Cup,0.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,2023-01-14,Sat,Championship,Matchweek 27,Home,W 1–0,Middlesbrough,Millwall,N,RW,18,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/927b8de7/Middlesbrough-Millwall-January-14-2023-Championship,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,2023-01-22,Sun,Championship,Matchweek 28,Away,L 0–2,Middlesbrough,Sunderland,N,RW,26,0,0,0,0,1,1,0,0,13.0,1.0,0,0.0,0.1,0.1,0.1,2.0,0.0,6.0,8.0,75.0,0.0,4.0,1.0,1.0,0.0,/en/matches/d773bcc7/Sunderland-Middlesbrough-January-22-2023-Championship,0.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,10,2023-01-28,Sat,Championship,Matchweek 29,Home,W 2–0,Middlesbrough,Watford,Y,FW,83,0,1,0,0,4,1,0,0,33.0,1.0,0,1.0,0.5,0.5,0.3,2.0,1.0,15.0,18.0,83.3,1.0,22.0,3.0,4.0,1.0,/en/matches/a377f567/Middlesbrough-Watford-January-28-2023-Championship,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,11,2023-02-04,Sat,Championship,Matchweek 30,Home,W 3–0,Middlesbrough,Blackpool,Y,FW,90,0,0,0,0,2,0,0,0,31.0,1.0,0,1.0,0.1,0.1,0.3,3.0,1.0,17.0,19.0,89.5,1.0,23.0,2.0,3.0,0.0,/en/matches/0c90460d/Middlesbrough-Blackpool-February-4-2023-Championship,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,2023-02-11,Sat,Championship,Matchweek 31,Away,W 3–1,Middlesbrough,Cardiff City,Y,FW,78,1,1,0,0,1,1,1,0,33.0,0.0,0,0.0,0.6,0.6,0.1,3.0,2.0,17.0,25.0,68.0,2.0,24.0,3.0,2.0,2.0,/en/matches/163a7131/Cardiff-City-Middlesbrough-February-11-2023-Championship,1.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,2023-02-15,Wed,Championship,Matchweek 32,Away,W 3–1,Middlesbrough,Sheffield Utd,Y,FW,81,2,0,0,0,5,3,0,0,40.0,0.0,0,0.0,0.9,0.9,0.2,6.0,0.0,23.0,27.0,85.2,1.0,33.0,4.0,2.0,1.0,/en/matches/1735b570/Sheffield-United-Middlesbrough-February-15-2023-Championship,1.0,1.0,0.5
14,14,14,14,14,14,14,14,14,14,14,2023-02-18,Sat,Championship,Matchweek 33,Home,W 3–1,Middlesbrough,QPR,Y,FW,77,0,0,0,0,1,1,0,0,26.0,0.0,0,1.0,0.1,0.1,0.6,2.0,0.0,13.0,17.0,76.5,2.0,21.0,0.0,2.0,2.0,/en/matches/596442a6/Middlesbrough-Queens-Park-Rangers-February-18-2023-Championship,1.0,1.0,0.5
15,15,15,15,15,15,15,15,15,15,15,2023-02-25,Sat,Championship,Matchweek 34,Away,L 0–2,Middlesbrough,West Brom,Y,FW,77,0,0,0,0,1,0,0,0,22.0,1.0,0,0.0,0.1,0.1,0.0,1.0,0.0,16.0,16.0,100.0,2.0,10.0,0.0,1.0,1.0,/en/matches/00b132eb/West-Bromwich-Albion-Middlesbrough-February-25-2023-Championship,0.0,1.0,0.5
16,16,16,16,16,16,16,16,16,16,16,2023-03-04,Sat,Championship,Matchweek 35,Home,W 5–0,Middlesbrough,Reading,Y,FW,90,0,0,0,0,1,0,0,0,33.0,0.0,1,1.0,0.1,0.1,0.1,5.0,2.0,16.0,21.0,76.2,1.0,18.0,2.0,5.0,2.0,/en/matches/fa38d5c0/Middlesbrough-Reading-March-4-2023-Championship,1.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,2023-03-11,Sat,Championship,Matchweek 36,Away,W 3–1,Middlesbrough,Swansea City,Y,FW,77,1,0,0,0,2,1,0,0,25.0,0.0,0,0.0,0.3,0.3,0.2,1.0,0.0,15.0,17.0,88.2,2.0,18.0,1.0,2.0,1.0,/en/matches/d8800fa8/Swansea-City-Middlesbrough-March-11-2023-Championship,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,2023-03-14,Tue,Championship,Matchweek 37,Home,D 1–1,Middlesbrough,Stoke City,Y,FW,65,0,0,0,0,1,0,0,0,19.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,12.0,58.3,0.0,8.0,1.0,2.0,0.0,/en/matches/3f77a8b0/Middlesbrough-Stoke-City-March-14-2023-Championship,0.5,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,19,19,19,2023-03-18,Sat,Championship,Matchweek 38,Home,W 4–0,Middlesbrough,Preston,Y,FW,81,2,1,0,0,4,2,0,0,41.0,0.0,0,0.0,0.3,0.3,0.3,7.0,3.0,27.0,34.0,79.4,4.0,28.0,2.0,4.0,2.0,/en/matches/57d4c671/Middlesbrough-Preston-North-End-March-18-2023-Championship,1.0,0.8333333333333334,0.5
20,20,20,20,20,20,20,20,20,20,20,2023-04-01,Sat,Championship,Matchweek 39,Away,L 2–4,Middlesbrough,Huddersfield,Y,FW,64,0,1,0,0,1,0,0,0,29.0,0.0,0,0.0,0.3,0.3,0.4,3.0,1.0,19.0,23.0,82.6,0.0,15.0,2.0,2.0,0.0,/en/matches/976f381a/Huddersfield-Town-Middlesbrough-April-1-2023-Championship,0.0,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,21,21,21,2023-04-07,Fri,Championship,Matchweek 40,Home,L 1–2,Middlesbrough,Burnley,Y,FW,68,0,0,0,0,1,0,0,0,10.0,0.0,0,0.0,0.1,0.1,0.0,1.0,1.0,6.0,6.0,100.0,0.0,3.0,1.0,0.0,0.0,/en/matches/49839821/Middlesbrough-Burnley-April-7-2023-Championship,0.0,0.5,0.5
22,22,22,22,22,22,22,22,22,22,22,2023-04-10,Mon,Championship,Matchweek 41,Away,D 2–2,Middlesbrough,Bristol City,N,FW,16,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,/en/matches/08b37886/Bristol-City-Middlesbrough-April-10-2023-Championship,0.5,0.3333333333333333,0.5
23,23,23,23,23,23,23,23,23,23,23,2023-04-14,Fri,Championship,Matchweek 42,Home,W 5–1,Middlesbrough,Norwich City,Y,FW,90,2,2,0,0,3,3,0,0,25.0,0.0,0,0.0,0.8,0.8,1.6,2.0,2.0,11.0,15.0,73.3,0.0,19.0,3.0,6.0,2.0,/en/matches/d45c13c0/Middlesbrough-Norwich-City-April-14-2023-Championship,1.0,0.1666666666666666,0.5
24,24,24,24,24,24,24,24,24,24,24,2023-04-19,Wed,Championship,Matchweek 43,Home,W 3–1,Middlesbrough,Hull City,Y,FW,90,1,0,0,0,5,2,0,0,29.0,0.0,0,1.0,0.6,0.6,0.0,1.0,1.0,17.0,20.0,85.0,1.0,21.0,3.0,5.0,4.0,/en/matches/ed1fcd37/Middlesbrough-Hull-City-April-19-2023-Championship,1.0,0.5,0.5
25,25,25,25,25,25,25,25,25,25,25,2023-04-24,Mon,Championship,Matchweek 44,Away,L 1–2,Middlesbrough,Luton Town,Y,AM,77,1,0,0,0,2,1,0,0,19.0,0.0,0,0.0,1.0,1.0,0.0,2.0,2.0,10.0,10.0,100.0,1.0,12.0,2.0,4.0,3.0,/en/matches/e0734d75/Luton-Town-Middlesbrough-April-24-2023-Championship,0.0,0.8333333333333334,0.5
26,26,26,26,26,26,26,26,26,26,26,2023-05-01,Mon,Championship,Matchweek 45,Away,L 0–1,Middlesbrough,Rotherham Utd,Y,FW,45,0,0,0,0,1,0,0,0,13.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,8.0,10.0,80.0,1.0,12.0,0.0,0.0,0.0,/en/matches/d580c995/Rotherham-United-Middlesbrough-May-1-2023-Championship,0.0,0.6666666666666666,0.5
27,27,27,27,27,27,27,27,27,27,27,2023-05-08,Mon,Championship,Matchweek 46,Home,D 1–1,Middlesbrough,Coventry City,Y,FW,75,1,0,0,0,1,1,0,0,26.0,0.0,0,0.0,0.2,0.2,0.1,2.0,0.0,14.0,21.0,66.7,0.0,14.0,0.0,1.0,0.0,/en/matches/ef64f2f0/Middlesbrough-Coventry-City-May-8-2023-Championship,0.5,0.3333333333333333,0.5
28,28,28,28,28,28,28,28,28,28,28,2023-05-14,Sun,Championship,Semi-finals,Away,D 0–0,Middlesbrough,Coventry City,Y,FW,82,0,0,0,0,0,0,0,0,20.0,1.0,0,1.0,0.0,0.0,0.1,1.0,0.0,10.0,11.0,90.9,1.0,13.0,1.0,3.0,3.0,/en/matches/f06587a0/Coventry-City-Middlesbrough-May-14-2023-Championship,0.5,0.1666666666666666,0.5
29,29,29,29,29,29,29,29,29,29,29,2023-05-17,Wed,Championship,Semi-finals,Home,L 0–1,Middlesbrough,Coventry City,Y,FW,90,0,0,0,0,3,0,0,0,30.0,0.0,0,1.0,0.6,0.6,0.0,1.0,0.0,12.0,15.0,80.0,0.0,18.0,1.0,6.0,1.0,/en/matches/f41aa3c8/Middlesbrough-Coventry-City-May-17-2023-Championship,0.0,0.3333333333333333,0.5
