,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2021-08-13,Fri,Premier League,Matchweek 1,Home,W 2–0,Brentford,Arsenal,N,CB,20,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/3adf2aa7/Brentford-Arsenal-August-13-2021-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,2021-08-24,Tue,EFL Cup,Second round,Home,W 3–1,Brentford,FG Rovers,Y,CB,44,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7f1ff137/Brentford-Forest-Green-Rovers-August-24-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2021-12-22,Wed,EFL Cup,Quarter-finals,Home,L 0–2,Brentford,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/195bfa06/Brentford-Chelsea-December-22-2021-EFL-Cup,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,2021-12-26,Sun,Premier League,Matchweek 19,Away,L 0–2,Brentford,Brighton,Y,CB,90,0,0,0,0,0,0,1,0,79.0,0.0,0,1.0,0.0,0.0,0.0,2.0,0.0,60.0,73.0,82.2,3.0,45.0,5.0,0.0,0.0,/en/matches/1f64133b/Brighton-and-Hove-Albion-Brentford-December-26-2021-Premier-League,0.0,0.6666666666666666,0.3928571428571428
4,4,4,4,4,4,4,4,4,4,2021-12-29,Wed,Premier League,Matchweek 20,Home,L 0–1,Brentford,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,52.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,26.0,48.0,54.2,2.0,29.0,0.0,0.0,0.0,/en/matches/1a0df937/Brentford-Manchester-City-December-29-2021-Premier-League,0.0,0.3333333333333333,0.9393939393939394
5,5,5,5,5,5,5,5,5,5,2022-01-02,Sun,Premier League,Matchweek 21,Home,W 2–1,Brentford,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,69.0,0.0,1,1.0,0.0,0.0,0.0,2.0,0.0,52.0,62.0,83.9,1.0,35.0,0.0,0.0,0.0,/en/matches/dfaa1817/Brentford-Aston-Villa-January-2-2022-Premier-League,1.0,0.0,0.5
6,6,6,6,6,6,6,6,6,6,2022-01-08,Sat,FA Cup,Third round proper,Away,W 4–1,Brentford,Port Vale,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/266a7ddd/Port-Vale-Brentford-January-8-2022-FA-Cup,1.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,2022-01-19,Wed,Premier League,Matchweek 17,Home,L 1–3,Brentford,Manchester Utd,Y,CB,90,0,0,0,0,1,0,0,0,70.0,2.0,0,1.0,0.1,0.1,0.1,3.0,0.0,44.0,61.0,72.1,2.0,33.0,1.0,0.0,0.0,/en/matches/f7c0bd68/Brentford-Manchester-United-January-19-2022-Premier-League,0.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,2022-02-05,Sat,FA Cup,Fourth round proper,Away,L 1–4,Brentford,Everton,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/311b1a4c/Everton-Brentford-February-5-2022-FA-Cup,0.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,2022-04-16,Sat,Premier League,Matchweek 33,Away,W 2–1,Brentford,Watford,N,CB,70,0,0,0,0,0,0,0,0,47.0,0.0,0,2.0,0.0,0.0,0.1,2.0,0.0,33.0,42.0,78.6,0.0,22.0,0.0,0.0,0.0,/en/matches/3b17352d/Watford-Brentford-April-16-2022-Premier-League,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,2022-04-23,Sat,Premier League,Matchweek 34,Home,D 0–0,Brentford,Tottenham,Y,CB,90,0,0,0,0,0,0,1,0,62.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,55.0,76.4,2.0,34.0,0.0,0.0,0.0,/en/matches/9c939b7f/Brentford-Tottenham-Hotspur-April-23-2022-Premier-League,0.5,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,2022-05-02,Mon,Premier League,Matchweek 35,Away,L 0–3,Brentford,Manchester Utd,Y,CB,90,0,0,0,0,1,0,0,0,60.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,44.0,54.0,81.5,4.0,26.0,2.0,1.0,0.0,/en/matches/c9b4c96a/Manchester-United-Brentford-May-2-2022-Premier-League,0.0,0.5,0.5
12,12,12,12,12,12,12,12,12,12,2022-05-07,Sat,Premier League,Matchweek 36,Home,W 3–0,Brentford,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,42.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,34.0,67.6,0.0,14.0,0.0,0.0,0.0,/en/matches/74a74729/Brentford-Southampton-May-7-2022-Premier-League,1.0,0.5,0.5
13,13,13,13,13,13,13,13,13,13,2022-05-15,Sun,Premier League,Matchweek 37,Away,W 3–2,Brentford,Everton,Y,CB,45,0,0,0,0,0,0,1,0,33.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,87.1,5.0,21.0,0.0,0.0,0.0,/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League,1.0,0.5,0.5
14,14,14,14,14,14,14,14,14,14,2022-05-22,Sun,Premier League,Matchweek 38,Home,L 1–2,Brentford,Leeds United,Y,CB,70,0,0,0,0,0,0,0,0,58.0,2.0,3,0.0,0.0,0.0,0.1,2.0,0.0,42.0,50.0,84.0,1.0,37.0,1.0,0.0,0.0,/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League,0.0,0.6666666666666666,0.5
