,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Home,L 1–2,Burnley,Brighton,N,"FW,DM",21,0,0,0,0,0,0,0,0,5.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,33.3,1.0,2.0,0.0,0.0,0.0,/en/matches/4eb36e37/Burnley-Brighton-and-Hove-Albion-August-14-2021-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-21,Sat,Premier League,Matchweek 2,Away,L 0–2,Burnley,Liverpool,Y,FW,90,0,0,0,0,1,1,0,0,29.0,1.0,0,1.0,0.5,0.5,0.1,5.0,0.0,13.0,19.0,68.4,4.0,7.0,1.0,1.0,1.0,/en/matches/94d9dac0/Liverpool-Burnley-August-21-2021-Premier-League,0.0,0.5,0.5357142857142858
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-25,Wed,EFL Cup,Second round,Away,D 0 (4)–0 (3),Burnley,Newcastle Utd,N,,22,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/365a59d7/Newcastle-United-Burnley-August-25-2021-EFL-Cup,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-29,Sun,Premier League,Matchweek 3,Home,D 1–1,Burnley,Leeds United,Y,FW,78,0,0,0,0,1,0,1,0,41.0,3.0,0,1.0,0.1,0.1,0.1,2.0,0.0,14.0,22.0,63.6,2.0,25.0,1.0,1.0,0.0,/en/matches/2e5db698/Burnley-Leeds-United-August-29-2021-Premier-League,0.5,0.1666666666666666,0.5128205128205128
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-13,Mon,Premier League,Matchweek 4,Away,L 1–3,Burnley,Everton,Y,FW,75,0,0,0,0,0,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,9.0,16.0,56.3,0.0,7.0,0.0,1.0,1.0,/en/matches/668b2f97/Everton-Burnley-September-13-2021-Premier-League,0.0,0.3333333333333333,0.7380952380952381
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-18,Sat,Premier League,Matchweek 5,Home,L 0–1,Burnley,Arsenal,Y,FW,56,0,0,0,0,2,0,1,0,21.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,11.0,16.0,68.8,2.0,11.0,1.0,0.0,0.0,/en/matches/a427debc/Burnley-Arsenal-September-18-2021-Premier-League,0.0,0.3333333333333333,0.6666666666666667
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-25,Sat,Premier League,Matchweek 6,Away,D 2–2,Burnley,Leicester City,N,FW,16,0,0,0,0,1,1,0,0,7.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/2d61f328/Leicester-City-Burnley-September-25-2021-Premier-League,0.5,0.1666666666666666,0.3214285714285713
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-02,Sat,Premier League,Matchweek 7,Home,D 0–0,Burnley,Norwich City,N,FW,11,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,4.0,0.0,0.0,0.0,/en/matches/9231df9a/Burnley-Norwich-City-October-2-2021-Premier-League,0.5,0.1666666666666666,0.0595238095238095
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-16,Sat,Premier League,Matchweek 8,Away,L 0–2,Burnley,Manchester City,N,FW,35,0,0,0,0,3,1,0,0,8.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/55778d0d/Manchester-City-Burnley-October-16-2021-Premier-League,0.0,0.3333333333333333,0.5714285714285715
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-27,Wed,EFL Cup,Fourth round,Home,L 0–1,Burnley,Tottenham,N,,31,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/fb218c5e/Burnley-Tottenham-Hotspur-October-27-2021-EFL-Cup,0.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-02-08,Tue,Premier League,Matchweek 24,Home,D 1–1,Burnley,Manchester Utd,N,FW,3,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,1.0,1.0,/en/matches/cb262ab8/Burnley-Manchester-United-February-8-2022-Premier-League,0.5,0.1666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-02-13,Sun,Premier League,Matchweek 25,Home,L 0–1,Burnley,Liverpool,N,FW,16,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/ee0b72dd/Burnley-Liverpool-February-13-2022-Premier-League,0.0,0.1666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2022-02-19,Sat,Premier League,Matchweek 26,Away,W 3–0,Burnley,Brighton,N,FW,3,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/b1df8cfd/Brighton-and-Hove-Albion-Burnley-February-19-2022-Premier-League,1.0,0.1666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2022-02-23,Wed,Premier League,Matchweek 13,Home,W 1–0,Burnley,Tottenham,N,FW,2,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/f8d646cb/Burnley-Tottenham-Hotspur-February-23-2022-Premier-League,1.0,0.5,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2022-02-26,Sat,Premier League,Matchweek 27,Away,D 1–1,Burnley,Crystal Palace,N,FW,3,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,/en/matches/086dcb8d/Crystal-Palace-Burnley-February-26-2022-Premier-League,0.5,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2022-03-01,Tue,Premier League,Matchweek 22,Home,L 0–2,Burnley,Leicester City,N,LM,3,0,0,0,0,0,0,0,0,5.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,0.0,0.0,0.0,/en/matches/a47f5f21/Burnley-Leicester-City-March-1-2022-Premier-League,0.0,0.8333333333333334,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2022-03-05,Sat,Premier League,Matchweek 28,Home,L 0–4,Burnley,Chelsea,N,FW,13,0,0,0,0,0,0,1,0,7.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,/en/matches/926192f8/Burnley-Chelsea-March-5-2022-Premier-League,0.0,0.5,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2022-04-02,Sat,Premier League,Matchweek 31,Home,L 0–2,Burnley,Manchester City,N,FW,10,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,5.0,0.0,0.0,0.0,/en/matches/c294f564/Burnley-Manchester-City-April-2-2022-Premier-League,0.0,0.1666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2022-04-10,Sun,Premier League,Matchweek 32,Away,L 0–2,Burnley,Norwich City,N,FW,7,0,0,0,0,0,0,0,0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/8574aaf3/Norwich-City-Burnley-April-10-2022-Premier-League,0.0,0.0,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2022-04-24,Sun,Premier League,Matchweek 34,Home,W 1–0,Burnley,Wolves,N,FW,27,0,0,0,0,0,0,1,0,11.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,9.0,77.8,1.0,9.0,1.0,0.0,0.0,/en/matches/99d0fee1/Burnley-Wolverhampton-Wanderers-April-24-2022-Premier-League,1.0,0.0,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2022-04-30,Sat,Premier League,Matchweek 35,Away,W 2–1,Burnley,Watford,N,FW,31,0,0,0,0,2,1,0,0,15.0,0.0,0,0.0,0.2,0.2,0.0,1.0,1.0,5.0,11.0,45.5,0.0,6.0,0.0,0.0,0.0,/en/matches/81ac72d8/Watford-Burnley-April-30-2022-Premier-League,1.0,0.3333333333333333,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2022-05-07,Sat,Premier League,Matchweek 36,Home,L 1–3,Burnley,Aston Villa,Y,FW,71,0,0,0,0,2,1,0,0,26.0,0.0,1,1.0,0.1,0.1,0.0,2.0,0.0,11.0,15.0,73.3,1.0,14.0,0.0,1.0,0.0,/en/matches/c1dc9202/Burnley-Aston-Villa-May-7-2022-Premier-League,0.0,0.6666666666666666,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2022-05-15,Sun,Premier League,Matchweek 37,Away,L 0–1,Burnley,Tottenham,Y,FW,77,0,0,0,0,2,0,0,0,25.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,9.0,16.0,56.3,1.0,12.0,0.0,1.0,1.0,/en/matches/1d0f7282/Tottenham-Hotspur-Burnley-May-15-2022-Premier-League,0.0,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2022-05-19,Thu,Premier League,Matchweek 18,Away,D 1–1,Burnley,Aston Villa,Y,FW,70,1,0,1,1,1,0,0,0,24.0,0.0,0,0.0,0.9,0.1,0.0,1.0,0.0,8.0,18.0,44.4,1.0,5.0,0.0,0.0,0.0,/en/matches/bc4f902e/Aston-Villa-Burnley-May-19-2022-Premier-League,0.5,0.3333333333333333,0.5
