,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2021-07-02,Fri,UEFA Euro,Quarter-finals,Away,W 2–1,it Italy,be Belgium,Y,CM,90,0,0,0,0,0,0,0,0,79,1,2,2,0.0,0.0,0.0,3,0,71,72,98.6,6,48,0,1,1,/en/matches/35a9c7dc/Belgium-Italy-July-2-2021-UEFA-Euro
1,2021-07-06,Tue,UEFA Euro,Semi-finals,Home,D 1 (4)–1 (2),it Italy,es Spain,Y,CM,120,0,0,0,0,0,0,0,0,46,2,8,0,0.0,0.0,0.0,0,0,26,33,78.8,0,15,0,0,0,/en/matches/997fefb3/Italy-Spain-July-6-2021-UEFA-Euro
2,2021-07-11,Sun,UEFA Euro,Final,Neutral,D 1 (3)–1 (2),it Italy,eng England,Y,CM,120,0,0,0,0,0,0,1,0,113,3,4,0,0.0,0.0,0.0,6,0,94,99,94.9,8,78,3,1,1,/en/matches/56228480/Italy-England-July-11-2021-UEFA-Euro
3,2021-08-11,Wed,Super Cup,UEFA Super Cup,Home,D 1 (6)–1 (5),eng Chelsea,es Villarreal,N,,56,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/fe78a4ae/Chelsea-Villarreal-August-11-2021-UEFA-Super-Cup
4,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 3–0,Chelsea,Crystal Palace,Y,CM,90,0,0,0,0,0,0,0,0,99,5,2,2,0.0,0.0,0.0,4,1,82,88,93.2,14,46,0,0,0,/en/matches/6f454493/Chelsea-Crystal-Palace-August-14-2021-Premier-League
5,2021-08-22,Sun,Premier League,Matchweek 2,Away,W 2–0,Chelsea,Arsenal,Y,CM,90,0,0,0,0,0,0,0,0,75,2,1,1,0.0,0.0,0.1,1,0,60,69,87.0,3,46,0,0,0,/en/matches/93954213/North-West-London-Derby-Arsenal-Chelsea-August-22-2021-Premier-League
6,2021-08-28,Sat,Premier League,Matchweek 3,Away,D 1–1,Chelsea,Liverpool,Y,CM,86,0,0,0,0,0,0,0,0,47,3,4,1,0.0,0.0,0.0,1,1,24,29,82.8,0,21,0,2,1,/en/matches/78aa75e6/Liverpool-Chelsea-August-28-2021-Premier-League
7,2021-09-02,Thu,WCQ,First round,Home,D 1–1,it Italy,bg Bulgaria,Y,CM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/820ab218/Italy-Bulgaria-September-2-2021-WCQ----UEFA-M
8,2021-09-05,Sun,WCQ,First round,Away,D 0–0,it Italy,ch Switzerland,Y,CM,90,0,0,0,1,1,1,0,0,,,2,,,,,,,,,,,,,,,/en/matches/fc1d5df1/Switzerland-Italy-September-5-2021-WCQ----UEFA-M
9,2021-09-08,Wed,WCQ,First round,Home,W 5–0,it Italy,lt Lithuania,Y*,CM,60,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/d02e56b9/Italy-Lithuania-September-8-2021-WCQ----UEFA-M
10,2021-09-11,Sat,Premier League,Matchweek 4,Home,W 3–0,Chelsea,Aston Villa,N,CM,45,0,0,0,0,0,0,0,0,35,1,1,2,0.0,0.0,0.0,1,0,28,30,93.3,2,14,0,1,1,/en/matches/67bbc3a5/Chelsea-Aston-Villa-September-11-2021-Premier-League
11,2021-09-14,Tue,Champions Lg,Group stage,Home,W 1–0,eng Chelsea,ru Zenit,Y,CM,90,0,0,0,0,0,0,0,0,135,2,2,3,0.0,0.0,0.0,1,0,119,128,93.0,19,95,3,0,0,/en/matches/97ff5d03/Chelsea-Zenit-September-14-2021-Champions-League
12,2021-09-19,Sun,Premier League,Matchweek 5,Away,W 3–0,Chelsea,Tottenham,Y,CM,90,0,0,0,0,0,0,0,0,76,2,1,0,0.0,0.0,0.1,2,0,59,68,86.8,4,43,0,1,1,/en/matches/eaf98461/Tottenham-Hotspur-Chelsea-September-19-2021-Premier-League
13,2021-09-25,Sat,Premier League,Matchweek 6,Home,L 0–1,Chelsea,Manchester City,Y,CM,75,0,0,0,0,0,0,0,0,42,1,0,2,0.0,0.0,0.0,1,0,32,34,94.1,1,27,0,0,0,/en/matches/fc59faf7/Chelsea-Manchester-City-September-25-2021-Premier-League
14,2021-09-29,Wed,Champions Lg,Group stage,Away,L 0–1,eng Chelsea,it Juventus,Y,CM,61,0,0,0,0,0,0,0,0,61,1,1,0,0.0,0.0,0.0,2,0,52,58,89.7,6,35,0,0,0,/en/matches/8d8d9475/Juventus-Chelsea-September-29-2021-Champions-League
15,2021-10-02,Sat,Premier League,Matchweek 7,Home,W 3–1,Chelsea,Southampton,N,CM,18,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,1,0,14,15,93.3,2,5,0,0,0,/en/matches/a6466617/Chelsea-Southampton-October-2-2021-Premier-League
16,2021-10-06,Wed,UEFA Nations League,Semi-finals,Neutral,L 1–2,it Italy,es Spain,Y,CM,63,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/5c6a2cfd/Italy-Spain-October-6-2021-UEFA-Nations-League
17,2021-10-10,Sun,UEFA Nations League,Third-place match,Neutral,W 2–1,it Italy,be Belgium,N,,21,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c5eda832/Italy-Belgium-October-10-2021-UEFA-Nations-League
18,2021-10-20,Wed,Champions Lg,Group stage,Home,W 4–0,eng Chelsea,se Malmö,Y,CM,90,2,0,2,2,0,0,0,0,102,8,3,1,1.6,0.0,0.0,2,0,74,84,88.1,11,52,1,0,0,/en/matches/615bb75f/Chelsea-Malmo-October-20-2021-Champions-League
19,2021-10-23,Sat,Premier League,Matchweek 9,Home,W 7–0,Chelsea,Norwich City,Y*,CM,63,0,1,0,0,0,0,0,0,81,2,1,0,0.0,0.0,0.1,4,3,64,75,85.3,6,58,0,0,0,/en/matches/a6ff9cf9/Chelsea-Norwich-City-October-23-2021-Premier-League
20,2021-10-30,Sat,Premier League,Matchweek 10,Away,W 3–0,Chelsea,Newcastle Utd,Y*,CM,90,1,0,1,1,1,0,0,0,97,2,0,1,0.8,0.0,0.0,4,0,79,88,89.8,4,46,4,1,0,/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League
