,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-13,Sun,Premier League,Matchweek 1,Away,W 3–0,Leicester City,West Brom,Y,DM,90,0,0,0,0,0.0,0.0,0,0,83.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,67.0,72.0,93.1,3.0,62.0,2.0,0.0,0.0,/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-20,Sun,Premier League,Matchweek 2,Home,W 4–2,Leicester City,Burnley,Y,DM,90,0,0,0,0,0.0,0.0,1,0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,83.0,91.0,91.2,5.0,43.0,1.0,1.0,0.0,/en/matches/465b25a8/Leicester-City-Burnley-September-20-2020-Premier-League,1.0,0.5,0.4871794871794871
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-27,Sun,Premier League,Matchweek 3,Away,W 5–2,Leicester City,Manchester City,Y,CM,90,0,1,0,0,0.0,0.0,0,0,36.0,2.0,1.0,2.0,0.0,0.0,0.1,2.0,1.0,20.0,23.0,87.0,1.0,19.0,0.0,1.0,1.0,/en/matches/31c2a061/Manchester-City-Leicester-City-September-27-2020-Premier-League,1.0,0.5,0.7307692307692307
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Home,L 0–3,Leicester City,West Ham,Y,"CM,DM",88,0,0,0,0,1.0,0.0,1,0,107.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,91.0,98.0,92.9,11.0,76.0,4.0,2.0,1.0,/en/matches/a29866ec/Leicester-City-West-Ham-United-October-4-2020-Premier-League,0.0,1.0,0.4230769230769231
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-18,Sun,Premier League,Matchweek 5,Home,L 0–1,Leicester City,Aston Villa,Y,DM,77,0,0,0,0,0.0,0.0,0,0,48.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,40.0,85.0,5.0,28.0,0.0,0.0,0.0,/en/matches/7751d8c1/Leicester-City-Aston-Villa-October-18-2020-Premier-League,0.0,0.6666666666666666,0.8749999999999999
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-22,Thu,Europa Lg,Group stage,Home,W 3–0,eng Leicester City,ua Zorya Luhansk,Y,DM,90,0,0,0,0,0.0,0.0,0,0,56.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,42.0,45.0,93.3,3.0,23.0,0.0,1.0,1.0,/en/matches/85eb7f2a/Leicester-City-Zorya-Luhansk-October-22-2020-Europa-League,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-25,Sun,Premier League,Matchweek 6,Away,W 1–0,Leicester City,Arsenal,Y,CM,90,0,0,0,0,0.0,0.0,0,0,57.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,47.0,49.0,95.9,1.0,35.0,1.0,1.0,1.0,/en/matches/bcd3a9b4/Arsenal-Leicester-City-October-25-2020-Premier-League,1.0,0.3333333333333333,0.5357142857142857
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-29,Thu,Europa Lg,Group stage,Away,W 2–1,eng Leicester City,gr AEK Athens,N,CM,25,0,0,0,0,0.0,0.0,0,0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,2.0,5.0,1.0,0.0,0.0,/en/matches/ec5211d9/AEK-Athens-Leicester-City-October-29-2020-Europa-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-02,Mon,Premier League,Matchweek 7,Away,W 4–1,Leicester City,Leeds United,Y,CM,90,0,0,0,0,0.0,0.0,0,0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,81.8,4.0,23.0,2.0,2.0,1.0,/en/matches/55d775ec/Leeds-United-Leicester-City-November-2-2020-Premier-League,1.0,1.0,0.5833333333333333
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-08,Sun,Premier League,Matchweek 8,Home,W 1–0,Leicester City,Wolves,Y,CM,90,0,0,0,0,0.0,0.0,0,0,69.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,63.0,93.7,7.0,35.0,0.0,1.0,1.0,/en/matches/8407be08/Leicester-City-Wolverhampton-Wanderers-November-8-2020-Premier-League,1.0,1.0,0.761904761904762
