,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-01,Mon,Africa Cup of Nations,Group stage,Neutral,W 3–0,dz Algeria,tz Tanzania,N,,17,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/165f13ff/Tanzania-Algeria-July-1-2019-Africa-Cup-of-Nations,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-07-07,Sun,Africa Cup of Nations,Round of 16,Neutral,W 3–0,dz Algeria,gn Guinea,Y*,RW,90,1,0,0,0,2.0,2.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/2c0a3148/Algeria-Guinea-July-7-2019-Africa-Cup-of-Nations,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-07-11,Thu,Africa Cup of Nations,Quarter-finals,Neutral,D 1 (4)–1 (3),dz Algeria,ci Côte d'Ivoire,Y*,RW,85,0,0,0,0,3.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7e8373d6/Cote-dIvoire-Algeria-July-11-2019-Africa-Cup-of-Nations,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-07-14,Sun,Africa Cup of Nations,Semi-finals,Neutral,W 2–1,dz Algeria,ng Nigeria,Y*,RW,90,1,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c46f9212/Algeria-Nigeria-July-14-2019-Africa-Cup-of-Nations,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-07-19,Fri,Africa Cup of Nations,Final,Neutral,W 1–0,dz Algeria,sn Senegal,Y*,RW,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/deaede2a/Senegal-Algeria-July-19-2019-Africa-Cup-of-Nations,1.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-08-10,Sat,Premier League,Matchweek 1,Away,W 5–0,Manchester City,West Ham,Y,RW,90,0,2,0,0,3.0,1.0,0,0,58.0,4.0,2.0,3.0,0.5,0.5,1.1,7.0,3.0,30.0,36.0,83.3,7.0,44.0,5.0,3.0,2.0,/en/matches/71c8a43e/West-Ham-United-Manchester-City-August-10-2019-Premier-League,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-08-17,Sat,Premier League,Matchweek 2,Home,D 2–2,Manchester City,Tottenham,N,RW,11,0,0,0,0,0.0,0.0,0,0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,1.0,11.0,2.0,1.0,0.0,/en/matches/a4ba771e/Manchester-City-Tottenham-Hotspur-August-17-2019-Premier-League,0.5,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 3–1,Manchester City,Bournemouth,N,RW,12,0,0,0,0,0.0,0.0,0,0,11.0,1.0,1.0,0.0,0.0,0.0,0.1,1.0,0.0,7.0,9.0,77.8,0.0,10.0,1.0,0.0,0.0,/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League,1.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 4–0,Manchester City,Brighton,Y,RW,90,0,0,0,0,2.0,2.0,0,0,70.0,0.0,2.0,3.0,0.1,0.1,0.3,8.0,2.0,56.0,60.0,93.3,11.0,52.0,6.0,3.0,2.0,/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League,1.0,0.8333333333333334,0.5357142857142857
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-09-09,Mon,Friendlies (M),Friendlies (M),Home,W 1–0,dz Algeria,bj Benin,Y*,AM,76,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/95f8825a/Algeria-Benin-September-9-2019-Friendlies-M,1.0,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 2–3,Manchester City,Norwich City,N,AM,18,0,0,0,0,0.0,0.0,0,0,13.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,7.0,10.0,70.0,0.0,7.0,1.0,0.0,0.0,/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League,0.0,1.0,0.2948717948717949
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-09-18,Wed,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,ua Shakhtar,Y,RW,90,1,1,0,0,3.0,1.0,0,0,66.0,2.0,1.0,0.0,0.6,0.6,0.5,3.0,1.0,48.0,59.0,81.4,7.0,54.0,4.0,3.0,3.0,/en/matches/dfe33af5/Shakhtar-Donetsk-Manchester-City-September-18-2019-Champions-League,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 8–0,Manchester City,Watford,Y,RW,90,1,1,0,0,4.0,2.0,0,0,71.0,2.0,0.0,1.0,0.4,0.4,0.5,11.0,6.0,52.0,58.0,89.7,3.0,53.0,8.0,5.0,3.0,/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League,1.0,0.6666666666666666,0.369047619047619
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-09-24,Tue,EFL Cup,Third round,Away,W 3–0,Manchester City,Preston,N,,18,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/9965decf/Preston-North-End-Manchester-City-September-24-2019-EFL-Cup,1.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-09-28,Sat,Premier League,Matchweek 7,Away,W 3–1,Manchester City,Everton,Y,RW,90,1,0,0,0,5.0,5.0,0,0,76.0,0.0,0.0,4.0,0.3,0.3,1.4,7.0,1.0,54.0,62.0,87.1,6.0,57.0,4.0,3.0,2.0,/en/matches/1b9f4fc3/Everton-Manchester-City-September-28-2019-Premier-League,1.0,1.0,0.3571428571428571
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-10-01,Tue,Champions Lg,Group stage,Home,W 2–0,eng Manchester City,hr Dinamo Zagreb,Y,RW,90,0,1,0,0,2.0,1.0,0,0,77.0,1.0,0.0,2.0,0.5,0.5,0.7,6.0,1.0,53.0,67.0,79.1,7.0,57.0,7.0,4.0,1.0,/en/matches/0c3534e0/Manchester-City-Dinamo-Zagreb-October-1-2019-Champions-League,1.0,1.0,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-10-06,Sun,Premier League,Matchweek 8,Home,L 0–2,Manchester City,Wolves,Y,RW,59,0,0,0,0,1.0,0.0,0,0,50.0,0.0,1.0,3.0,0.1,0.1,0.0,1.0,0.0,31.0,43.0,72.1,2.0,37.0,3.0,3.0,1.0,/en/matches/0481092b/Manchester-City-Wolverhampton-Wanderers-October-6-2019-Premier-League,0.0,1.0,0.7619047619047619
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-10-10,Thu,Friendlies (M),Friendlies (M),Home,D 1–1,dz Algeria,cd Congo DR,N,,24,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/cb4248ef/Algeria-Congo-DR-October-10-2019-Friendlies-M,0.5,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-10-15,Tue,Friendlies (M),Friendlies (M),Home,W 3–0,dz Algeria,co Colombia,Y*,FW,83,2,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/797c8bbb/Algeria-Colombia-October-15-2019-Friendlies-M,1.0,0.5,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2019-10-22,Tue,Champions Lg,Group stage,Home,W 5–1,eng Manchester City,it Atalanta,Y,RW,90,0,1,0,0,0.0,0.0,0,0,45.0,2.0,1.0,0.0,0.0,0.0,0.6,2.0,1.0,36.0,40.0,90.0,3.0,38.0,1.0,0.0,0.0,/en/matches/a84fbb10/Manchester-City-Atalanta-October-22-2019-Champions-League,1.0,0.5,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2019-10-29,Tue,EFL Cup,Fourth round,Home,W 3–1,Manchester City,Southampton,Y,FW,90,0,0,0,0,5.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/dc030e24/Manchester-City-Southampton-October-29-2019-EFL-Cup,1.0,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2019-11-06,Wed,Champions Lg,Group stage,Away,D 1–1,eng Manchester City,it Atalanta,Y,RW,87,0,0,0,0,3.0,2.0,0,0,43.0,0.0,1.0,1.0,0.1,0.1,0.1,3.0,0.0,29.0,35.0,82.9,0.0,32.0,3.0,3.0,3.0,/en/matches/26e8c7ea/Atalanta-Manchester-City-November-6-2019-Champions-League,0.5,1.0,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2019-11-14,Thu,Africa Cup of Nations qualification,Group stage,Home,W 5–0,dz Algeria,zm Zambia,Y*,FW,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f7e39ca4/Algeria-Zambia-November-14-2019-Africa-Cup-of-Nations-qualification,1.0,0.8333333333333334,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2019-11-23,Sat,Premier League,Matchweek 13,Home,W 2–1,Manchester City,Chelsea,Y,RW,90,1,0,0,0,5.0,2.0,0,0,62.0,0.0,1.0,2.0,0.3,0.3,0.0,4.0,1.0,38.0,45.0,84.4,5.0,43.0,2.0,5.0,4.0,/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League,1.0,0.8333333333333334,0.8571428571428573
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2019-11-30,Sat,Premier League,Matchweek 14,Away,D 2–2,Manchester City,Newcastle Utd,Y,RW,68,0,0,0,0,0.0,0.0,0,0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,32.0,40.0,80.0,2.0,35.0,4.0,2.0,2.0,/en/matches/f43fa290/Newcastle-United-Manchester-City-November-30-2019-Premier-League,0.5,0.8333333333333334,0.5512820512820513
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2019-12-03,Tue,Premier League,Matchweek 15,Away,W 4–1,Manchester City,Burnley,N,RW,19,1,0,0,0,1.0,1.0,0,0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,12.0,91.7,2.0,13.0,2.0,0.0,0.0,/en/matches/4d718594/Burnley-Manchester-City-December-3-2019-Premier-League,1.0,0.8333333333333334,0.5476190476190477
