,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07-25,Tue,Champions Lg,Second qualifying round,Away,D 2–2,tr Galatasaray,lt Žalgiris,Y,AM,72,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/cabf086f/Zalgiris-Galatasaray-July-25-2023-Champions-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-27,Sun,Premier League,Matchweek 3,Away,W 3–1,Aston Villa,Burnley,N,AM,18,0,0,0,0,2.0,0.0,0,0,13.0,0.0,0.0,1.0,0.2,0.2,0.0,2.0,0.0,8.0,9.0,88.9,1.0,10.0,1.0,1.0,0.0,/en/matches/b66a7def/Burnley-Aston-Villa-August-27-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 0–3,Aston Villa,Liverpool,N,RM,26,0,0,0,0,0.0,0.0,0,0,16.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,8.0,75.0,2.0,9.0,3.0,1.0,1.0,/en/matches/bdbc722e/Liverpool-Aston-Villa-September-3-2023-Premier-League,0.0,0.5,0.7604166666666667
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-09,Sat,Euro Qualifying,Group stage,Away,D 1–1,it Italy,mk N. Macedonia,N,,45,0,0,0,0,1.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/fa72dcc1/North-Macedonia-Italy-September-9-2023-Euro-Qualifying,0.5,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-12,Tue,Euro Qualifying,Group stage,Home,W 2–1,it Italy,ua Ukraine,Y,FW,71,0,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/9f83636b/Italy-Ukraine-September-12-2023-Euro-Qualifying,1.0,0.5,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 3–1,Aston Villa,Crystal Palace,Y,LW,56,0,0,0,0,1.0,0.0,1,0,29.0,0.0,0.0,2.0,0.0,0.0,0.6,5.0,0.0,14.0,19.0,73.7,1.0,24.0,3.0,4.0,1.0,/en/matches/bc77340e/Aston-Villa-Crystal-Palace-September-16-2023-Premier-League,1.0,0.5,0.761904761904762
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-21,Thu,Conf Lg,Group stage,Away,L 2–3,eng Aston Villa,pl Legia Warsaw,Y,LW,66,0,1,0,0,1.0,1.0,1,0,24.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,1.0,15.0,21.0,71.4,1.0,20.0,4.0,2.0,2.0,/en/matches/59e37c79/Legia-Warsaw-Aston-Villa-September-21-2023-Europa-Conference-League,0.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 1–0,Aston Villa,Chelsea,Y,LW,74,0,0,0,0,2.0,1.0,0,0,40.0,0.0,0.0,2.0,0.2,0.2,0.0,2.0,0.0,9.0,20.0,45.0,4.0,27.0,3.0,8.0,4.0,/en/matches/7d2c5e05/Chelsea-Aston-Villa-September-24-2023-Premier-League,1.0,0.6666666666666666,0.4888888888888889
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-27,Wed,EFL Cup,Third round,Home,L 1–2,Aston Villa,Everton,N,,60,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/91394c43/Aston-Villa-Everton-September-27-2023-EFL-Cup,0.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 6–1,Aston Villa,Brighton,Y,LW,56,0,0,0,0,2.0,1.0,0,0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,33.3,1.0,9.0,0.0,4.0,0.0,/en/matches/2df9a3a1/Aston-Villa-Brighton-and-Hove-Albion-September-30-2023-Premier-League,1.0,0.3333333333333333,0.5625
