,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-15,Tue,EFL Cup,Second round,Home,W 1–0,Newcastle Utd,Blackburn,Y*,RM,79,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/b1979b09/Newcastle-United-Blackburn-Rovers-September-15-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-23,Wed,EFL Cup,Third round,Away,W 7–0,Newcastle Utd,Morecambe,Y,RM,90,0,1,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8c754b9c/Morecambe-Newcastle-United-September-23-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-27,Sun,Premier League,Matchweek 3,Away,D 1–1,Newcastle Utd,Tottenham,Y,LB,68,0,0,0,0,1,0,0,0,45.0,0.0,0,1.0,0.0,0.0,0.1,2.0,0.0,25.0,36.0,69.4,3.0,24.0,0.0,1.0,0.0,/en/matches/002c4e89/Tottenham-Hotspur-Newcastle-United-September-27-2020-Premier-League,0.5,0.5,0.8809523809523808
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-11-27,Fri,Premier League,Matchweek 10,Away,W 2–0,Newcastle Utd,Crystal Palace,N,LM,23,0,0,0,0,1,1,0,0,13.0,0.0,0,0.0,0.0,0.0,0.2,3.0,0.0,7.0,10.0,70.0,1.0,6.0,2.0,0.0,0.0,/en/matches/0d5962be/Crystal-Palace-Newcastle-United-November-27-2020-Premier-League,1.0,0.8333333333333334,0.4047619047619047
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-12-12,Sat,Premier League,Matchweek 12,Home,W 2–1,Newcastle Utd,West Brom,Y,"LM,LB",90,0,0,0,0,0,0,0,0,46.0,0.0,2,1.0,0.0,0.0,0.2,3.0,0.0,25.0,37.0,67.6,3.0,20.0,3.0,0.0,0.0,/en/matches/4a2a6f14/Newcastle-United-West-Bromwich-Albion-December-12-2020-Premier-League,1.0,0.8333333333333334,0.3928571428571428
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-12-19,Sat,Premier League,Matchweek 14,Home,D 1–1,Newcastle Utd,Fulham,Y,"RM,LB",90,0,0,0,0,2,0,0,0,65.0,2.0,0,1.0,0.0,0.0,0.2,5.0,0.0,39.0,55.0,70.9,3.0,37.0,3.0,0.0,0.0,/en/matches/3ae84056/Newcastle-United-Fulham-December-19-2020-Premier-League,0.5,0.8333333333333334,0.3571428571428571
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-12-26,Sat,Premier League,Matchweek 15,Away,L 0–2,Newcastle Utd,Manchester City,Y,LB,65,0,0,0,0,0,0,1,0,33.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,51.9,0.0,12.0,1.0,1.0,0.0,/en/matches/c1c40b30/Manchester-City-Newcastle-United-December-26-2020-Premier-League,0.0,0.8333333333333334,0.7976190476190477
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-30,Wed,Premier League,Matchweek 16,Home,D 0–0,Newcastle Utd,Liverpool,Y,LB,85,0,0,0,0,0,0,0,0,49.0,0.0,1,1.0,0.0,0.0,0.1,3.0,0.0,23.0,39.0,59.0,5.0,16.0,0.0,0.0,0.0,/en/matches/385cda3f/Newcastle-United-Liverpool-December-30-2020-Premier-League,0.5,0.5,0.7500000000000001
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-01-03,Sun,Premier League,Matchweek 17,Home,L 1–2,Newcastle Utd,Leicester City,Y,"LB,WB",90,0,0,0,0,0,0,0,0,61.0,3.0,1,2.0,0.0,0.0,0.3,3.0,0.0,22.0,50.0,44.0,1.0,21.0,1.0,0.0,0.0,/en/matches/4c205b24/Newcastle-United-Leicester-City-January-3-2021-Premier-League,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-01-09,Sat,FA Cup,Third round proper,Away,L 0–2,Newcastle Utd,Arsenal,N,,75,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/1a97ad80/Arsenal-Newcastle-United-January-9-2021-FA-Cup,0.0,0.1666666666666666,0.5
