,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2021-08-07,Sat,Community Shield,FA Community Shield,Neutral,L 0–1,Manchester City,Leicester City,Y,GK,90,0,,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6a1fc101/Leicester-City-Manchester-City-August-7-2021-FA-Community-Shield,0.0,0.5,0.5
1,1,1,1,2021-09-21,Tue,EFL Cup,Third round,Home,W 6–1,Manchester City,Wycombe,Y,GK,90,0,0.0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/09e8ccec/Manchester-City-Wycombe-Wanderers-September-21-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2021-10-13,Wed,WCQ,Third round,Home,W 2–1,us United States,cr Costa Rica,Y,GK,90,0,0.0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/57d0c2c6/United-States-Costa-Rica-October-13-2021-WCQ----CONCACAF-M,1.0,0.5,0.5
3,3,3,3,2021-10-16,Sat,Premier League,Matchweek 8,Home,W 2–0,Manchester City,Burnley,Y,GK,90,0,0.0,0,0,0.0,0.0,0,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,39.0,87.2,0.0,19.0,0.0,0.0,0.0,/en/matches/55778d0d/Manchester-City-Burnley-October-16-2021-Premier-League,1.0,0.6666666666666666,0.5476190476190477
4,4,4,4,2021-10-27,Wed,EFL Cup,Fourth round,Away,D 0 (3)–0 (5),Manchester City,West Ham,Y,GK,120,0,0.0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/4cc7cf93/West-Ham-United-Manchester-City-October-27-2021-EFL-Cup,0.5,1.0,0.5
5,5,5,5,2021-11-12,Fri,WCQ,Third round,Home,W 2–0,us United States,mx Mexico,Y,GK,90,0,0.0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/79a3bf11/United-States-Mexico-November-12-2021-WCQ----CONCACAF-M,1.0,0.8333333333333334,0.5
6,6,6,6,2021-11-16,Tue,WCQ,Third round,Away,D 1–1,us United States,jm Jamaica,Y,GK,90,0,0.0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b2289ca6/Jamaica-United-States-November-16-2021-WCQ----CONCACAF-M,0.5,0.8333333333333334,0.5
7,7,7,7,2021-12-07,Tue,Champions Lg,Group stage,Away,L 1–2,eng Manchester City,de RB Leipzig,Y,GK,90,0,0.0,0,0,0.0,0.0,0,0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,92.3,0.0,16.0,0.0,0.0,0.0,/en/matches/cccff79c/RB-Leipzig-Manchester-City-December-7-2021-Champions-League,0.0,0.6666666666666666,0.5
8,8,8,8,2022-01-07,Fri,FA Cup,Third round proper,Away,W 4–1,Manchester City,Swindon Town,Y,GK,90,0,0.0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c173100c/Swindon-Town-Manchester-City-January-7-2022-FA-Cup,1.0,0.5,0.5
9,9,9,9,2022-02-05,Sat,FA Cup,Fourth round proper,Home,W 4–1,Manchester City,Fulham,Y,GK,90,0,0.0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/733c2086/Manchester-City-Fulham-February-5-2022-FA-Cup,1.0,0.5,0.5
10,10,10,10,2022-03-20,Sun,FA Cup,Quarter-finals,Away,W 4–1,Manchester City,Southampton,Y,GK,90,0,0.0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/776bdea8/Southampton-Manchester-City-March-20-2022-FA-Cup,1.0,0.6666666666666666,0.5
11,11,11,11,2022-03-24,Thu,WCQ,Third round,Away,D 0–0,us United States,mx Mexico,Y,GK,90,0,0.0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/07494c1b/Mexico-United-States-March-24-2022-WCQ----CONCACAF-M,0.5,1.0,0.5
12,12,12,12,2022-03-27,Sun,WCQ,Third round,Home,W 5–1,us United States,pa Panama,Y,GK,90,0,0.0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/13c77536/United-States-Panama-March-27-2022-WCQ----CONCACAF-M,1.0,0.8333333333333334,0.5
13,13,13,13,2022-03-30,Wed,WCQ,Third round,Away,L 0–2,us United States,cr Costa Rica,Y,GK,90,0,0.0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5931a7e7/Costa-Rica-United-States-March-30-2022-WCQ----CONCACAF-M,0.0,0.8333333333333334,0.5
14,14,14,14,2022-04-16,Sat,FA Cup,Semi-finals,Home,L 2–3,Manchester City,Liverpool,Y,GK,90,0,0.0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7424dd28/Manchester-City-Liverpool-April-16-2022-FA-Cup,0.0,0.5,0.5
