,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Sat,UEFA Nations League,League A,Away,L 1–4,hr Croatia,pt Portugal,Y,DM,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,Match Report
1,Tue,UEFA Nations League,League A,Away,L 2–4,hr Croatia,fr France,Y,CM,90,0,1,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,Match Report
2,Sun,Premier League,Matchweek 2,Home,L 0–2,Chelsea,Liverpool,Y,"LM,CM",78,0,0,0,0,0,0,0,0,67,0,0,1,0.0,0.0,0.0,3,0,57,62,91.9,5,41,0,2,1,Match Report
3,Wed,EFL Cup,Third round,Home,W 6–0,Chelsea,Barnsley,Y,DM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
4,Sat,Premier League,Matchweek 3,Away,D 3–3,Chelsea,West Brom,Y,DM,45,0,0,0,0,1,0,0,0,63,1,1,1,0.0,0.0,0.0,2,0,54,58,93.1,5,46,2,0,0,Match Report
5,Tue,EFL Cup,Fourth round,Away,D 1 (4)–1 (5),Chelsea,Tottenham,Y,DM,69,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,Match Report
6,Sat,Premier League,Matchweek 4,Home,W 4–0,Chelsea,Crystal Palace,N,DM,8,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,11,11,100.0,1,10,0,0,0,Match Report
7,Wed,Friendlies (M),Friendlies (M),Away,W 2–1,hr Croatia,ch Switzerland,Y,DM,56,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
8,Sun,UEFA Nations League,League A,Home,W 2–1,hr Croatia,se Sweden,Y,CM,60,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,Match Report
9,Wed,UEFA Nations League,League A,Home,L 1–2,hr Croatia,fr France,N,,45,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
10,Tue,Champions Lg,Group stage,Home,D 0–0,eng Chelsea,es Sevilla,N,DM,26,0,0,0,0,0,0,0,0,20,5,0,0,0.0,0.0,0.0,0,0,13,15,86.7,2,12,0,0,0,Match Report
11,Sat,Premier League,Matchweek 6,Away,D 0–0,Chelsea,Manchester Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Wed,Champions Lg,Group stage,Away,W 4–0,eng Chelsea,ru Krasnodar,Y,RM,70,0,0,0,0,1,0,0,0,58,2,0,0,0.0,0.0,0.0,0,0,44,51,86.3,7,42,1,4,3,Match Report
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Wed,Champions Lg,Group stage,Home,W 3–0,eng Chelsea,fr Rennes,N,RM,28,0,0,0,0,0,0,1,0,25,1,1,0,0.0,0.0,0.0,1,0,16,19,84.2,4,16,3,2,0,Match Report
15,Sat,Premier League,Matchweek 8,Home,W 4–1,Chelsea,Sheffield Utd,Y,RM,70,0,1,0,0,1,0,0,0,59,3,1,0,0.0,0.0,0.1,5,1,41,48,85.4,7,44,0,0,0,Match Report
