,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,L 0–1,Wolves,Leicester City,Y,FW,90,0,0,0,0,3.0,0.0,0,0,35.0,0.0,0.0,0.0,0.2,0.2,0.1,3.0,0.0,17.0,25.0,68.0,2.0,22.0,2.0,3.0,2.0,/en/matches/0b346a62/Leicester-City-Wolverhampton-Wanderers-August-14-2021-Premier-League,0.0,0.5,0.511904761904762
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-22,Sun,Premier League,Matchweek 2,Home,L 0–1,Wolves,Tottenham,Y,FW,90,0,0,0,0,5.0,0.0,1,0,40.0,0.0,0.0,1.0,0.4,0.4,0.2,5.0,0.0,21.0,25.0,84.0,3.0,22.0,1.0,2.0,1.0,/en/matches/26ceb3c9/Wolverhampton-Wanderers-Tottenham-Hotspur-August-22-2021-Premier-League,0.0,0.5,0.5714285714285714
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-29,Sun,Premier League,Matchweek 3,Home,L 0–1,Wolves,Manchester Utd,Y,FW,90,0,0,0,0,4.0,1.0,0,0,47.0,0.0,1.0,0.0,0.2,0.2,0.2,4.0,0.0,27.0,38.0,71.1,3.0,19.0,0.0,1.0,0.0,/en/matches/871109e6/Wolverhampton-Wanderers-Manchester-United-August-29-2021-Premier-League,0.0,0.5,0.5357142857142858
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-11,Sat,Premier League,Matchweek 4,Away,W 2–0,Wolves,Watford,Y,FW,90,0,0,0,0,1.0,0.0,1,0,43.0,1.0,1.0,1.0,0.2,0.2,0.4,2.0,0.0,22.0,29.0,75.9,2.0,25.0,2.0,1.0,0.0,/en/matches/09db0909/Watford-Wolverhampton-Wanderers-September-11-2021-Premier-League,1.0,0.0,0.4871794871794871
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-18,Sat,Premier League,Matchweek 5,Home,L 0–2,Wolves,Brentford,Y,FW,90,0,0,0,0,1.0,0.0,0,0,28.0,1.0,0.0,0.0,0.1,0.1,0.2,3.0,0.0,16.0,22.0,72.7,1.0,14.0,1.0,2.0,0.0,/en/matches/fd1d60f4/Wolverhampton-Wanderers-Brentford-September-18-2021-Premier-League,0.0,0.3333333333333333,0.4523809523809523
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-26,Sun,Premier League,Matchweek 6,Away,W 1–0,Wolves,Southampton,Y,FW,90,1,0,0,0,2.0,2.0,0,0,48.0,2.0,0.0,2.0,0.8,0.8,0.1,3.0,2.0,17.0,28.0,60.7,1.0,28.0,2.0,6.0,4.0,/en/matches/d99f984c/Southampton-Wolverhampton-Wanderers-September-26-2021-Premier-League,1.0,0.3333333333333333,0.5476190476190477
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-02,Sat,Premier League,Matchweek 7,Home,W 2–1,Wolves,Newcastle Utd,Y,FW,90,0,2,0,0,1.0,0.0,0,0,46.0,1.0,0.0,1.0,0.0,0.0,0.4,6.0,4.0,27.0,36.0,75.0,3.0,37.0,3.0,6.0,5.0,/en/matches/00dcbdaa/Wolverhampton-Wanderers-Newcastle-United-October-2-2021-Premier-League,1.0,0.6666666666666666,0.3452380952380952
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-07,Thu,WCQ,Third round,Home,D 1–1,mx Mexico,ca Canada,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/837db4cf/Mexico-Canada-October-7-2021-WCQ----CONCACAF-M,0.5,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-10,Sun,WCQ,Third round,Home,W 3–0,mx Mexico,hn Honduras,Y,FW,65,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/47f3ab07/Mexico-Honduras-October-10-2021-WCQ----CONCACAF-M,1.0,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-13,Wed,WCQ,Third round,Away,W 2–0,mx Mexico,sv El Salvador,N,,28,1,0,1,1,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/56f5c2d5/El-Salvador-Mexico-October-13-2021-WCQ----CONCACAF-M,1.0,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-16,Sat,Premier League,Matchweek 8,Away,W 3–2,Wolves,Aston Villa,N,AM,3,0,0,0,0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/a1668499/Aston-Villa-Wolverhampton-Wanderers-October-16-2021-Premier-League,1.0,0.8333333333333334,0.5714285714285714
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-10-23,Sat,Premier League,Matchweek 9,Away,D 1–1,Wolves,Leeds United,Y,FW,90,0,0,0,0,2.0,1.0,0,0,55.0,1.0,1.0,2.0,0.1,0.1,0.0,5.0,1.0,18.0,36.0,50.0,3.0,21.0,1.0,5.0,2.0,/en/matches/49b3afe3/Leeds-United-Wolverhampton-Wanderers-October-23-2021-Premier-League,0.5,1.0,0.3809523809523809
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-01,Mon,Premier League,Matchweek 10,Home,W 2–1,Wolves,Everton,Y,FW,89,1,0,0,0,3.0,1.0,0,0,56.0,0.0,1.0,1.0,0.2,0.2,0.0,1.0,1.0,33.0,43.0,76.7,4.0,44.0,3.0,5.0,4.0,/en/matches/c9ad66cc/Wolverhampton-Wanderers-Everton-November-1-2021-Premier-League,1.0,0.8333333333333334,0.3214285714285713
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-11-06,Sat,Premier League,Matchweek 11,Away,L 0–2,Wolves,Crystal Palace,Y,FW,90,0,0,0,0,1.0,1.0,0,0,32.0,3.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,9.0,15.0,60.0,0.0,17.0,0.0,4.0,2.0,/en/matches/3a2fff4d/Crystal-Palace-Wolverhampton-Wanderers-November-6-2021-Premier-League,0.0,0.8333333333333334,0.7023809523809524
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-11-12,Fri,WCQ,Third round,Away,L 0–2,mx Mexico,us United States,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/79a3bf11/United-States-Mexico-November-12-2021-WCQ----CONCACAF-M,0.0,0.5,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-11-16,Tue,WCQ,Third round,Away,L 1–2,mx Mexico,ca Canada,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/24853275/Canada-Mexico-November-16-2021-WCQ----CONCACAF-M,0.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-11-20,Sat,Premier League,Matchweek 12,Home,W 1–0,Wolves,West Ham,Y,FW,90,1,0,0,0,2.0,1.0,0,0,32.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,17.0,25.0,68.0,2.0,19.0,1.0,2.0,2.0,/en/matches/013c4797/Wolverhampton-Wanderers-West-Ham-United-November-20-2021-Premier-League,1.0,0.0,0.8214285714285715
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-11-27,Sat,Premier League,Matchweek 13,Away,D 0–0,Wolves,Norwich City,Y,FW,90,0,0,0,0,2.0,0.0,0,0,38.0,2.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,16.0,24.0,66.7,2.0,19.0,1.0,5.0,1.0,/en/matches/ff3bd755/Norwich-City-Wolverhampton-Wanderers-November-27-2021-Premier-League,0.5,0.3333333333333333,0.6309523809523808
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2021-12-01,Wed,Premier League,Matchweek 14,Home,D 0–0,Wolves,Burnley,Y,FW,90,0,0,0,0,3.0,0.0,0,0,45.0,0.0,0.0,3.0,0.1,0.1,0.0,3.0,0.0,18.0,29.0,62.1,3.0,24.0,3.0,6.0,2.0,/en/matches/a3fc2ddc/Wolverhampton-Wanderers-Burnley-December-1-2021-Premier-League,0.5,0.5,0.5476190476190477
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-12-04,Sat,Premier League,Matchweek 15,Home,L 0–1,Wolves,Liverpool,Y,FW,90,0,0,0,0,0.0,0.0,1,0,39.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,19.0,26.0,73.1,2.0,21.0,2.0,2.0,0.0,/en/matches/37d61ff3/Wolverhampton-Wanderers-Liverpool-December-4-2021-Premier-League,0.0,0.6666666666666666,0.988095238095238
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-12-11,Sat,Premier League,Matchweek 16,Away,L 0–1,Wolves,Manchester City,Y,FW,44,0,0,0,0,1.0,0.0,2,1,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,11.0,72.7,1.0,9.0,0.0,1.0,0.0,/en/matches/d46b4a18/Manchester-City-Wolverhampton-Wanderers-December-11-2021-Premier-League,0.0,0.3333333333333333,0.8076923076923077
