,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,2021-01-30,Sat,Premier League,Matchweek 21,Away,D 2–2,Fulham,West Brom,N,CB,10,0,0,0,0,0.0,0.0,0,0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,50.0,0.0,4.0,0.0,0.0,0.0,/en/matches/d1517c30/West-Bromwich-Albion-Fulham-January-30-2021-Premier-League,0.5,0.1666666666666666,0.5
11,11,11,11,11,11,2021-02-03,Wed,Premier League,Matchweek 22,Home,L 0–2,Fulham,Leicester City,Y,RM,45,0,0,0,0,0.0,0.0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,78.6,2.0,17.0,0.0,1.0,1.0,/en/matches/bd0673ed/Fulham-Leicester-City-February-3-2021-Premier-League,0.0,0.3333333333333333,0.5
12,12,12,12,12,12,2021-02-06,Sat,Premier League,Matchweek 23,Home,D 0–0,Fulham,West Ham,Y,"RB,CB",90,0,0,0,0,0.0,0.0,0,0,67.0,2.0,0.0,1.0,0.0,0.0,0.1,5.0,0.0,50.0,62.0,80.6,4.0,43.0,4.0,0.0,0.0,/en/matches/d18e21ab/Fulham-West-Ham-United-February-6-2021-Premier-League,0.5,0.3333333333333333,0.5
13,13,13,13,13,13,2021-02-14,Sun,Premier League,Matchweek 24,Away,W 2–0,Fulham,Everton,Y,RB,90,0,0,0,0,0.0,0.0,0,0,69.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,39.0,56.0,69.6,1.0,33.0,1.0,0.0,0.0,/en/matches/46f84386/Everton-Fulham-February-14-2021-Premier-League,1.0,0.3333333333333333,0.5
14,14,14,14,14,14,2021-02-17,Wed,Premier League,Matchweek 17,Away,D 1–1,Fulham,Burnley,Y,RB,77,0,0,0,0,0.0,0.0,0,0,71.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,60.0,41.7,2.0,31.0,2.0,0.0,0.0,/en/matches/6285d050/Burnley-Fulham-February-17-2021-Premier-League,0.5,0.5,0.5
15,15,15,15,15,15,2021-02-20,Sat,Premier League,Matchweek 25,Home,W 1–0,Fulham,Sheffield Utd,N,RW,13,0,0,0,0,0.0,0.0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,66.7,3.0,8.0,2.0,0.0,0.0,/en/matches/b1892d66/Fulham-Sheffield-United-February-20-2021-Premier-League,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,2021-02-28,Sun,Premier League,Matchweek 26,Away,D 0–0,Fulham,Crystal Palace,Y,RB,90,0,0,0,0,0.0,0.0,0,0,77.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,56.0,71.0,78.9,9.0,40.0,2.0,2.0,1.0,/en/matches/2d530fe3/Crystal-Palace-Fulham-February-28-2021-Premier-League,0.5,0.8333333333333334,0.5
17,17,17,17,17,17,2021-03-07,Sun,Premier League,Matchweek 27,Away,W 1–0,Fulham,Liverpool,Y,RB,90,0,0,0,0,0.0,0.0,1,0,53.0,3.0,2.0,0.0,0.0,0.0,0.1,2.0,0.0,26.0,43.0,60.5,3.0,23.0,1.0,0.0,0.0,/en/matches/5826a836/Liverpool-Fulham-March-7-2021-Premier-League,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,2021-03-13,Sat,Premier League,Matchweek 28,Home,L 0–3,Fulham,Manchester City,Y,RB,90,0,0,0,0,1.0,0.0,0,0,62.0,4.0,2.0,1.0,0.1,0.1,0.0,0.0,0.0,35.0,46.0,76.1,4.0,29.0,1.0,0.0,0.0,/en/matches/279b0eb5/Fulham-Manchester-City-March-13-2021-Premier-League,0.0,0.8333333333333334,0.5
19,19,19,19,19,19,2021-03-19,Fri,Premier League,Matchweek 29,Home,L 1–2,Fulham,Leeds United,N,RB,19,0,0,0,0,0.0,0.0,0,0,17.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,91.7,1.0,5.0,0.0,1.0,0.0,/en/matches/05e3dd18/Fulham-Leeds-United-March-19-2021-Premier-League,0.0,0.5,0.5
20,20,20,20,20,20,2021-03-24,Wed,WCQ,First round,Away,L 2–4,nl Netherlands,tr Türkiye,Y,GK,68,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/610e3a27/Turkiye-Netherlands-March-24-2021-WCQ----UEFA-M,0.0,0.3333333333333333,0.5
21,21,21,21,21,21,2021-04-04,Sun,Premier League,Matchweek 30,Away,L 1–3,Fulham,Aston Villa,Y,RB,90,0,0,0,0,1.0,1.0,0,0,48.0,4.0,0.0,2.0,0.0,0.0,0.1,4.0,0.0,23.0,33.0,69.7,3.0,20.0,2.0,0.0,0.0,/en/matches/a2d96ab5/Aston-Villa-Fulham-April-4-2021-Premier-League,0.0,0.0,0.5
22,22,22,22,22,22,2021-04-09,Fri,Premier League,Matchweek 31,Home,L 0–1,Fulham,Wolves,Y,"WB,RB",90,0,0,0,0,0.0,0.0,0,0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,39.0,71.8,0.0,18.0,2.0,1.0,0.0,/en/matches/be1ee647/Fulham-Wolverhampton-Wanderers-April-9-2021-Premier-League,0.0,0.0,0.5
23,23,23,23,23,23,2021-05-10,Mon,Premier League,Matchweek 35,Home,L 0–2,Fulham,Burnley,Y,RB,53,0,0,0,0,2.0,0.0,0,0,41.0,1.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,22.0,34.0,64.7,3.0,17.0,2.0,3.0,3.0,/en/matches/430d879c/Fulham-Burnley-May-10-2021-Premier-League,0.0,0.0,0.5
24,24,24,24,24,24,2021-05-15,Sat,Premier League,Matchweek 36,Away,L 1–3,Fulham,Southampton,Y,"RB,CB",90,0,0,0,0,0.0,0.0,0,0,95.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,68.0,83.0,81.9,8.0,63.0,1.0,5.0,4.0,/en/matches/34739ed7/Southampton-Fulham-May-15-2021-Premier-League,0.0,0.0,0.5
25,25,25,25,25,25,2021-05-18,Tue,Premier League,Matchweek 37,Away,D 1–1,Fulham,Manchester Utd,N,AM,2,0,0,0,0,0.0,0.0,0,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,/en/matches/d8018048/Manchester-United-Fulham-May-18-2021-Premier-League,0.5,0.0,0.5
26,26,26,26,26,26,2021-05-23,Sun,Premier League,Matchweek 38,Home,L 0–2,Fulham,Newcastle Utd,Y,CB,90,0,0,0,0,1.0,0.0,1,0,92.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,83.0,83.1,10.0,73.0,9.0,0.0,0.0,/en/matches/f966eee0/Fulham-Newcastle-United-May-23-2021-Premier-League,0.0,0.1666666666666666,0.5
