,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–5,Aston Villa,Newcastle Utd,Y,"RB,RW",86,0,0,0,0,2,1,1,0,62,0,1,2,0.7,0.7,0.0,2,0,43,51,84.3,2,25,2,1,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,646,174,0.0,0,1,0,0,33,18,3,0,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1,1,1,0,3,1,50.0,0,0.0,0,2,1,30,2,0,5,0,0,0,7,0,
1,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 4–0,Aston Villa,Everton,Y,"RB,WB",90,0,0,0,0,0,0,0,0,63,0,0,5,0.0,0.0,0.1,1,0,44,51,86.3,4,41,1,1,https://fbref.com/en/matches/959b558d/Aston-Villa-Everton-August-20-2023-Premier-League,673,234,0.3,1,1,2,1,47,4,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,3,0,3,0,2,0,20.0,1,20.0,0,0,0,44,1,0,0,0,0,0,4,2,66.7
2,2023-08-23,Wed,Conf Lg,Play-off round,Away,W 5–0,eng Aston Villa,sct Hibernian,N,,16,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/f36a1b2f/Hibernian-Aston-Villa-August-23-2023-Europa-Conference-League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
3,2023-08-27,Sun,Premier League,Matchweek 3,Away,W 3–1,Aston Villa,Burnley,Y,WB,90,2,0,0,0,6,3,0,0,52,3,0,0,1.3,1.3,0.0,4,1,28,35,80.0,2,33,3,2,https://fbref.com/en/matches/b66a7def/Burnley-Aston-Villa-August-27-2023-Premier-League,415,35,0.0,0,0,2,0,33,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,3,0,50.0,2,0,3,2,0,2,6,100.0,0,0.0,1,3,1,35,6,0,1,0,0,0,5,1,100.0
4,2023-08-31,Thu,Conf Lg,Play-off round,Home,W 3–0,eng Aston Villa,sct Hibernian,N,,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/5cc4d456/Aston-Villa-Hibernian-August-31-2023-Europa-Conference-League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
5,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 0–3,Aston Villa,Liverpool,Y,"RB,RM",90,0,0,0,0,1,1,0,0,45,4,0,1,0.1,0.1,0.0,1,0,23,32,71.9,1,25,1,0,https://fbref.com/en/matches/bdbc722e/Liverpool-Aston-Villa-September-3-2023-Premier-League,371,93,0.0,0,1,0,0,25,7,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,0,1,4,2,0,4,1,0.0,1,100.0,0,0,0,23,0,0,1,0,0,1,3,0,0.0
6,2023-09-10,Sun,Euro Qualifying,Group stage,Away,L 0–2,pl Poland,al Albania,Y,DM,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,https://fbref.com/en/matches/95ef12bc/Albania-Poland-September-10-2023-Euro-Qualifying,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,
7,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 3–1,Aston Villa,Crystal Palace,Y,RB,90,0,0,0,0,2,0,1,0,74,6,1,1,0.6,0.6,0.0,1,0,53,62,85.5,6,42,6,0,https://fbref.com/en/matches/bc77340e/Aston-Villa-Crystal-Palace-September-16-2023-Premier-League,837,268,0.0,0,8,1,0,53,9,0,0,1,4,9,0,0,0,0,0,1,0,0,0,0,2,3,2,1,40.0,3,1,7,1,0,2,7,0.0,1,50.0,3,0,0,43,6,0,1,0,0,0,4,0,0.0
8,2023-09-21,Thu,Conf Lg,Group stage,Away,L 2–3,eng Aston Villa,pl Legia Warsaw,N,RB,24,0,0,0,0,1,0,0,0,30,0,0,0,0.1,0.1,0.2,4,0,22,29,75.9,6,24,5,1,https://fbref.com/en/matches/59e37c79/Legia-Warsaw-Aston-Villa-September-21-2023-Europa-Conference-League,409,141,0.2,2,6,2,0,27,2,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,100.0,0,0.0,1,0,0,23,3,0,0,0,0,0,4,0,
9,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 1–0,Aston Villa,Chelsea,Y,RB,90,0,0,0,0,3,2,0,0,46,0,1,1,0.1,0.1,0.0,0,0,36,40,90.0,1,31,3,0,https://fbref.com/en/matches/7d2c5e05/Chelsea-Aston-Villa-September-24-2023-Premier-League,511,207,0.0,0,2,0,0,34,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,2,0,4,3,,0,,2,0,0,32,4,0,0,0,0,0,3,0,
