,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2022-08-15,Sat,Matchweek 4,Home,W 9–0,Liverpool,Bournemouth,N,"On matchday squad, but did not play",/en/matches/de515487/Liverpool-Bournemouth-August-27-2022-Premier-League,,,,,,,,,,,,,,,,,
1,2022-08-15,Wed,Matchweek 5,Home,W 2–1,Liverpool,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/ac6047cf/Liverpool-Newcastle-United-August-31-2022-Premier-League,,,,,,,,,,,,,,,,,
2,2022-08-15,Sat,Matchweek 6,Away,D 0–0,Liverpool,Everton,N,"On matchday squad, but did not play",/en/matches/073227b6/Merseyside-Derby-Everton-Liverpool-September-3-2022-Premier-League,,,,,,,,,,,,,,,,,
3,2022-08-15,Sat,Matchweek 9,Home,D 3–3,Liverpool,Brighton,N,"On matchday squad, but did not play",/en/matches/aadd2e80/Liverpool-Brighton-and-Hove-Albion-October-1-2022-Premier-League,,,,,,,,,,,,,,,,,
4,2022-08-15,Sun,Matchweek 10,Away,L 2–3,Liverpool,Arsenal,N,"On matchday squad, but did not play",/en/matches/84a48413/Arsenal-Liverpool-October-9-2022-Premier-League,,,,,,,,,,,,,,,,,
5,2022-08-15,Sun,Matchweek 11,Home,W 1–0,Liverpool,Manchester City,N,"On matchday squad, but did not play",/en/matches/2ed4b79f/Liverpool-Manchester-City-October-16-2022-Premier-League,,,,,,,,,,,,,,,,,
6,2022-08-15,Wed,Matchweek 12,Home,W 1–0,Liverpool,West Ham,N,"On matchday squad, but did not play",/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League,,,,,,,,,,,,,,,,,
7,2022-08-15,Sat,Matchweek 13,Away,L 0–1,Liverpool,Nott'ham Forest,N,"On matchday squad, but did not play",/en/matches/f92b67c2/Nottingham-Forest-Liverpool-October-22-2022-Premier-League,,,,,,,,,,,,,,,,,
8,2022-08-15,Sat,Matchweek 14,Home,L 1–2,Liverpool,Leeds United,N,"On matchday squad, but did not play",/en/matches/b5b1e744/Liverpool-Leeds-United-October-29-2022-Premier-League,,,,,,,,,,,,,,,,,
9,2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2022-08-15,Sat,Matchweek 16,Home,W 3–1,Liverpool,Southampton,N,CB,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/1579d34b/Liverpool-Southampton-November-12-2022-Premier-League
11,2022-08-15,Mon,Matchweek 17,Away,W 3–1,Liverpool,Aston Villa,N,"On matchday squad, but did not play",/en/matches/ab7d4465/Aston-Villa-Liverpool-December-26-2022-Premier-League,,,,,,,,,,,,,,,,,
12,2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2022-08-15,Mon,Matchweek 19,Away,L 1–3,Liverpool,Brentford,N,"On matchday squad, but did not play",/en/matches/af6aa183/Brentford-Liverpool-January-2-2023-Premier-League,,,,,,,,,,,,,,,,,
14,2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2022-08-15,Sat,Matchweek 22,Away,L 0–3,Liverpool,Wolves,N,"On matchday squad, but did not play",/en/matches/d67a16c8/Wolverhampton-Wanderers-Liverpool-February-4-2023-Premier-League,,,,,,,,,,,,,,,,,
16,2022-08-15,Mon,Matchweek 23,Home,W 2–0,Liverpool,Everton,N,"On matchday squad, but did not play",/en/matches/a895ec23/Merseyside-Derby-Liverpool-Everton-February-13-2023-Premier-League,,,,,,,,,,,,,,,,,
17,2022-08-15,Sat,Matchweek 24,Away,W 2–0,Liverpool,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/2f909763/Newcastle-United-Liverpool-February-18-2023-Premier-League,,,,,,,,,,,,,,,,,
18,2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2022-08-15,Tue,Matchweek 8,Away,D 0–0,Liverpool,Chelsea,N,"On matchday squad, but did not play",/en/matches/1028e683/Chelsea-Liverpool-April-4-2023-Premier-League,,,,,,,,,,,,,,,,,
