,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 5–1,Newcastle Utd,Aston Villa,Y,LB,90,0,0,0,0,1,0,0,0,89,4,1,3,0.2,0.2,0.0,1,0,58,75,77.3,2,54,0,0,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,891,388,0.0,0,4,0,0,65,9,2,0,0,0,7,0,0,0,0,1,1,0,0,0,0,1,2,2,0,0.0,2,2,5,2,0,3,2,,0,,0,0,0,54,1,0,0,0,0,0,2,1,50.0
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–1,Newcastle Utd,Manchester City,Y,LB,90,0,0,0,0,0,0,0,0,54,2,1,1,0.0,0.0,0.0,0,0,43,51,84.3,0,33,2,0,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,667,283,0.0,0,2,0,0,44,6,3,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0.0,3,0,3,0,0,5,0,,0,,0,0,0,34,0,0,0,0,0,0,7,1,50.0
2,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–2,Newcastle Utd,Liverpool,Y,"LB,CB",90,0,0,0,0,0,0,0,0,66,3,0,1,0.0,0.0,0.1,2,0,51,57,89.5,3,38,1,0,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,771,271,0.0,1,7,0,0,49,8,3,0,0,0,5,0,0,0,0,0,2,0,0,0,0,2,3,0,0,33.3,2,0,3,4,0,6,1,,0,,0,1,0,40,0,0,1,0,0,0,4,1,100.0
3,2023-09-02,Sat,Premier League,Matchweek 4,Away,L 1–3,Newcastle Utd,Brighton,Y,"CB,LB",90,0,0,0,0,0,0,1,0,48,0,0,3,0.0,0.0,0.0,0,0,37,42,88.1,1,27,0,0,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,826,251,0.0,0,0,0,0,37,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,3,0,1,0,7,2,,0,,0,0,0,30,0,0,4,0,0,0,4,3,60.0
4,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 1–0,Newcastle Utd,Brentford,Y,LB,90,0,0,0,0,0,0,0,0,80,2,3,1,0.0,0.0,0.1,2,0,51,66,77.3,4,25,0,0,https://fbref.com/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,714,393,0.0,1,3,1,0,48,18,2,0,0,2,16,0,0,0,0,0,2,0,0,0,0,1,2,0,0,,0,1,5,4,0,3,1,0.0,1,100.0,0,0,1,37,2,0,0,0,0,0,3,2,100.0
5,2023-09-19,Tue,Champions Lg,Group stage,Away,D 0–0,eng Newcastle Utd,it Milan,Y,LB,90,0,0,0,0,1,0,0,0,57,5,0,4,0.0,0.0,0.0,1,0,24,35,68.6,4,15,0,0,https://fbref.com/en/matches/19789895/Milan-Newcastle-United-September-19-2023-Champions-League,346,211,0.0,0,3,0,0,29,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,2,4,1,0,100.0,0,2,5,8,0,12,2,,0,,0,3,0,23,3,0,2,0,0,0,1,7,77.8
6,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 8–0,Newcastle Utd,Sheffield Utd,Y,"LB,CB",90,1,0,0,0,2,1,0,0,77,2,1,0,0.4,0.4,0.0,1,0,53,66,80.3,5,47,2,1,https://fbref.com/en/matches/cf4fef85/Sheffield-United-Newcastle-United-September-24-2023-Premier-League,763,299,0.0,0,3,2,1,56,10,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,2,0,2,0,50.0,1,0,3,4,0,4,3,100.0,0,0.0,0,0,1,52,5,0,1,0,0,0,6,2,100.0
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,Newcastle Utd,Burnley,Y,LB,90,0,0,0,0,1,0,0,0,67,0,0,4,0.2,0.2,0.0,0,0,45,58,77.6,3,12,0,0,https://fbref.com/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League,733,321,0.0,0,3,0,0,49,9,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,0,1,1,3,1,,0,,0,0,0,27,4,0,0,0,0,0,10,7,77.8
9,2023-10-04,Wed,Champions Lg,Group stage,Home,W 4–1,eng Newcastle Utd,fr Paris S-G,Y,"LB,CB",90,1,0,0,0,1,1,0,0,40,1,0,1,0.2,0.2,0.0,0,0,21,31,67.7,4,13,0,0,https://fbref.com/en/matches/4d5a6bf1/Newcastle-United-Paris-Saint-Germain-October-4-2023-Champions-League,301,178,0.0,0,4,0,0,22,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50.0,1,0,1,4,0,5,1,0.0,1,100.0,0,0,0,14,0,0,0,0,0,0,1,4,100.0
