,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,2020-09-19,Sat,Premier League,Matchweek 2,Home,L 1–3,Manchester Utd,Crystal Palace,N,FW,10,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/97279323/Manchester-United-Crystal-Palace-September-19-2020-Premier-League,0.0,0.5,0.5
1,1,1,2020-09-22,Tue,EFL Cup,Third round,Away,W 3–0,Manchester Utd,Luton Town,Y,FW,78,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8b6d5b78/Luton-Town-Manchester-United-September-22-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2020-09-30,Wed,EFL Cup,Fourth round,Away,W 3–0,Manchester Utd,Brighton,Y,FW,68,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/310f1db8/Brighton-and-Hove-Albion-Manchester-United-September-30-2020-EFL-Cup,1.0,0.5,0.5
3,3,3,2020-12-02,Wed,Champions Lg,Group stage,Home,L 1–3,eng Manchester Utd,fr Paris S-G,N,RB,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/9b0bc4ea/Manchester-United-Paris-Saint-Germain-December-2-2020-Champions-League,0.0,0.6666666666666666,0.5
4,4,4,2021-02-06,Sat,Pro League,Matchweek 17,Home,W 4–1,Al-Shabab,Al-Raed,N,,7,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/1d00b907/Al-Shabab-Al-Raed-February-6-2021-Saudi-Professional-League,1.0,0.6666666666666666,0.5
5,5,5,2021-02-13,Sat,Pro League,Matchweek 18,Away,W 4–0,Al-Shabab,Al-Nassr,N,,28,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ed27e9dc/Al-Nassr-Al-Shabab-February-13-2021-Saudi-Professional-League,1.0,0.6666666666666666,0.5
6,6,6,2021-02-17,Wed,Pro League,Matchweek 19,Home,L 1–2,Al-Shabab,Al-Fateh,Y,FW,62,0,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7ef40590/Al-Shabab-Al-Fateh-February-17-2021-Saudi-Professional-League,0.0,0.6666666666666666,0.5
7,7,7,2021-02-22,Mon,Pro League,Matchweek 20,Home,W 3–0,Al-Shabab,Al-Ahli,N,,12,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/96857d74/Al-Shabab-Al-Ahli-February-22-2021-Saudi-Professional-League,1.0,0.6666666666666666,0.5
8,8,8,2021-03-01,Mon,Pro League,Matchweek 21,Away,W 2–1,Al-Shabab,Damac,Y,FW,89,2,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/429a9ea3/Damac-Al-Shabab-March-1-2021-Saudi-Professional-League,1.0,0.6666666666666666,0.5
9,9,9,2021-03-05,Fri,Pro League,Matchweek 22,Home,D 1–1,Al-Shabab,Al-Qadsiah,Y,FW,90,0,0,0,0,6,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c564b616/Al-Shabab-Al-Qadsiah-March-5-2021-Saudi-Professional-League,0.5,0.6666666666666666,0.5
10,10,10,2021-03-10,Wed,Pro League,Matchweek 23,Away,L 1–2,Al-Shabab,Al-Ittihad,Y,FW,30,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9dc04c10/Al-Ittihad-Al-Shabab-March-10-2021-Saudi-Professional-League,0.0,0.8333333333333334,0.5
11,11,11,2021-04-10,Sat,Pro League,Matchweek 25,Away,W 4–1,Al-Shabab,Al-Batin,Y,FW,90,0,0,0,0,6,4,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9523b20a/Al-Batin-Al-Shabab-April-10-2021-Saudi-Professional-League,1.0,0.5,0.5
12,12,12,2021-05-07,Fri,Pro League,Matchweek 26,Home,L 1–5,Al-Shabab,Al-Hilal,Y,FW,90,0,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/40088a1d/Al-Shabab-Al-Hilal-May-7-2021-Saudi-Professional-League,0.0,0.5,0.5
13,13,13,2021-05-14,Fri,Pro League,Matchweek 27,Away,L 3–4,Al-Shabab,Al-Ettifaq,Y,FW,90,2,1,1,1,5,3,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6a8b7bdb/Al-Ettifaq-Al-Shabab-May-14-2021-Saudi-Professional-League,0.0,0.3333333333333333,0.5
14,14,14,2021-05-19,Wed,Pro League,Matchweek 28,Home,W 5–1,Al-Shabab,Al-Ain,Y,FW,75,1,1,0,0,5,3,0,0,,,0,,,,,,,,,,,,,,,/en/matches/16bd3abb/Al-Shabab-Al-Ain-May-19-2021-Saudi-Professional-League,1.0,0.3333333333333333,0.5
15,15,15,2021-05-23,Sun,Pro League,Matchweek 29,Away,W 5–1,Al-Shabab,Al-Faisaly,Y,FW,90,1,0,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d8c2d186/Al-Faisaly-Al-Shabab-May-23-2021-Saudi-Professional-League,1.0,0.3333333333333333,0.5
16,16,16,2021-05-30,Sun,Pro League,Matchweek 30,Home,W 3–0,Al-Shabab,Al-Wehda,Y,FW,90,2,0,0,0,3,3,0,0,,,0,,,,,,,,,,,,,,,/en/matches/abd36786/Al-Shabab-Al-Wehda-May-30-2021-Saudi-Professional-League,1.0,0.6666666666666666,0.5
