,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2019-08-10,Sat,Premier League,Matchweek 1,Home,D 0–0,Crystal Palace,Everton,N,FW,8,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,0.0,2.0,0.0,0.0,0.0,/en/matches/a802f51e/Crystal-Palace-Everton-August-10-2019-Premier-League,0.5,0.5,0.5238095238095238
1,1,1,1,1,1,1,1,1,2019-08-18,Sun,Premier League,Matchweek 2,Away,L 0–1,Crystal Palace,Sheffield Utd,N,FW,9,0,0,0,0,0,0,0,0,6.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,2.0,0.0,0.0,0.0,/en/matches/7ca12d31/Sheffield-United-Crystal-Palace-August-18-2019-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2019-08-27,Tue,EFL Cup,Second round,Home,D 0 (4)–0 (5),Crystal Palace,Colchester Utd,Y,FW,62,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c3481970/Crystal-Palace-Colchester-United-August-27-2019-EFL-Cup,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,2019-12-26,Thu,Premier League,Matchweek 19,Home,W 2–1,Crystal Palace,West Ham,N,CM,16,0,1,0,0,1,1,0,0,11.0,0.0,0,0.0,0.4,0.4,0.4,0.0,0.0,3.0,6.0,50.0,1.0,6.0,2.0,2.0,0.0,/en/matches/048fa915/Crystal-Palace-West-Ham-United-December-26-2019-Premier-League,1.0,0.3333333333333333,0.3095238095238095
4,4,4,4,4,4,4,4,4,2020-01-01,Wed,Premier League,Matchweek 21,Away,D 1–1,Crystal Palace,Norwich City,N,FW,31,1,0,0,0,1,1,0,0,17.0,0.0,0,0.0,0.9,0.9,0.0,2.0,0.0,9.0,13.0,69.2,2.0,8.0,0.0,1.0,1.0,/en/matches/5bbec2c4/Norwich-City-Crystal-Palace-January-1-2020-Premier-League,0.5,0.5,0.5
5,5,5,5,5,5,5,5,5,2020-01-05,Sun,FA Cup,Third round,Home,L 0–1,Crystal Palace,Derby County,Y,FW,90,0,0,0,0,3,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/03ddae39/Crystal-Palace-Derby-County-January-5-2020-FA-Cup,0.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,2020-01-18,Sat,Premier League,Matchweek 23,Away,D 2–2,Crystal Palace,Manchester City,N,FW,10,0,0,0,0,0,0,0,0,8.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,1.0,0.0,0.0,0.0,0.0,/en/matches/4572cd0e/Manchester-City-Crystal-Palace-January-18-2020-Premier-League,0.5,0.5,0.5
7,7,7,7,7,7,7,7,7,2020-01-21,Tue,Premier League,Matchweek 24,Home,L 0–2,Crystal Palace,Southampton,N,FW,22,0,0,0,0,1,0,0,0,17.0,0.0,1,0.0,0.1,0.1,0.1,1.0,0.0,7.0,11.0,63.6,2.0,8.0,1.0,1.0,1.0,/en/matches/003ce1e3/Crystal-Palace-Southampton-January-21-2020-Premier-League,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,2020-02-08,Sat,Championship,Matchweek 31,Away,D 1–1,Sheffield Weds,Barnsley,Y,FW,79,0,0,0,0,1,0,0,0,34.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,13.0,1.0,17.0,1.0,3.0,3.0,/en/matches/0a6772b8/Barnsley-Sheffield-Wednesday-February-8-2020-Championship,0.5,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,9,2020-02-12,Wed,Championship,Matchweek 32,Away,L 0–1,Sheffield Weds,Luton Town,Y,FW,90,0,0,0,0,1,0,1,0,28.0,3.0,0,0.0,0.1,0.1,0.0,2.0,0.0,8.0,15.0,53.3,2.0,19.0,1.0,0.0,0.0,/en/matches/6658041b/Luton-Town-Sheffield-Wednesday-February-12-2020-Championship,0.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,2020-02-15,Sat,Championship,Matchweek 33,Home,L 0–3,Sheffield Weds,Reading,N,FW,23,0,0,0,0,3,0,0,0,14.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,4.0,10.0,40.0,0.0,7.0,0.0,0.0,0.0,/en/matches/5c1ad422/Sheffield-Wednesday-Reading-February-15-2020-Championship,0.0,0.1666666666666666,0.5
11,11,11,11,11,11,11,11,11,2020-02-22,Sat,Championship,Matchweek 34,Away,D 3–3,Sheffield Weds,Birmingham City,N,FW,45,0,0,0,0,2,1,0,0,25.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,8.0,17.0,47.1,1.0,8.0,0.0,1.0,0.0,/en/matches/1f8e8983/Birmingham-City-Sheffield-Wednesday-February-22-2020-Championship,0.5,0.1666666666666666,0.5
12,12,12,12,12,12,12,12,12,2020-02-26,Wed,Championship,Matchweek 35,Home,W 1–0,Sheffield Weds,Charlton Ath,Y,FW,74,0,0,0,0,3,0,0,0,26.0,1.0,0,1.0,0.2,0.2,0.1,1.0,0.0,8.0,16.0,50.0,0.0,14.0,0.0,1.0,1.0,/en/matches/f36e7cf1/Sheffield-Wednesday-Charlton-Athletic-February-26-2020-Championship,1.0,0.1666666666666666,0.5
13,13,13,13,13,13,13,13,13,2020-02-29,Sat,Championship,Matchweek 36,Home,L 1–3,Sheffield Weds,Derby County,N,FW,52,0,0,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.1,3.0,0.0,12.0,21.0,57.1,0.0,15.0,1.0,1.0,1.0,/en/matches/b28b0f16/Sheffield-Wednesday-Derby-County-February-29-2020-Championship,0.0,0.5,0.5
