,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-29,Sat,Community Shield,FA Community Shield,Neutral,D 1 (4)–1 (5),Liverpool,Arsenal,Y*,CM,58,0,0,0,0,2,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/1f445267/Arsenal-Liverpool-August-29-2020-FA-Community-Shield,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-20,Sun,Premier League,Matchweek 2,Away,W 2–0,Liverpool,Chelsea,N,RM,27,0,0,0,0,0,0,0,0,51.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,48.0,97.9,3.0,41.0,0.0,0.0,0.0,/en/matches/c64e5792/Chelsea-Liverpool-September-20-2020-Premier-League,1.0,0.5,0.5476190476190477
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-28,Mon,Premier League,Matchweek 3,Home,W 3–1,Liverpool,Arsenal,N,LM,12,0,0,0,0,0,0,0,0,13.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,90.9,0.0,7.0,0.0,0.0,0.0,/en/matches/ebe4e309/Liverpool-Arsenal-September-28-2020-Premier-League,1.0,0.5,0.880952380952381
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-01,Thu,EFL Cup,Fourth round,Home,D 0 (4)–0 (5),Liverpool,Arsenal,Y*,LB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4235190c/Liverpool-Arsenal-October-1-2020-EFL-Cup,0.5,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 2–7,Liverpool,Aston Villa,N,RM,23,0,0,0,0,0,0,0,0,23.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,20.0,75.0,3.0,13.0,0.0,0.0,0.0,/en/matches/14a7771b/Aston-Villa-Liverpool-October-4-2020-Premier-League,0.0,0.8333333333333334,0.7738095238095237
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-21,Wed,Champions Lg,Group stage,Away,W 1–0,eng Liverpool,nl Ajax,Y*,"LM,RM",89,0,0,0,0,1,0,1,0,66.0,6.0,5,0.0,0.0,0.0,0.1,2.0,0.0,34.0,52.0,65.4,4.0,40.0,2.0,1.0,0.0,/en/matches/51c298ad/Ajax-Liverpool-October-21-2020-Champions-League,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-24,Sat,Premier League,Matchweek 6,Home,W 2–1,Liverpool,Sheffield Utd,N,LM,8,0,0,0,0,0,0,0,0,5.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,1.0,0.5,0.3333333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-27,Tue,Champions Lg,Group stage,Home,W 2–0,eng Liverpool,dk Midtjylland,Y,LM,90,0,0,0,0,1,0,1,0,55.0,3.0,2,2.0,0.1,0.1,0.0,2.0,0.0,34.0,42.0,81.0,6.0,33.0,0.0,3.0,0.0,/en/matches/26a68a35/Liverpool-Midtjylland-October-27-2020-Champions-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-31,Sat,Premier League,Matchweek 7,Home,W 2–1,Liverpool,West Ham,N,"RM,FW",1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,/en/matches/56ad8025/Liverpool-West-Ham-United-October-31-2020-Premier-League,1.0,1.0,0.5476190476190476
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-03,Tue,Champions Lg,Group stage,Away,W 5–0,eng Liverpool,it Atalanta,N,"LB,CM",25,0,0,0,0,1,0,0,0,34.0,2.0,0,0.0,0.0,0.0,0.2,1.0,0.0,28.0,31.0,90.3,1.0,26.0,1.0,0.0,0.0,/en/matches/687460ab/Atalanta-Liverpool-November-3-2020-Champions-League,1.0,1.0,0.5
