,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,D 1–1,Bournemouth,West Ham,N,RW,16,0,0,0,0,2.0,0.0,0,0,14.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,10.0,11.0,90.9,1.0,13.0,1.0,1.0,1.0,/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,0.5,0.5,0.511904761904762
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 1–3,Bournemouth,Liverpool,Y,RW,75,1,0,0,0,3.0,2.0,1,0,22.0,0.0,0.0,1.0,0.2,0.2,0.2,2.0,0.0,9.0,14.0,64.3,2.0,12.0,2.0,4.0,3.0,/en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 0–2,Bournemouth,Tottenham,Y,RW,72,0,0,0,0,2.0,0.0,0,0,27.0,3.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,14.0,17.0,82.4,1.0,15.0,2.0,4.0,0.0,/en/matches/f49c4ad2/Bournemouth-Tottenham-Hotspur-August-26-2023-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-02,Sat,Premier League,Matchweek 4,Away,D 2–2,Bournemouth,Brentford,Y,RW,59,0,0,0,0,2.0,1.0,0,0,27.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,12.0,15.0,80.0,1.0,11.0,1.0,2.0,0.0,/en/matches/e2946b10/Brentford-Bournemouth-September-2-2023-Premier-League,0.5,0.1666666666666666,0.6354166666666666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-24,Sun,Premier League,Matchweek 6,Away,L 1–3,Bournemouth,Brighton,N,"LW,AM",27,0,0,0,0,3.0,2.0,0,0,12.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,4.0,7.0,57.1,0.0,13.0,4.0,3.0,3.0,/en/matches/5593f16c/Brighton-and-Hove-Albion-Bournemouth-September-24-2023-Premier-League,0.0,0.1666666666666666,0.6041666666666666
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-27,Wed,EFL Cup,Third round,Home,W 2–0,Bournemouth,Stoke City,Y,FW,45,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/22f62b32/Bournemouth-Stoke-City-September-27-2023-EFL-Cup,1.0,0.1666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-30,Sat,Premier League,Matchweek 7,Home,L 0–4,Bournemouth,Arsenal,N,AM,8,0,0,0,0,0.0,0.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,6.0,0.0,2.0,1.0,/en/matches/8de4aca0/Bournemouth-Arsenal-September-30-2023-Premier-League,0.0,0.5,0.8437500000000001
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-10-14,Sat,Friendlies (M),Friendlies (M),Neutral,L 0–2,gh Ghana,mx Mexico,Y,FW,63,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/52b32b60/Mexico-Ghana-October-14-2023-Friendlies-M,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-17,Tue,Friendlies (M),Friendlies (M),Away,L 0–4,gh Ghana,us United States,N,,16,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/3ac52860/United-States-Ghana-October-17-2023-Friendlies-M,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-28,Sat,Premier League,Matchweek 10,Home,W 2–1,Bournemouth,Burnley,Y,RW,68,1,0,0,0,2.0,1.0,0,0,31.0,1.0,2.0,1.0,0.2,0.2,0.4,4.0,1.0,13.0,19.0,68.4,3.0,15.0,4.0,4.0,1.0,/en/matches/c4c42d3e/Bournemouth-Burnley-October-28-2023-Premier-League,1.0,0.0,0.3854166666666666
