,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-19,Sat,Premier League,Matchweek 2,Home,L 1–3,Manchester Utd,Crystal Palace,Y*,CB,90,0,0,0,0,1.0,0.0,1,0,102.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,93.0,90.3,10.0,61.0,0.0,0.0,0.0,/en/matches/97279323/Manchester-United-Crystal-Palace-September-19-2020-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-22,Tue,EFL Cup,Third round,Away,W 3–0,Manchester Utd,Luton Town,Y*,CB,90,0,0,0,0,2.0,1.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/8b6d5b78/Luton-Town-Manchester-United-September-22-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-26,Sat,Premier League,Matchweek 3,Away,W 3–2,Manchester Utd,Brighton,Y*,CB,90,0,0,0,0,1.0,0.0,0,0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,50.0,82.0,0.0,39.0,0.0,0.0,0.0,/en/matches/21495573/Brighton-and-Hove-Albion-Manchester-United-September-26-2020-Premier-League,1.0,0.5,0.5512820512820513
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Home,L 1–6,Manchester Utd,Tottenham,Y*,CB,90,0,0,0,0,0.0,0.0,0,0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,54.0,81.5,2.0,38.0,1.0,0.0,0.0,/en/matches/cded7e69/Manchester-United-Tottenham-Hotspur-October-4-2020-Premier-League,0.0,0.6666666666666666,0.7142857142857143
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-11,Sun,UEFA Nations League,League A,Home,W 2–1,eng England,be Belgium,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/0abc208e/England-Belgium-October-11-2020-UEFA-Nations-League,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-14,Wed,UEFA Nations League,League A,Home,L 0–1,eng England,dk Denmark,Y,CB,31,0,0,0,0,0.0,0.0,2,1,,,0.0,,,,,,,,,,,,,,,/en/matches/d75a308e/England-Denmark-October-14-2020-UEFA-Nations-League,0.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-17,Sat,Premier League,Matchweek 5,Away,W 4–1,Manchester Utd,Newcastle Utd,Y*,CB,90,1,0,0,0,3.0,1.0,0,0,92.0,0.0,4.0,0.0,0.1,0.1,0.0,1.0,0.0,68.0,83.0,81.9,5.0,66.0,0.0,0.0,0.0,/en/matches/0b8239de/Newcastle-United-Manchester-United-October-17-2020-Premier-League,1.0,0.3333333333333333,0.6071428571428571
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-24,Sat,Premier League,Matchweek 6,Home,D 0–0,Manchester Utd,Chelsea,Y*,CB,90,0,0,0,0,1.0,0.0,0,0,70.0,0.0,1.0,1.0,0.0,0.0,0.1,1.0,0.0,53.0,60.0,88.3,5.0,42.0,1.0,0.0,0.0,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.5,0.6666666666666666,0.5833333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-28,Wed,Champions Lg,Group stage,Home,W 5–0,eng Manchester Utd,de RB Leipzig,Y*,CB,90,0,0,0,0,0.0,0.0,0,0,73.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0,62.0,87.1,0.0,39.0,0.0,0.0,0.0,/en/matches/057b1ad9/Manchester-United-RB-Leipzig-October-28-2020-Champions-League,1.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-01,Sun,Premier League,Matchweek 7,Home,L 0–1,Manchester Utd,Arsenal,Y*,CB,90,0,0,0,0,4.0,0.0,1,0,78.0,1.0,1.0,1.0,0.2,0.2,0.0,1.0,0.0,61.0,67.0,91.0,2.0,43.0,1.0,1.0,1.0,/en/matches/75dd1359/Manchester-United-Arsenal-November-1-2020-Premier-League,0.0,0.8333333333333334,0.4999999999999999
