,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-20,Sun,Ligue 1,Matchweek 4,Away,L 1–4,Angers,Montpellier,N,LB,28,0,0,0,0,1,0,0,0,31.0,1.0,1,0.0,0.1,0.1,0.0,2.0,0.0,24.0,27.0,88.9,2.0,17.0,1.0,1.0,1.0,/en/matches/14504cc6/Montpellier-Angers-September-20-2020-Ligue-1,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-27,Sun,Ligue 1,Matchweek 5,Home,W 3–2,Angers,Brest,Y,LB,78,0,1,0,0,0,0,0,0,65.0,2.0,3,2.0,0.0,0.0,0.1,4.0,2.0,48.0,56.0,85.7,3.0,37.0,3.0,2.0,2.0,/en/matches/940f811f/Angers-Brest-September-27-2020-Ligue-1,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-10-02,Fri,Ligue 1,Matchweek 6,Away,L 1–6,Angers,Paris S-G,Y,LB,81,0,0,0,0,0,0,0,0,71.0,0.0,0,0.0,0.0,0.0,0.1,4.0,0.0,60.0,64.0,93.8,6.0,44.0,3.0,6.0,5.0,/en/matches/7feb9bf5/Paris-Saint-Germain-Angers-October-2-2020-Ligue-1,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-30,Fri,Premier League,Matchweek 7,Home,W 2–0,Wolves,Crystal Palace,Y,WB,90,1,0,0,0,2,1,0,0,72.0,1.0,1,0.0,0.1,0.1,0.0,1.0,0.0,52.0,61.0,85.2,2.0,50.0,3.0,2.0,2.0,/en/matches/e1741638/Wolverhampton-Wanderers-Crystal-Palace-October-30-2020-Premier-League,1.0,0.3333333333333333,0.5357142857142858
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-11-08,Sun,Premier League,Matchweek 8,Away,L 0–1,Wolves,Leicester City,Y,WB,75,0,0,0,0,0,0,0,0,47.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,75.7,1.0,23.0,2.0,3.0,1.0,/en/matches/8407be08/Leicester-City-Wolverhampton-Wanderers-November-8-2020-Premier-League,0.0,0.6666666666666666,0.9761904761904764
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-11-23,Mon,Premier League,Matchweek 9,Home,D 1–1,Wolves,Southampton,Y,LB,90,0,0,0,0,1,0,0,0,67.0,1.0,0,1.0,0.0,0.0,0.2,4.0,0.0,45.0,56.0,80.4,6.0,41.0,4.0,3.0,2.0,/en/matches/e5bfd125/Wolverhampton-Wanderers-Southampton-November-23-2020-Premier-League,0.5,0.3333333333333333,0.871794871794872
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-12-06,Sun,Premier League,Matchweek 11,Away,L 0–4,Wolves,Liverpool,N,LM,20,0,0,0,0,1,1,0,0,12.0,1.0,1,0.0,0.1,0.1,0.0,0.0,0.0,5.0,9.0,55.6,1.0,8.0,0.0,1.0,0.0,/en/matches/25249736/Liverpool-Wolverhampton-Wanderers-December-6-2020-Premier-League,0.0,0.5,0.5595238095238094
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-21,Mon,Premier League,Matchweek 14,Away,L 1–2,Wolves,Burnley,Y,WB,59,0,0,0,0,1,0,0,0,28.0,3.0,2,0.0,0.0,0.0,0.0,2.0,0.0,16.0,18.0,88.9,0.0,19.0,2.0,2.0,1.0,/en/matches/4e106790/Burnley-Wolverhampton-Wanderers-December-21-2020-Premier-League,0.0,0.1666666666666666,0.6428571428571429
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-12-27,Sun,Premier League,Matchweek 15,Home,D 1–1,Wolves,Tottenham,N,LB,16,0,0,0,0,0,0,0,0,11.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,1.0,5.0,1.0,1.0,1.0,/en/matches/f50faef3/Wolverhampton-Wanderers-Tottenham-Hotspur-December-27-2020-Premier-League,0.5,0.1666666666666666,0.4761904761904761
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-29,Tue,Premier League,Matchweek 16,Away,L 0–1,Wolves,Manchester Utd,Y,WB,90,0,0,0,0,2,1,0,0,60.0,2.0,1,3.0,0.1,0.1,0.0,1.0,0.0,34.0,44.0,77.3,2.0,33.0,1.0,2.0,0.0,/en/matches/a8d659e4/Manchester-United-Wolverhampton-Wanderers-December-29-2020-Premier-League,0.0,0.1666666666666666,0.7976190476190476
