,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,2022-11-09,Wed,EFL Cup,Third round,Home,L 1–3,Arsenal,Brighton,Y*,CB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/5505b180/Arsenal-Brighton-and-Hove-Albion-November-9-2022-EFL-Cup,0.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,2022-12-31,Sat,Premier League,Matchweek 18,Away,W 4–2,Arsenal,Brighton,N,"CB,RM",4,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/dd50a429/Brighton-and-Hove-Albion-Arsenal-December-31-2022-Premier-League,1.0,0.6666666666666666,0.5595238095238095
12,12,12,12,12,12,12,12,2023-01-09,Mon,FA Cup,Third round proper,Away,W 3–0,Arsenal,Oxford United,Y*,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/17eee5ca/Oxford-United-Arsenal-January-9-2023-FA-Cup,1.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,2023-01-22,Sun,Premier League,Matchweek 21,Home,W 3–2,Arsenal,Manchester Utd,N,CB,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/1b35bc71/Arsenal-Manchester-United-January-22-2023-Premier-League,1.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,2023-01-27,Fri,FA Cup,Fourth round proper,Away,L 0–1,Arsenal,Manchester City,Y,CB,45,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/eeefddca/Manchester-City-Arsenal-January-27-2023-FA-Cup,0.0,1.0,0.5
15,15,15,15,15,15,15,15,2023-02-18,Sat,Premier League,Matchweek 24,Away,W 4–2,Arsenal,Aston Villa,N,CB,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/e50bfcf8/Aston-Villa-Arsenal-February-18-2023-Premier-League,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,2023-03-16,Thu,Europa Lg,Round of 16,Home,D 1 (3)–1 (5),eng Arsenal,pt Sporting CP,N,CB,100,0,0,0,0,1,0,1,0,69.0,0.0,1,3.0,0.3,0.3,0.0,0.0,0.0,49.0,57.0,86.0,5.0,45.0,0.0,0.0,0.0,/en/matches/e180013b/Arsenal-Sporting-CP-March-16-2023-Europa-League,0.5,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,2023-03-19,Sun,Premier League,Matchweek 28,Home,W 4–1,Arsenal,Crystal Palace,Y,CB,90,0,0,0,0,1,0,0,0,85.0,2.0,0,1.0,0.0,0.0,0.0,2.0,0.0,65.0,71.0,91.5,7.0,48.0,2.0,1.0,1.0,/en/matches/98e0de00/Arsenal-Crystal-Palace-March-19-2023-Premier-League,1.0,0.5,0.5
18,18,18,18,18,18,18,18,2023-04-01,Sat,Premier League,Matchweek 29,Home,W 4–1,Arsenal,Leeds United,Y,CB,90,0,0,0,0,0,0,0,0,75.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,69.0,84.1,2.0,56.0,0.0,0.0,0.0,/en/matches/2e4383ca/Arsenal-Leeds-United-April-1-2023-Premier-League,1.0,0.8333333333333334,0.5
19,19,19,19,19,19,19,19,2023-04-09,Sun,Premier League,Matchweek 30,Away,D 2–2,Arsenal,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,68.0,1.0,2,1.0,0.0,0.0,0.0,1.0,0.0,38.0,53.0,71.7,2.0,28.0,0.0,0.0,0.0,/en/matches/f3774baa/Liverpool-Arsenal-April-9-2023-Premier-League,0.5,0.8333333333333334,0.5
20,20,20,20,20,20,20,20,2023-04-16,Sun,Premier League,Matchweek 31,Away,D 2–2,Arsenal,West Ham,Y,CB,90,0,0,0,0,1,1,0,0,76.0,0.0,0,2.0,0.1,0.1,0.0,0.0,0.0,61.0,68.0,89.7,0.0,55.0,0.0,0.0,0.0,/en/matches/3120ba0d/West-Ham-United-Arsenal-April-16-2023-Premier-League,0.5,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,2023-04-21,Fri,Premier League,Matchweek 32,Home,D 3–3,Arsenal,Southampton,Y,CB,90,0,0,0,0,1,0,0,0,92.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,79.0,91.0,86.8,10.0,67.0,1.0,0.0,0.0,/en/matches/12efc7dd/Arsenal-Southampton-April-21-2023-Premier-League,0.5,0.6666666666666666,0.5
22,22,22,22,22,22,22,22,2023-04-26,Wed,Premier League,Matchweek 33,Away,L 1–4,Arsenal,Manchester City,Y,CB,90,1,0,0,0,2,1,0,0,89.0,2.0,1,1.0,0.2,0.2,0.0,1.0,0.0,73.0,80.0,91.3,2.0,60.0,0.0,0.0,0.0,/en/matches/00a73645/Manchester-City-Arsenal-April-26-2023-Premier-League,0.0,0.5,0.5
23,23,23,23,23,23,23,23,2023-05-02,Tue,Premier League,Matchweek 34,Home,W 3–1,Arsenal,Chelsea,N,CB,6,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,3.0,0.0,0.0,0.0,/en/matches/2d551ff5/North-West-London-Derby-Arsenal-Chelsea-May-2-2023-Premier-League,1.0,0.3333333333333333,0.5
