,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-03,Sat,Premier League,Matchweek 4,Home,W 4–0,Chelsea,Crystal Palace,N,RW,8,0,0,0,0,0.0,0.0,0,0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,1.0,0.0,0.0,0.0,/en/matches/d97aa1b5/Chelsea-Crystal-Palace-October-3-2020-Premier-League,1.0,0.5,0.6153846153846154
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-10-17,Sat,Premier League,Matchweek 5,Home,D 3–3,Chelsea,Southampton,Y,"RW,LW",86,0,0,0,0,2.0,0.0,0,0,53.0,3.0,1.0,2.0,0.1,0.1,0.1,3.0,1.0,19.0,28.0,67.9,2.0,24.0,2.0,6.0,2.0,/en/matches/9bd558f5/Chelsea-Southampton-October-17-2020-Premier-League,0.5,0.5,0.7023809523809523
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-10-20,Tue,Champions Lg,Group stage,Home,D 0–0,eng Chelsea,es Sevilla,Y,"RW,LW",89,0,0,0,0,0.0,0.0,0,0,38.0,2.0,2.0,0.0,0.0,0.0,0.1,1.0,0.0,19.0,27.0,70.4,0.0,25.0,4.0,4.0,3.0,/en/matches/b9aeb47f/Chelsea-Sevilla-October-20-2020-Champions-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-24,Sat,Premier League,Matchweek 6,Away,D 0–0,Chelsea,Manchester Utd,Y,AM,80,0,0,0,0,3.0,1.0,0,0,39.0,0.0,2.0,3.0,0.1,0.1,0.0,1.0,0.0,13.0,24.0,54.2,1.0,13.0,3.0,2.0,1.0,/en/matches/3aaf7c62/Manchester-United-Chelsea-October-24-2020-Premier-League,0.5,0.6666666666666666,0.7738095238095238
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-28,Wed,Champions Lg,Group stage,Away,W 4–0,eng Chelsea,ru Krasnodar,N,"RW,LW",20,1,0,0,0,4.0,1.0,0,0,20.0,1.0,0.0,1.0,0.3,0.3,0.0,2.0,2.0,6.0,9.0,66.7,1.0,9.0,1.0,1.0,0.0,/en/matches/1ef61ea1/Krasnodar-Chelsea-October-28-2020-Champions-League,1.0,0.5,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-11-29,Sun,Premier League,Matchweek 10,Home,D 0–0,Chelsea,Tottenham,N,LW,17,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,50.0,0.0,6.0,1.0,0.0,0.0,/en/matches/58306243/Chelsea-Tottenham-Hotspur-November-29-2020-Premier-League,0.5,0.6666666666666666,0.8095238095238094
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-12-02,Wed,Champions Lg,Group stage,Away,W 4–0,eng Chelsea,es Sevilla,Y,LW,66,0,0,0,0,4.0,1.0,1,0,26.0,0.0,0.0,2.0,0.3,0.3,0.0,4.0,0.0,13.0,16.0,81.3,1.0,18.0,3.0,3.0,2.0,/en/matches/d3a1eed4/Sevilla-Chelsea-December-2-2020-Champions-League,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-05,Sat,Premier League,Matchweek 11,Home,W 3–1,Chelsea,Leeds United,N,LW,61,1,0,0,0,4.0,1.0,0,0,36.0,1.0,0.0,0.0,0.8,0.8,0.0,4.0,0.0,19.0,24.0,79.2,4.0,27.0,2.0,7.0,5.0,/en/matches/419abbc0/Chelsea-Leeds-United-December-5-2020-Premier-League,1.0,0.8333333333333334,0.5833333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-12-15,Tue,Premier League,Matchweek 13,Away,L 1–2,Chelsea,Wolves,Y,LW,90,0,0,0,0,0.0,0.0,0,0,50.0,0.0,1.0,0.0,0.0,0.0,0.1,5.0,0.0,35.0,44.0,79.5,8.0,40.0,3.0,7.0,4.0,/en/matches/20bd0665/Wolverhampton-Wanderers-Chelsea-December-15-2020-Premier-League,0.0,0.8333333333333334,0.369047619047619
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-21,Mon,Premier League,Matchweek 14,Home,W 3–0,Chelsea,West Ham,Y,RW,83,0,0,0,0,1.0,1.0,0,0,41.0,0.0,0.0,4.0,0.6,0.6,0.3,5.0,1.0,25.0,30.0,83.3,5.0,37.0,4.0,7.0,2.0,/en/matches/9a718e42/Chelsea-West-Ham-United-December-21-2020-Premier-League,1.0,0.6666666666666666,0.5384615384615384
