,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-09-14,Tue,Champions Lg,Group stage,Home,W 1–0,eng Chelsea,ru Zenit,N,AM,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/97ff5d03/Chelsea-Zenit-September-14-2021-Champions-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-09-22,Wed,EFL Cup,Third round,Home,D 1 (4)–1 (3),Chelsea,Aston Villa,Y,CM,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/29251311/Chelsea-Aston-Villa-September-22-2021-EFL-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-25,Sat,Premier League,Matchweek 6,Home,L 0–1,Chelsea,Manchester City,N,CM,15,0,0,0,0,0,0,0,0,18.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,15.0,93.3,0.0,11.0,3.0,3.0,2.0,/en/matches/fc59faf7/Chelsea-Manchester-City-September-25-2021-Premier-League,0.0,0.5,0.8452380952380955
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-29,Wed,Champions Lg,Group stage,Away,L 0–1,eng Chelsea,it Juventus,N,CM,29,0,0,0,0,0,0,0,0,30.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,29.0,93.1,3.0,24.0,4.0,3.0,2.0,/en/matches/8d8d9475/Juventus-Chelsea-September-29-2021-Champions-League,0.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-10-02,Sat,Premier League,Matchweek 7,Home,W 3–1,Chelsea,Southampton,Y,CM,82,0,1,0,0,2,0,0,0,69.0,2.0,0,1.0,0.1,0.1,0.6,2.0,1.0,41.0,50.0,82.0,5.0,33.0,4.0,5.0,3.0,/en/matches/a6466617/Chelsea-Southampton-October-2-2021-Premier-League,1.0,0.1666666666666666,0.369047619047619
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-16,Sat,Premier League,Matchweek 8,Away,W 1–0,Chelsea,Brentford,Y,CM,90,0,0,0,0,0,0,0,0,90.0,3.0,0,4.0,0.0,0.0,0.0,1.0,0.0,61.0,68.0,89.7,4.0,54.0,4.0,5.0,4.0,/en/matches/866cfb1f/Brentford-Chelsea-October-16-2021-Premier-League,1.0,0.3333333333333333,0.858974358974359
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-23,Sat,Premier League,Matchweek 9,Home,W 7–0,Chelsea,Norwich City,N,CM,27,0,1,0,0,2,2,0,0,28.0,2.0,0,0.0,0.1,0.1,0.5,3.0,1.0,18.0,20.0,90.0,2.0,18.0,2.0,1.0,1.0,/en/matches/a6ff9cf9/Chelsea-Norwich-City-October-23-2021-Premier-League,1.0,0.6666666666666666,0.3571428571428571
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-30,Sat,Premier League,Matchweek 10,Away,W 3–0,Chelsea,Newcastle Utd,N,CM,27,0,0,0,0,1,0,0,0,24.0,0.0,0,1.0,0.1,0.1,0.0,2.0,1.0,21.0,21.0,100.0,2.0,18.0,1.0,0.0,0.0,/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League,1.0,1.0,0.2499999999999999
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-11-02,Tue,Champions Lg,Group stage,Away,W 1–0,eng Chelsea,se Malmö,Y,CM,90,0,0,0,0,4,1,1,0,70.0,0.0,0,1.0,0.3,0.3,0.9,5.0,0.0,50.0,61.0,82.0,7.0,35.0,6.0,9.0,8.0,/en/matches/fa70eb4c/Malmo-Chelsea-November-2-2021-Champions-League,1.0,1.0,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-11-06,Sat,Premier League,Matchweek 11,Home,D 1–1,Chelsea,Burnley,N,AM,18,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,90.9,4.0,9.0,2.0,2.0,1.0,/en/matches/316c0296/Chelsea-Burnley-November-6-2021-Premier-League,0.5,1.0,0.4761904761904761
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-11-20,Sat,Premier League,Matchweek 12,Away,W 3–0,Chelsea,Leicester City,N,CM,14,0,0,0,0,0,0,0,0,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,100.0,1.0,5.0,0.0,0.0,0.0,/en/matches/2fd486d6/Leicester-City-Chelsea-November-20-2021-Premier-League,1.0,0.8333333333333334,0.5476190476190477
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-11-23,Tue,Champions Lg,Group stage,Home,W 4–0,eng Chelsea,it Juventus,N,CM,54,0,1,0,0,0,0,0,0,27.0,2.0,1,0.0,0.0,0.0,0.5,3.0,2.0,19.0,21.0,90.5,2.0,14.0,1.0,2.0,2.0,/en/matches/8b15222a/Chelsea-Juventus-November-23-2021-Champions-League,1.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-28,Sun,Premier League,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,Y,CM,90,0,0,0,0,2,0,0,0,59.0,0.0,1,1.0,0.2,0.2,0.0,2.0,0.0,40.0,44.0,90.9,6.0,41.0,4.0,5.0,2.0,/en/matches/08b3c5d8/Chelsea-Manchester-United-November-28-2021-Premier-League,0.5,0.8333333333333334,0.3928571428571428
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-12-01,Wed,Premier League,Matchweek 14,Away,W 2–1,Chelsea,Watford,Y,CM,90,0,0,0,0,1,0,0,0,50.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,45.0,77.8,7.0,22.0,2.0,1.0,1.0,/en/matches/f475576b/Watford-Chelsea-December-1-2021-Premier-League,1.0,0.8333333333333334,0.3809523809523809
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-12-04,Sat,Premier League,Matchweek 15,Away,L 2–3,Chelsea,West Ham,Y,CM,90,0,0,0,0,2,1,0,0,75.0,0.0,0,0.0,0.1,0.1,0.1,6.0,1.0,61.0,67.0,91.0,12.0,49.0,5.0,6.0,4.0,/en/matches/776aa8ab/West-Ham-United-Chelsea-December-4-2021-Premier-League,0.0,0.8333333333333334,0.3928571428571428
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-12-11,Sat,Premier League,Matchweek 16,Home,W 3–2,Chelsea,Leeds United,Y,CM,90,0,0,0,0,3,0,0,0,51.0,4.0,2,1.0,0.1,0.1,0.0,3.0,0.0,28.0,34.0,82.4,7.0,22.0,2.0,3.0,2.0,/en/matches/6ad3036b/Chelsea-Leeds-United-December-11-2021-Premier-League,1.0,0.5,0.5238095238095238
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-12-16,Thu,Premier League,Matchweek 17,Home,D 1–1,Chelsea,Everton,Y,CM,64,0,0,0,0,1,0,1,0,63.0,0.0,0,1.0,0.1,0.1,0.0,3.0,0.0,46.0,54.0,85.2,4.0,35.0,3.0,7.0,6.0,/en/matches/70209eb1/Chelsea-Everton-December-16-2021-Premier-League,0.5,0.6666666666666666,0.4880952380952381
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2022-01-05,Wed,EFL Cup,Semi-finals,Home,W 2–0,Chelsea,Tottenham,N,,18,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/68c1fa8c/Chelsea-Tottenham-Hotspur-January-5-2022-EFL-Cup,1.0,0.5,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2022-01-08,Sat,FA Cup,Third round proper,Home,W 5–1,Chelsea,Chesterfield,N,,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c45766da/Chelsea-Chesterfield-January-8-2022-FA-Cup,1.0,0.8333333333333334,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2022-01-12,Wed,EFL Cup,Semi-finals,Away,W 1–0,Chelsea,Tottenham,N,,9,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/fb1c09a8/Tottenham-Hotspur-Chelsea-January-12-2022-EFL-Cup,1.0,0.8333333333333334,0.5
