,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2022-10-01,Sat,Premier League,Matchweek 9,Away,L 1–3,Tottenham,Arsenal,N,CM,16,0,0,0,0,0,0,0,0,8.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,4.0,0.0,0.0,0.0,/en/matches/aefe3b90/North-London-Derby-Arsenal-Tottenham-Hotspur-October-1-2022-Premier-League,0.0,0.5,0.71875
1,1,1,1,1,1,1,1,1,1,1,2022-10-08,Sat,Premier League,Matchweek 10,Away,W 1–0,Tottenham,Brighton,N,CM,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,/en/matches/3eeefbc5/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-8-2022-Premier-League,1.0,0.5,0.5555555555555555
2,2,2,2,2,2,2,2,2,2,2,2022-10-12,Wed,Champions Lg,Group stage,Home,W 3–2,eng Tottenham,de Eint Frankfurt,N,"RM,CM",24,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,1.0,9.0,0.0,0.0,0.0,/en/matches/bd7b7e39/Tottenham-Hotspur-Eintracht-Frankfurt-October-12-2022-Champions-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,2022-10-15,Sat,Premier League,Matchweek 11,Home,W 2–0,Tottenham,Everton,N,CM,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/e42493f9/Tottenham-Hotspur-Everton-October-15-2022-Premier-League,1.0,0.6666666666666666,0.5357142857142857
4,4,4,4,4,4,4,4,4,4,4,2022-10-19,Wed,Premier League,Matchweek 12,Away,L 0–2,Tottenham,Manchester Utd,N,CM,2,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,2.0,0.0,1.0,0.0,/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League,0.0,1.0,0.8095238095238095
5,5,5,5,5,5,5,5,5,5,5,2022-10-23,Sun,Premier League,Matchweek 13,Home,L 1–2,Tottenham,Newcastle Utd,Y,CM,65,0,0,0,0,0,0,1,0,17.0,0.0,0,0.0,0.0,0.0,0.2,3.0,0.0,12.0,17.0,70.6,2.0,8.0,0.0,0.0,0.0,/en/matches/ae21490f/Tottenham-Hotspur-Newcastle-United-October-23-2022-Premier-League,0.0,0.6666666666666666,0.8095238095238095
6,6,6,6,6,6,6,6,6,6,6,2022-10-29,Sat,Premier League,Matchweek 14,Away,W 3–2,Tottenham,Bournemouth,Y,CM,45,0,0,0,0,1,1,0,0,28.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,17.0,26.0,65.4,5.0,15.0,2.0,0.0,0.0,/en/matches/dcb3b971/Bournemouth-Tottenham-Hotspur-October-29-2022-Premier-League,1.0,0.3333333333333333,0.2023809523809523
7,7,7,7,7,7,7,7,7,7,7,2022-11-01,Tue,Champions Lg,Group stage,Away,W 2–1,eng Tottenham,fr Marseille,N,CM,7,0,0,0,0,0,0,0,0,7.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,6.0,1.0,0.0,0.0,/en/matches/02a888e6/Marseille-Tottenham-Hotspur-November-1-2022-Champions-League,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,2022-11-09,Wed,EFL Cup,Third round,Away,L 0–2,Tottenham,Nott'ham Forest,Y,CM,58,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3976d636/Nottingham-Forest-Tottenham-Hotspur-November-9-2022-EFL-Cup,0.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,2023-01-01,Sun,Premier League,Matchweek 18,Home,L 0–2,Tottenham,Aston Villa,N,CM,3,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,90.9,0.0,7.0,1.0,0.0,0.0,/en/matches/63e8eaf8/Tottenham-Hotspur-Aston-Villa-January-1-2023-Premier-League,0.0,0.6666666666666666,0.5
