,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2021-08-16,Mon,PL2 — Div. 1,Matchweek 1,Home,W 6–1,West Ham,Arsenal,Y,RB,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c94f9422/West-Ham-United-U23-Arsenal-U23-August-16-2021-Premier-League-2----Division-1,1.0,0.5,0.5
1,1,1,1,1,1,2021-08-20,Fri,PL2 — Div. 1,Matchweek 2,Away,L 2–4,West Ham,Brighton,Y,RB,90,0,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/4696c7a0/Brighton-and-Hove-Albion-U23-West-Ham-United-U23-August-20-2021-Premier-League-2----Division-1,0.0,0.5,0.5
2,2,2,2,2,2,2021-08-29,Sun,PL2 — Div. 1,Matchweek 3,Home,W 2–1,West Ham,Chelsea,Y,RB,90,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/5b600c9c/West-Ham-United-U23-Chelsea-U23-August-29-2021-Premier-League-2----Division-1,1.0,0.5,0.5
3,3,3,3,3,3,2021-09-11,Sat,PL2 — Div. 1,Matchweek 4,Away,D 2–2,West Ham,Leeds United,Y,RB,90,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/cbdeee5b/Leeds-United-U23-West-Ham-United-U23-September-11-2021-Premier-League-2----Division-1,0.5,0.6666666666666666,0.5
4,4,4,4,4,4,2021-09-20,Mon,PL2 — Div. 1,Matchweek 5,Away,L 1–3,West Ham,Derby County,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/db980d15/Derby-County-U23-West-Ham-United-U23-September-20-2021-Premier-League-2----Division-1,0.0,0.5,0.5
5,5,5,5,5,5,2021-09-24,Fri,PL2 — Div. 1,Matchweek 6,Home,W 1–0,West Ham,Crystal Palace,Y,LB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/1c6255fd/West-Ham-United-U23-Crystal-Palace-U23-September-24-2021-Premier-League-2----Division-1,1.0,0.5,0.5
6,6,6,6,6,6,2021-10-02,Sat,PL2 — Div. 1,Matchweek 7,Home,W 3–1,West Ham,Everton,Y,RB,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/77957c2e/West-Ham-United-U23-Everton-U23-October-2-2021-Premier-League-2----Division-1,1.0,0.5,0.5
7,7,7,7,7,7,2021-10-18,Mon,PL2 — Div. 1,Matchweek 8,Away,W 4–3,West Ham,Tottenham,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/409b94b8/Tottenham-Hotspur-U23-West-Ham-United-U23-October-18-2021-Premier-League-2----Division-1,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,2021-10-23,Sat,PL2 — Div. 1,Matchweek 9,Home,W 6–0,West Ham,Manchester Utd,Y,RB,70,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ac9d499c/West-Ham-United-U23-Manchester-United-U23-October-23-2021-Premier-League-2----Division-1,1.0,1.0,0.5
9,9,9,9,9,9,2021-11-01,Mon,PL2 — Div. 1,Matchweek 10,Away,L 1–2,West Ham,Leicester City,Y,RB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/ffca4705/Leicester-City-U23-West-Ham-United-U23-November-1-2021-Premier-League-2----Division-1,0.0,1.0,0.5
