,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2019-08-10,Sat,Championship,Matchweek 2,Away,D 0–0,Swansea City,Derby County,N,FW,23,0,0,0,0,1,0,0,0,13.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,10.0,30.0,1.0,8.0,2.0,0.0,0.0,/en/matches/f34d76d6/Derby-County-Swansea-City-August-10-2019-Championship,0.5,0.5,0.5
1,1,1,1,2019-08-13,Tue,EFL Cup,First round,Home,W 3–1,Swansea City,Northampton,Y,FW,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ab4081a7/Swansea-City-Northampton-Town-August-13-2019-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2019-08-17,Sat,Championship,Matchweek 3,Home,W 3–2,Swansea City,Preston,N,FW,10,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,/en/matches/30266d64/Swansea-City-Preston-North-End-August-17-2019-Championship,1.0,0.5,0.5
3,3,3,3,2019-08-21,Wed,Championship,Matchweek 4,Away,W 3–1,Swansea City,QPR,N,FW,14,1,0,0,0,1,1,0,0,7.0,0.0,0,0.0,0.9,0.9,0.0,0.0,0.0,2.0,3.0,66.7,0.0,6.0,1.0,1.0,0.0,/en/matches/cd5c68d0/Queens-Park-Rangers-Swansea-City-August-21-2019-Championship,1.0,0.8333333333333334,0.5
4,4,4,4,2019-08-28,Wed,EFL Cup,Second round,Home,W 6–0,Swansea City,Cambridge Utd,Y,FW,90,2,0,0,0,7,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0f232a4f/Swansea-City-Cambridge-United-August-28-2019-EFL-Cup,1.0,1.0,0.5
5,5,5,5,2019-08-31,Sat,Championship,Matchweek 6,Away,W 1–0,Swansea City,Leeds United,N,FW,28,0,0,0,0,1,0,0,0,11.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,3.0,5.0,60.0,0.0,5.0,0.0,1.0,1.0,/en/matches/9a93a09b/Leeds-United-Swansea-City-August-31-2019-Championship,1.0,1.0,0.5
6,6,6,6,2019-09-14,Sat,Championship,Matchweek 7,Home,L 0–1,Swansea City,Nott'ham Forest,N,FW,16,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,3.0,0.0,1.0,0.0,/en/matches/f398ad9d/Swansea-City-Nottingham-Forest-September-14-2019-Championship,0.0,1.0,0.5
7,7,7,7,2019-09-21,Sat,Championship,Matchweek 8,Away,D 0–0,Swansea City,Bristol City,N,FW,19,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.4,1.0,0.0,2.0,3.0,66.7,1.0,2.0,1.0,0.0,0.0,/en/matches/87ca464f/Bristol-City-Swansea-City-September-21-2019-Championship,0.5,0.6666666666666666,0.5
8,8,8,8,2019-09-24,Tue,EFL Cup,Third round,Away,L 1–2,Swansea City,Watford,Y,FW,90,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d1dfea31/Watford-Swansea-City-September-24-2019-EFL-Cup,0.0,0.5,0.5
9,9,9,9,2019-09-28,Sat,Championship,Matchweek 9,Home,D 1–1,Swansea City,Reading,N,FW,14,0,0,0,0,1,0,0,0,5.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,2.0,2.0,100.0,0.0,4.0,0.0,1.0,1.0,/en/matches/b8b6f971/Swansea-City-Reading-September-28-2019-Championship,0.5,0.1666666666666666,0.5
10,10,10,10,2019-10-19,Sat,Championship,Matchweek 12,Away,D 1–1,Swansea City,Barnsley,Y,FW,76,0,0,0,0,1,1,0,0,23.0,0.0,0,1.0,0.2,0.2,0.0,1.0,0.0,5.0,11.0,45.5,0.0,15.0,1.0,1.0,0.0,/en/matches/7428f907/Barnsley-Swansea-City-October-19-2019-Championship,0.5,0.3333333333333333,0.5
11,11,11,11,2019-10-22,Tue,Championship,Matchweek 13,Home,L 0–3,Swansea City,Brentford,N,FW,21,0,0,0,0,2,0,0,0,6.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,2.0,3.0,66.7,1.0,4.0,0.0,0.0,0.0,/en/matches/ac784eaf/Swansea-City-Brentford-October-22-2019-Championship,0.0,0.3333333333333333,0.5
12,12,12,12,2019-10-27,Sun,Championship,Matchweek 14,Home,W 1–0,Swansea City,Cardiff City,N,RW,17,0,0,0,0,0,0,0,0,16.0,0.0,0,0.0,0.0,0.0,0.2,3.0,0.0,8.0,14.0,57.1,4.0,4.0,2.0,0.0,0.0,/en/matches/994c67ab/Swansea-City-Cardiff-City-October-27-2019-Championship,1.0,0.3333333333333333,0.5
13,13,13,13,2019-11-02,Sat,Championship,Matchweek 15,Away,W 2–1,Swansea City,Wigan Athletic,N,LW,12,1,0,0,0,1,1,0,0,8.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,/en/matches/751d6338/Wigan-Athletic-Swansea-City-November-2-2019-Championship,1.0,0.5,0.5
14,14,14,14,2019-11-09,Sat,Championship,Matchweek 16,Away,D 2–2,Swansea City,Sheffield Weds,N,LW,4,0,0,0,0,0,0,0,0,7.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,40.0,1.0,5.0,0.0,0.0,0.0,/en/matches/e548e334/Sheffield-Wednesday-Swansea-City-November-9-2019-Championship,0.5,0.6666666666666666,0.5
15,15,15,15,2019-11-23,Sat,Championship,Matchweek 17,Home,L 0–1,Swansea City,Millwall,N,FW,15,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.5,2.0,0.0,2.0,3.0,66.7,1.0,3.0,0.0,0.0,0.0,/en/matches/e94df41e/Swansea-City-Millwall-November-23-2019-Championship,0.0,0.8333333333333334,0.5
16,16,16,16,2019-11-26,Tue,Championship,Matchweek 18,Away,D 1–1,Swansea City,Huddersfield,N,"LW,FW",23,0,0,0,0,2,1,0,0,9.0,0.0,0,2.0,0.2,0.2,0.0,1.0,0.0,4.0,5.0,80.0,1.0,6.0,3.0,1.0,1.0,/en/matches/ebf6ef18/Huddersfield-Town-Swansea-City-November-26-2019-Championship,0.5,0.5,0.5
17,17,17,17,2019-11-29,Fri,Championship,Matchweek 19,Home,L 1–2,Swansea City,Fulham,Y,FW,83,0,0,0,0,3,1,0,0,28.0,0.0,0,0.0,0.9,0.9,0.1,4.0,0.0,16.0,20.0,80.0,2.0,12.0,0.0,1.0,0.0,/en/matches/3f031ba5/Swansea-City-Fulham-November-29-2019-Championship,0.0,0.3333333333333333,0.5
18,18,18,18,2019-12-08,Sun,Championship,Matchweek 20,Away,L 1–5,Swansea City,West Brom,Y,"FW,LW",90,1,0,0,0,4,2,0,0,22.0,0.0,1,1.0,1.1,1.1,0.0,1.0,1.0,8.0,15.0,53.3,0.0,16.0,0.0,1.0,0.0,/en/matches/e7b81be2/West-Bromwich-Albion-Swansea-City-December-8-2019-Championship,0.0,0.1666666666666666,0.5
19,19,19,19,2019-12-11,Wed,Championship,Matchweek 21,Home,D 1–1,Swansea City,Blackburn,Y,"FW,LW",90,0,0,0,0,1,0,0,0,22.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,14.0,57.1,2.0,18.0,3.0,4.0,2.0,/en/matches/ad4d63b3/Swansea-City-Blackburn-Rovers-December-11-2019-Championship,0.5,0.1666666666666666,0.5
20,20,20,20,2019-12-14,Sat,Championship,Matchweek 22,Home,W 3–1,Swansea City,Middlesbrough,Y,FW,90,1,0,0,0,4,2,0,0,18.0,0.0,0,0.0,0.3,0.3,0.0,1.0,0.0,7.0,11.0,63.6,1.0,12.0,3.0,0.0,0.0,/en/matches/df036bb2/Swansea-City-Middlesbrough-December-14-2019-Championship,1.0,0.1666666666666666,0.5
21,21,21,21,2019-12-26,Thu,Championship,Matchweek 24,Away,L 1–3,Swansea City,Brentford,Y,FW,62,0,0,0,0,1,1,0,0,13.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,2.0,7.0,0.0,0.0,0.0,/en/matches/5934bbbd/Brentford-Swansea-City-December-26-2019-Championship,0.0,0.5,0.5
22,22,22,22,2019-12-29,Sun,Championship,Matchweek 25,Home,D 0–0,Swansea City,Barnsley,Y,FW,76,0,0,0,0,3,2,0,0,21.0,0.0,0,2.0,0.8,0.8,0.0,1.0,0.0,5.0,14.0,35.7,1.0,12.0,1.0,2.0,2.0,/en/matches/47a43d06/Swansea-City-Barnsley-December-29-2019-Championship,0.5,0.5,0.5
23,23,23,23,2020-01-12,Sun,Premier League,Matchweek 22,Home,L 0–3,Bournemouth,Watford,N,FW,16,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,4.0,0.0,0.0,0.0,/en/matches/76ce7bd8/Bournemouth-Watford-January-12-2020-Premier-League,0.0,0.5,0.5
24,24,24,24,2020-01-27,Mon,FA Cup,Fourth round,Home,L 1–2,Bournemouth,Arsenal,N,,2,1,0,0,0,1,1,1,0,,,0,,,,,,,,,,,,,,,/en/matches/3a82a2bd/Bournemouth-Arsenal-January-27-2020-FA-Cup,0.0,0.1666666666666666,0.5
25,25,25,25,2020-07-12,Sun,Premier League,Matchweek 35,Home,W 4–1,Bournemouth,Leicester City,N,FW,1,0,0,0,0,2,0,0,0,4.0,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/d2adf574/Bournemouth-Leicester-City-July-12-2020-Premier-League,1.0,0.1666666666666666,0.5
