,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-14,Mon,Premier League,Matchweek 1,Away,L 0–1,Wolves,Manchester Utd,Y,"CM,DM",87,0,0,0,0,1,0,0,0,48.0,4.0,0,0.0,0.0,0.0,0.1,6.0,0.0,31.0,38.0,81.6,3.0,28.0,0.0,3.0,2.0,/en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,L 1–4,Wolves,Brighton,Y,CM,55,0,0,0,0,1,0,0,0,24.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,16.0,18.0,88.9,3.0,17.0,1.0,1.0,1.0,/en/matches/d7c606ec/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-August-19-2023-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 1–0,Wolves,Everton,Y,CM,90,0,0,0,0,1,0,1,0,58.0,5.0,0,1.0,0.0,0.0,0.0,3.0,0.0,40.0,48.0,83.3,4.0,31.0,0.0,0.0,0.0,/en/matches/18dfee28/Everton-Wolverhampton-Wanderers-August-26-2023-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 2–3,Wolves,Crystal Palace,Y,CM,80,0,0,0,0,1,0,1,0,51.0,2.0,0,1.0,0.0,0.0,0.0,2.0,0.0,36.0,45.0,80.0,4.0,27.0,2.0,1.0,1.0,/en/matches/f9436d32/Crystal-Palace-Wolverhampton-Wanderers-September-3-2023-Premier-League,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,Wolves,Liverpool,Y,"DM,AM",90,0,0,0,0,1,0,0,0,49.0,6.0,2,2.0,0.0,0.0,0.1,1.0,0.0,30.0,34.0,88.2,1.0,27.0,1.0,2.0,1.0,/en/matches/38daebd2/Wolverhampton-Wanderers-Liverpool-September-16-2023-Premier-League,0.0,0.3333333333333333,0.7916666666666666
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-23,Sat,Premier League,Matchweek 6,Away,D 1–1,Wolves,Luton Town,Y,"DM,CM",89,0,0,0,0,0,0,1,0,50.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,75.7,3.0,32.0,0.0,3.0,0.0,/en/matches/76a1421e/Luton-Town-Wolverhampton-Wanderers-September-23-2023-Premier-League,0.5,0.3333333333333333,0.2777777777777778
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-26,Tue,EFL Cup,Third round,Away,L 2–3,Wolves,Ipswich Town,N,,18,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/42b942aa/Ipswich-Town-Wolverhampton-Wanderers-September-26-2023-EFL-Cup,0.0,0.1666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–1,Wolves,Manchester City,Y,CM,66,0,0,0,0,0,0,0,0,34.0,1.0,1,2.0,0.0,0.0,0.0,1.0,0.0,22.0,28.0,78.6,0.0,24.0,0.0,1.0,0.0,/en/matches/60ce29cd/Wolverhampton-Wanderers-Manchester-City-September-30-2023-Premier-League,1.0,0.1666666666666666,0.7619047619047619
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 1–1,Wolves,Aston Villa,Y,CM,68,0,0,0,0,1,0,0,0,28.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,77.3,0.0,19.0,0.0,0.0,0.0,/en/matches/3292ed35/Wolverhampton-Wanderers-Aston-Villa-October-8-2023-Premier-League,0.5,0.5,0.6904761904761905
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-21,Sat,Premier League,Matchweek 9,Away,W 2–1,Wolves,Bournemouth,Y,CM,45,0,0,0,0,0,0,0,0,33.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,79.3,2.0,15.0,0.0,0.0,0.0,/en/matches/007b352e/Bournemouth-Wolverhampton-Wanderers-October-21-2023-Premier-League,1.0,0.5,0.34375
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-28,Sat,Premier League,Matchweek 10,Home,D 2–2,Wolves,Newcastle Utd,N,CM,5,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,60.0,0.0,3.0,1.0,0.0,0.0,/en/matches/b84d060a/Wolverhampton-Wanderers-Newcastle-United-October-28-2023-Premier-League,0.5,0.8333333333333334,0.5416666666666667
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-11-11,Sat,Premier League,Matchweek 12,Home,W 2–1,Wolves,Tottenham,Y,CM,86,0,0,0,0,2,0,1,0,64.0,2.0,3,1.0,0.1,0.1,0.2,3.0,0.0,45.0,51.0,88.2,4.0,36.0,0.0,2.0,2.0,/en/matches/1634f066/Wolverhampton-Wanderers-Tottenham-Hotspur-November-11-2023-Premier-League,1.0,0.6666666666666666,0.6785714285714286
