,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2020-09-17,Thu,EFL Cup,Second round,Home,W 4–0,Brighton,Portsmouth,Y,LB,90,1,1,0,0,3,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/bf5d7181/Brighton-and-Hove-Albion-Portsmouth-September-17-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,2020-09-23,Wed,EFL Cup,Third round,Away,W 2–0,Brighton,Preston,Y,LB,90,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/7166996d/Preston-North-End-Brighton-and-Hove-Albion-September-23-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2020-09-30,Wed,EFL Cup,Fourth round,Home,L 0–3,Brighton,Manchester Utd,Y,LM,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/310f1db8/Brighton-and-Hove-Albion-Manchester-United-September-30-2020-EFL-Cup,0.0,0.5,0.5
3,3,3,3,3,3,3,2020-11-01,Sun,Premier League,Matchweek 7,Away,L 1–2,Brighton,Tottenham,N,WB,26,0,0,0,0,0,0,0,0,22.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,0.0,10.0,0.0,1.0,0.0,/en/matches/1d01ff0c/Tottenham-Hotspur-Brighton-and-Hove-Albion-November-1-2020-Premier-League,0.0,0.6666666666666666,0.6785714285714287
4,4,4,4,4,4,4,2020-12-29,Tue,Premier League,Matchweek 16,Home,L 0–1,Brighton,Arsenal,Y,"WB,DM",90,0,0,0,0,4,0,0,0,51.0,3.0,0,1.0,0.4,0.4,0.1,5.0,0.0,30.0,38.0,78.9,6.0,27.0,0.0,2.0,0.0,/en/matches/fdca0bef/Brighton-and-Hove-Albion-Arsenal-December-29-2020-Premier-League,0.0,0.3333333333333333,0.4166666666666667
5,5,5,5,5,5,5,2021-01-10,Sun,FA Cup,Third round proper,Away,D 1 (4)–1 (3),Brighton,Newport County,N,,31,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/79a72b61/Newport-County-Brighton-and-Hove-Albion-January-10-2021-FA-Cup,0.5,0.0,0.5
6,6,6,6,6,6,6,2021-01-13,Wed,Premier League,Matchweek 18,Away,L 0–1,Brighton,Manchester City,Y,"LM,WB",90,0,0,0,0,0,0,0,0,40.0,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,61.3,3.0,26.0,2.0,0.0,0.0,/en/matches/9926f1f0/Manchester-City-Brighton-and-Hove-Albion-January-13-2021-Premier-League,0.0,0.1666666666666666,0.5
7,7,7,7,7,7,7,2021-01-24,Sun,Bundesliga,Regular season,Away,W 2–0,RB Salzburg,SCR Altach,N,,29,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/d1aaf2cb/Rheindorf-Altach-Red-Bull-Salzburg-January-24-2021-Austrian-Bundesliga,1.0,0.1666666666666666,0.5
8,8,8,8,8,8,8,2021-01-27,Wed,Bundesliga,Regular season,Home,W 3–0,RB Salzburg,Ried,Y,LB,55,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c4eecb6c/Red-Bull-Salzburg-Ried-January-27-2021-Austrian-Bundesliga,1.0,0.5,0.5
9,9,9,9,9,9,9,2021-03-13,Sat,Bundesliga,Regular season,Home,W 3–1,RB Salzburg,Admira,N,,25,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/e1442047/Red-Bull-Salzburg-Admira-Wacker-Modling-March-13-2021-Austrian-Bundesliga,1.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,2021-03-20,Sat,Bundesliga,Regular season,Away,W 1–0,RB Salzburg,LASK,N,,25,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8c81c06d/LASK-Red-Bull-Salzburg-March-20-2021-Austrian-Bundesliga,1.0,1.0,0.5
11,11,11,11,11,11,11,2021-04-04,Sun,Bundesliga,Championship round,Home,W 3–1,RB Salzburg,Sturm Graz,N,,25,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/e79fb751/Red-Bull-Salzburg-Sturm-Graz-April-4-2021-Austrian-Bundesliga,1.0,1.0,0.5
12,12,12,12,12,12,12,2021-04-11,Sun,Bundesliga,Championship round,Away,W 3–0,RB Salzburg,Rapid Wien,N,,17,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4987533c/Rapid-Wien-Red-Bull-Salzburg-April-11-2021-Austrian-Bundesliga,1.0,1.0,0.5
13,13,13,13,13,13,13,2021-04-18,Sun,Bundesliga,Championship round,Home,W 2–0,RB Salzburg,LASK,N,,26,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8965450e/Red-Bull-Salzburg-LASK-April-18-2021-Austrian-Bundesliga,1.0,1.0,0.5
14,14,14,14,14,14,14,2021-04-21,Wed,Bundesliga,Championship round,Away,L 2–3,RB Salzburg,WSG Tirol,Y,CB,90,0,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,/en/matches/2ac7a320/WSG-Tirol-Red-Bull-Salzburg-April-21-2021-Austrian-Bundesliga,0.0,1.0,0.5
15,15,15,15,15,15,15,2021-04-25,Sun,Bundesliga,Championship round,Away,W 2–1,RB Salzburg,Wolfsberger AC,N,,17,0,0,0,0,1,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/0da4ce53/Wolfsberger-AC-Red-Bull-Salzburg-April-25-2021-Austrian-Bundesliga,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,2021-04-28,Wed,Bundesliga,Championship round,Home,D 1–1,RB Salzburg,Wolfsberger AC,Y,CB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/a655acf7/Red-Bull-Salzburg-Wolfsberger-AC-April-28-2021-Austrian-Bundesliga,0.5,0.6666666666666666,0.5
17,17,17,17,17,17,17,2021-05-09,Sun,Bundesliga,Championship round,Away,W 3–1,RB Salzburg,Sturm Graz,N,,7,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9bee9aa7/Sturm-Graz-Red-Bull-Salzburg-May-9-2021-Austrian-Bundesliga,1.0,0.5,0.5
