,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2023-09-02,Sat,Matchweek 7,Away,L 0–2,Burnley,Newcastle Utd,N,LW,24,16,1,2,6,9,2,16,2,2,100.0,0,0.0,13,151,114,3,3,1,0,0,13,4,/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League
1,2023-09-02,Tue,Matchweek 2,Away,W 2–1,Burnley,Luton Town,N,"On matchday squad, but did not play",/en/matches/4f7b3f27/Luton-Town-Burnley-October-3-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-02,Sat,Matchweek 8,Home,L 1–4,Burnley,Chelsea,Y,LW,78,26,1,2,10,14,4,26,6,3,50.0,2,33.3,18,145,84,3,1,2,3,0,20,2,/en/matches/cfd83ca3/Burnley-Chelsea-October-7-2023-Premier-League
