,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-17,Sat,Premier League,Matchweek 2,Home,W 2–1,Arsenal,Burnley,N,WB,20,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,4.0,0.0,0.0,0.0,/en/matches/ff7eda21/Arsenal-Burnley-August-17-2019-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-01,Sun,Premier League,Matchweek 4,Home,D 2–2,Arsenal,Tottenham,Y,LB,90,0,0,0,0,1,0,0,0,63.0,2.0,0,0.0,0.3,0.3,0.1,5.0,0.0,51.0,57.0,89.5,7.0,32.0,2.0,1.0,1.0,/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-05,Thu,UEFA Euro Qualifying,Group stage,Home,W 5–0,ba Bosnia & Herz'na,li Liechtenstein,Y,LB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/dd45e4d9/Bosnia-and-Herzegovina-Liechtenstein-September-5-2019-UEFA-Euro-Qualifying,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-08,Sun,UEFA Euro Qualifying,Group stage,Away,L 2–4,ba Bosnia & Herz'na,am Armenia,Y,LB,90,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/355b8e22/Armenia-Bosnia-and-Herzegovina-September-8-2019-UEFA-Euro-Qualifying,0.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-15,Sun,Premier League,Matchweek 5,Away,D 2–2,Arsenal,Watford,Y,LB,90,0,1,0,0,0,0,1,0,52.0,0.0,0,1.0,0.0,0.0,0.1,2.0,1.0,42.0,47.0,89.4,2.0,30.0,1.0,0.0,0.0,/en/matches/8257eda8/Watford-Arsenal-September-15-2019-Premier-League,0.5,0.5,0.2499999999999999
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-19,Thu,Europa Lg,Group stage,Away,W 3–0,eng Arsenal,de Eint Frankfurt,Y,LB,79,0,0,0,0,0,0,1,0,60.0,6.0,0,1.0,0.0,0.0,0.0,1.0,0.0,37.0,46.0,80.4,6.0,16.0,3.0,1.0,0.0,/en/matches/dc129b7c/Eintracht-Frankfurt-Arsenal-September-19-2019-Europa-League,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-22,Sun,Premier League,Matchweek 6,Home,W 3–2,Arsenal,Aston Villa,Y,LB,90,0,0,0,0,0,0,0,0,46.0,4.0,1,0.0,0.0,0.0,0.1,3.0,0.0,33.0,40.0,82.5,4.0,19.0,2.0,1.0,1.0,/en/matches/d5fa0563/Arsenal-Aston-Villa-September-22-2019-Premier-League,1.0,0.5,0.511904761904762
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-30,Mon,Premier League,Matchweek 7,Away,D 1–1,Arsenal,Manchester Utd,Y,LB,90,0,0,0,0,0,0,0,0,63.0,0.0,3,2.0,0.0,0.0,0.0,2.0,0.0,43.0,52.0,82.7,3.0,19.0,1.0,0.0,0.0,/en/matches/ce7501cd/Manchester-United-Arsenal-September-30-2019-Premier-League,0.5,0.8333333333333334,0.5641025641025641
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-06,Sun,Premier League,Matchweek 8,Home,W 1–0,Arsenal,Bournemouth,Y,LB,90,0,0,0,0,0,0,0,0,59.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,53.0,79.2,6.0,19.0,2.0,1.0,1.0,/en/matches/9575566f/Arsenal-Bournemouth-October-6-2019-Premier-League,1.0,0.8333333333333334,0.7023809523809523
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-12,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–1,ba Bosnia & Herz'na,fi Finland,Y,LB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/599c48b1/Bosnia-and-Herzegovina-Finland-October-12-2019-UEFA-Euro-Qualifying,1.0,0.8333333333333334,0.5
