,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2021-08-21,Sat,Premier League,Matchweek 2,Home,W 2–0,Brighton,Watford,N,FW,45,0,0,0,0,1,0,0,0,8.0,0.0,0,1.0,0.3,0.3,0.0,1.0,0.0,1.0,2.0,50.0,0.0,5.0,2.0,0.0,0.0,/en/matches/072af2f8/Brighton-and-Hove-Albion-Watford-August-21-2021-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2021-09-01,Wed,WCQ,First round,Away,L 1–2,ie Rep. of Ireland,pt Portugal,Y,FW,71,0,0,0,0,4,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/0cbf3fca/Portugal-Republic-of-Ireland-September-1-2021-WCQ----UEFA-M,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2021-09-04,Sat,WCQ,First round,Home,D 1–1,ie Rep. of Ireland,az Azerbaijan,Y,LM,45,0,0,0,0,3,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/24636112/Republic-of-Ireland-Azerbaijan-September-4-2021-WCQ----UEFA-M,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,2021-09-22,Wed,EFL Cup,Third round,Home,W 2–0,Brighton,Swansea City,Y,LM,75,2,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/927e6bc0/Brighton-and-Hove-Albion-Swansea-City-September-22-2021-EFL-Cup,1.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,2021-09-27,Mon,Premier League,Matchweek 6,Away,D 1–1,Brighton,Crystal Palace,N,LM,15,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,0.0,1.0,0.0,/en/matches/3d7659fc/Crystal-Palace-Brighton-and-Hove-Albion-September-27-2021-Premier-League,0.5,0.5,0.5357142857142857
5,5,5,5,5,5,5,5,5,5,5,5,2021-10-27,Wed,EFL Cup,Fourth round,Away,D 2 (2)–2 (4),Brighton,Leicester City,Y,FW,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f11900cf/Leicester-City-Brighton-and-Hove-Albion-October-27-2021-EFL-Cup,0.5,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,2021-12-04,Sat,Premier League,Matchweek 15,Away,D 1–1,Brighton,Southampton,N,FW,36,0,0,0,0,1,0,0,0,8.0,0.0,0,1.0,0.0,0.0,0.1,1.0,0.0,5.0,6.0,83.3,1.0,6.0,0.0,0.0,0.0,/en/matches/27fd5d70/Southampton-Brighton-and-Hove-Albion-December-4-2021-Premier-League,0.5,0.6666666666666666,0.2179487179487178
7,7,7,7,7,7,7,7,7,7,7,7,2021-12-15,Wed,Premier League,Matchweek 17,Home,L 0–1,Brighton,Wolves,Y,FW,60,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.0,9.0,1.0,1.0,0.0,/en/matches/60178542/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-December-15-2021-Premier-League,0.0,0.5,0.2499999999999999
8,8,8,8,8,8,8,8,8,8,8,8,2022-01-15,Sat,Championship,Matchweek 27,Home,W 2–1,Middlesbrough,Reading,Y,FW,66,0,0,0,0,3,1,0,0,14.0,1.0,0,1.0,0.5,0.5,0.0,0.0,0.0,5.0,5.0,100.0,1.0,10.0,1.0,1.0,0.0,/en/matches/c84d0261/Middlesbrough-Reading-January-15-2022-Championship,1.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,2022-01-24,Mon,Championship,Matchweek 28,Away,L 0–1,Middlesbrough,Blackburn,Y,FW,90,0,0,0,0,3,0,1,0,20.0,0.0,0,0.0,0.2,0.2,0.0,1.0,0.0,9.0,13.0,69.2,0.0,12.0,0.0,0.0,0.0,/en/matches/a4f3efc8/Blackburn-Rovers-Middlesbrough-January-24-2022-Championship,0.0,0.5,0.5
