,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-06,Sun,Community Shield,FA Community Shield,Neutral,D 1 (4)–1 (1),Arsenal,Manchester City,Y*,CM,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,Y*,RM,90,0,0,0,0,3.0,0.0,0,0,80.0,3.0,0.0,0.0,0.1,0.1,0.0,6.0,0.0,55.0,69.0,79.7,9.0,65.0,8.0,0.0,0.0,/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,1.0,0.5,0.5104166666666666
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,Y*,"RM,CM",88,1,0,1,1,2.0,1.0,0,0,47.0,4.0,0.0,0.0,0.8,0.0,0.0,3.0,0.0,33.0,37.0,89.2,3.0,28.0,1.0,1.0,0.0,/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y*,RM,83,0,0,0,0,3.0,2.0,0,0,60.0,2.0,0.0,2.0,0.1,0.1,0.0,2.0,0.0,45.0,51.0,88.2,6.0,38.0,3.0,5.0,3.0,/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,0.5,0.8333333333333334,0.4888888888888889
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,Y*,RM,89,1,0,0,0,5.0,2.0,0,0,46.0,0.0,1.0,2.0,0.3,0.3,0.0,5.0,1.0,26.0,35.0,74.3,7.0,31.0,4.0,1.0,1.0,/en/matches/74125d47/Arsenal-Manchester-United-September-3-2023-Premier-League,1.0,0.8333333333333334,0.5888888888888889
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-07,Thu,Friendlies (M),Friendlies (M),Home,W 6–0,no Norway,jo Jordan,Y*,CM,61,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/29f3e91c/Norway-Jordan-September-7-2023-Friendlies-M,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-12,Tue,Euro Qualifying,Group stage,Home,W 2–1,no Norway,ge Georgia,Y*,CM,90,1,0,0,0,7.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/079f2ab1/Norway-Georgia-September-12-2023-Euro-Qualifying,1.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-17,Sun,Premier League,Matchweek 5,Away,W 1–0,Arsenal,Everton,Y*,RM,90,0,0,0,0,2.0,2.0,0,0,57.0,0.0,0.0,0.0,0.3,0.3,0.1,9.0,1.0,44.0,51.0,86.3,7.0,42.0,3.0,2.0,1.0,/en/matches/b1278924/Everton-Arsenal-September-17-2023-Premier-League,1.0,1.0,0.5333333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-20,Wed,Champions Lg,Group stage,Home,W 4–0,eng Arsenal,nl PSV Eindhoven,Y*,RM,90,1,0,0,0,3.0,3.0,0,0,76.0,0.0,0.0,2.0,0.3,0.3,0.0,6.0,1.0,64.0,71.0,90.1,14.0,67.0,2.0,3.0,3.0,/en/matches/9928de4e/Arsenal-PSV-Eindhoven-September-20-2023-Champions-League,1.0,1.0,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-09-24,Sun,Premier League,Matchweek 6,Home,D 2–2,Arsenal,Tottenham,Y*,RM,90,0,0,0,0,1.0,1.0,1,0,44.0,3.0,0.0,2.0,0.0,0.0,0.1,5.0,0.0,20.0,33.0,60.6,5.0,19.0,0.0,0.0,0.0,/en/matches/08947a10/North-London-Derby-Arsenal-Tottenham-Hotspur-September-24-2023-Premier-League,0.5,1.0,0.8928571428571429
