,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-27,Tue,EFL Cup,Second round,Home,W 2–1,Sheffield Utd,Blackburn,N,,25,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a5466238/Sheffield-United-Blackburn-Rovers-August-27-2019-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-31,Sat,Premier League,Matchweek 4,Away,D 2–2,Sheffield Utd,Chelsea,N,FW,12,0,0,0,0,0,0,0,0,5.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,75.0,1.0,2.0,2.0,0.0,0.0,/en/matches/495db223/Chelsea-Sheffield-United-August-31-2019-Premier-League,0.5,0.5,0.6547619047619049
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-14,Sat,Premier League,Matchweek 5,Home,L 0–1,Sheffield Utd,Southampton,N,FW,19,0,0,0,0,2,0,0,0,10.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,2.0,5.0,40.0,1.0,4.0,1.0,0.0,0.0,/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League,0.0,0.5,0.630952380952381
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-21,Sat,Premier League,Matchweek 6,Away,W 2–0,Sheffield Utd,Everton,N,FW,29,1,0,0,0,1,1,0,0,13.0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,1.0,4.0,25.0,0.0,8.0,1.0,2.0,1.0,/en/matches/707ee0eb/Everton-Sheffield-United-September-21-2019-Premier-League,1.0,0.5,0.5238095238095238
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-25,Wed,EFL Cup,Third round,Home,L 0–1,Sheffield Utd,Sunderland,Y,FW,56,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7b910235/Sheffield-United-Sunderland-September-25-2019-EFL-Cup,0.0,0.5,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-28,Sat,Premier League,Matchweek 7,Home,L 0–1,Sheffield Utd,Liverpool,N,"AM,FW",31,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,7.0,0.0,1.0,1.0,/en/matches/1224c8ae/Sheffield-United-Liverpool-September-28-2019-Premier-League,0.0,0.3333333333333333,0.7142857142857142
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-10-05,Sat,Premier League,Matchweek 8,Away,D 0–0,Sheffield Utd,Watford,N,FW,29,0,0,0,0,1,0,0,0,13.0,1.0,0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,8.0,87.5,0.0,10.0,0.0,3.0,3.0,/en/matches/2b83068d/Watford-Sheffield-United-October-5-2019-Premier-League,0.5,0.3333333333333333,0.3571428571428571
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-21,Mon,Premier League,Matchweek 9,Home,W 1–0,Sheffield Utd,Arsenal,Y,FW,55,1,0,0,0,1,1,0,0,23.0,0.0,0,0.0,0.6,0.6,0.0,0.0,0.0,5.0,10.0,50.0,0.0,12.0,0.0,1.0,0.0,/en/matches/f63044fd/Sheffield-United-Arsenal-October-21-2019-Premier-League,1.0,0.1666666666666666,0.8095238095238094
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-26,Sat,Premier League,Matchweek 10,Away,D 1–1,Sheffield Utd,West Ham,N,FW,28,1,0,0,0,1,1,0,0,12.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,5.0,60.0,0.0,6.0,1.0,1.0,1.0,/en/matches/43aa7711/West-Ham-United-Sheffield-United-October-26-2019-Premier-League,0.5,0.5,0.2499999999999999
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-11-02,Sat,Premier League,Matchweek 11,Home,W 3–0,Sheffield Utd,Burnley,Y,FW,64,0,3,0,0,3,0,0,0,24.0,0.0,0,0.0,0.4,0.4,1.2,3.0,2.0,7.0,14.0,50.0,1.0,15.0,2.0,3.0,3.0,/en/matches/21606115/Sheffield-United-Burnley-November-2-2019-Premier-League,1.0,0.6666666666666666,0.3214285714285714
