,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2021-08-21,Sat,Premier League,Matchweek 2,Away,L 0–2,Burnley,Liverpool,N,LM,12,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,71.4,0.0,2.0,0.0,0.0,0.0,/en/matches/94d9dac0/Liverpool-Burnley-August-21-2021-Premier-League,0.0,0.5,0.5357142857142858
1,1,1,1,1,1,1,1,1,1,2021-08-25,Wed,EFL Cup,Second round,Away,D 0 (4)–0 (3),Burnley,Newcastle Utd,Y,LB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/365a59d7/Newcastle-United-Burnley-August-25-2021-EFL-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2021-09-21,Tue,EFL Cup,Third round,Home,W 4–1,Burnley,Rochdale,Y,LB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/05af5985/Burnley-Rochdale-September-21-2021-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,2021-10-16,Sat,Premier League,Matchweek 8,Away,L 0–2,Burnley,Manchester City,Y,LB,90,0,0,0,0,0,0,0,0,52.0,4.0,0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,42.0,76.2,1.0,23.0,0.0,0.0,0.0,/en/matches/55778d0d/Manchester-City-Burnley-October-16-2021-Premier-League,0.0,0.5,0.5714285714285715
4,4,4,4,4,4,4,4,4,4,2021-10-27,Wed,EFL Cup,Fourth round,Home,L 0–1,Burnley,Tottenham,Y,LB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/fb218c5e/Burnley-Tottenham-Hotspur-October-27-2021-EFL-Cup,0.0,0.5,0.5
5,5,5,5,5,5,5,5,5,5,2021-11-06,Sat,Premier League,Matchweek 11,Away,D 1–1,Burnley,Chelsea,N,LM,3,0,0,0,0,0,0,0,0,3.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/316c0296/Chelsea-Burnley-November-6-2021-Premier-League,0.5,0.3333333333333333,0.9166666666666669
6,6,6,6,6,6,6,6,6,6,2021-12-30,Thu,Premier League,Matchweek 20,Away,L 1–3,Burnley,Manchester Utd,N,RM,7,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,5.0,0.0,0.0,0.0,/en/matches/bbfa96c9/Manchester-United-Burnley-December-30-2021-Premier-League,0.0,0.1666666666666666,0.7023809523809523
7,7,7,7,7,7,7,7,7,7,2022-01-23,Sun,Premier League,Matchweek 23,Away,D 0–0,Burnley,Arsenal,Y,LB,90,0,0,0,0,1,0,0,0,48.0,5.0,1,3.0,0.0,0.0,0.0,2.0,0.0,19.0,31.0,61.3,2.0,12.0,0.0,0.0,0.0,/en/matches/845ec84d/Arsenal-Burnley-January-23-2022-Premier-League,0.5,0.1666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,2022-02-05,Sat,Premier League,Matchweek 17,Home,D 0–0,Burnley,Watford,Y,LB,90,0,0,0,0,3,0,0,0,66.0,3.0,0,2.0,0.1,0.1,0.0,0.0,0.0,39.0,53.0,73.6,2.0,26.0,0.0,2.0,2.0,/en/matches/5c31d723/Burnley-Watford-February-5-2022-Premier-League,0.5,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,2022-02-08,Tue,Premier League,Matchweek 24,Home,D 1–1,Burnley,Manchester Utd,Y,LB,90,0,0,0,0,2,0,1,0,72.0,4.0,0,3.0,0.0,0.0,0.0,2.0,0.0,37.0,51.0,72.5,3.0,18.0,1.0,1.0,1.0,/en/matches/cb262ab8/Burnley-Manchester-United-February-8-2022-Premier-League,0.5,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,2022-02-13,Sun,Premier League,Matchweek 25,Home,L 0–1,Burnley,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,58.0,2.0,4,2.0,0.0,0.0,0.0,1.0,0.0,28.0,44.0,63.6,1.0,21.0,1.0,0.0,0.0,/en/matches/ee0b72dd/Burnley-Liverpool-February-13-2022-Premier-League,0.0,0.5,0.5
11,11,11,11,11,11,11,11,11,11,2022-02-19,Sat,Premier League,Matchweek 26,Away,W 3–0,Burnley,Brighton,Y,LB,90,0,0,0,0,0,0,0,0,44.0,5.0,0,1.0,0.0,0.0,0.0,2.0,0.0,14.0,31.0,45.2,2.0,15.0,1.0,0.0,0.0,/en/matches/b1df8cfd/Brighton-and-Hove-Albion-Burnley-February-19-2022-Premier-League,1.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,2022-02-23,Wed,Premier League,Matchweek 13,Home,W 1–0,Burnley,Tottenham,Y,LB,90,0,0,0,0,0,0,0,0,63.0,1.0,3,3.0,0.0,0.0,0.0,2.0,0.0,33.0,43.0,76.7,2.0,24.0,1.0,0.0,0.0,/en/matches/f8d646cb/Burnley-Tottenham-Hotspur-February-23-2022-Premier-League,1.0,0.5,0.5
13,13,13,13,13,13,13,13,13,13,2022-02-26,Sat,Premier League,Matchweek 27,Away,D 1–1,Burnley,Crystal Palace,Y,LB,59,0,0,0,0,1,0,0,0,40.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,26.0,34.0,76.5,1.0,16.0,3.0,2.0,0.0,/en/matches/086dcb8d/Crystal-Palace-Burnley-February-26-2022-Premier-League,0.5,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,2022-05-07,Sat,Premier League,Matchweek 36,Home,L 1–3,Burnley,Aston Villa,N,LM,19,0,1,0,0,0,0,0,0,11.0,3.0,1,0.0,0.0,0.0,1.0,1.0,1.0,6.0,7.0,85.7,1.0,6.0,0.0,0.0,0.0,/en/matches/c1dc9202/Burnley-Aston-Villa-May-7-2022-Premier-League,0.0,0.8333333333333334,0.5
