,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-13,Sat,Premier League,Matchweek 2,Home,D 0–0,Brighton,Newcastle Utd,N,WB,17,0,0,0,0,0.0,0.0,0,0,11.0,1.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,6.0,8.0,75.0,2.0,4.0,1.0,2.0,2.0,/en/matches/c916a5f6/Brighton-and-Hove-Albion-Newcastle-United-August-13-2022-Premier-League,0.5,0.5,0.5000000000000001
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-21,Sun,Premier League,Matchweek 3,Away,W 2–0,Brighton,West Ham,N,LW,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/aa2a3517/West-Ham-United-Brighton-and-Hove-Albion-August-21-2022-Premier-League,1.0,0.5,0.3888888888888889
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-24,Wed,EFL Cup,Second round,Away,W 3–0,Brighton,FG Rovers,Y,DM,66,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/7c45cff8/Forest-Green-Rovers-Brighton-and-Hove-Albion-August-24-2022-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-27,Sat,Premier League,Matchweek 4,Home,W 1–0,Brighton,Leeds United,N,"LM,LW",12,0,0,0,0,0.0,0.0,0,0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,66.7,1.0,2.0,1.0,0.0,0.0,/en/matches/77c70160/Brighton-and-Hove-Albion-Leeds-United-August-27-2022-Premier-League,1.0,0.8333333333333334,0.8444444444444447
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-30,Tue,Premier League,Matchweek 5,Away,L 1–2,Brighton,Fulham,N,LW,28,0,0,0,0,0.0,0.0,0,0,22.0,2.0,0.0,2.0,0.0,0.0,0.1,1.0,0.0,15.0,17.0,88.2,3.0,13.0,1.0,2.0,0.0,/en/matches/361f4461/Fulham-Brighton-and-Hove-Albion-August-30-2022-Premier-League,0.0,1.0,0.4743589743589743
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-23,Fri,Friendlies (M),Friendlies (M),Neutral,W 2–0,jp Japan,us United States,N,,23,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/676aab42/Japan-United-States-September-23-2022-Friendlies-M,1.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-09-27,Tue,Friendlies (M),Friendlies (M),Neutral,D 0–0,jp Japan,ec Ecuador,Y,AM,65,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f4513452/Japan-Ecuador-September-27-2022-Friendlies-M,0.5,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-01,Sat,Premier League,Matchweek 9,Away,D 3–3,Brighton,Liverpool,N,AM,26,0,0,0,0,0.0,0.0,0,0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,66.7,1.0,10.0,1.0,5.0,2.0,/en/matches/aadd2e80/Liverpool-Brighton-and-Hove-Albion-October-1-2022-Premier-League,0.5,0.5,0.6770833333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-08,Sat,Premier League,Matchweek 10,Home,L 0–1,Brighton,Tottenham,N,"WB,LW,LM",24,0,0,0,0,2.0,1.0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,13.0,15.0,86.7,1.0,9.0,4.0,3.0,3.0,/en/matches/3eeefbc5/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-8-2022-Premier-League,0.0,0.6666666666666666,0.4761904761904762
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-14,Fri,Premier League,Matchweek 11,Away,L 0–2,Brighton,Brentford,N,"WB,RM",45,0,0,0,0,0.0,0.0,0,0,36.0,2.0,0.0,0.0,0.0,0.0,0.3,5.0,0.0,24.0,32.0,75.0,3.0,28.0,3.0,1.0,0.0,/en/matches/69409682/Brentford-Brighton-and-Hove-Albion-October-14-2022-Premier-League,0.0,0.3333333333333333,0.2499999999999999
