,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2020-09-03,Thu,UEFA Nations League,League B,Away,W 1–0,wls Wales,fi Finland,Y*,DM,45,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d31f310b/Finland-Wales-September-3-2020-UEFA-Nations-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2020-09-06,Sun,UEFA Nations League,League B,Home,W 1–0,wls Wales,bg Bulgaria,Y*,AM,90,0,0,0,0,4.0,1.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/a6f27500/Wales-Bulgaria-September-6-2020-UEFA-Nations-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2020-10-18,Sun,Premier League,Matchweek 5,Home,D 3–3,Tottenham,West Ham,N,RW,19,0,0,0,0,2.0,1.0,0,0,10.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,3.0,7.0,42.9,0.0,3.0,1.0,2.0,1.0,/en/matches/17f0eec9/Tottenham-Hotspur-West-Ham-United-October-18-2020-Premier-League,0.5,0.5,0.6547619047619048
3,3,3,3,3,3,3,3,3,3,3,2020-10-22,Thu,Europa Lg,Group stage,Home,W 3–0,eng Tottenham,at LASK,Y,RW,61,0,0,0,0,0.0,0.0,0,0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,27.0,70.4,4.0,23.0,3.0,6.0,3.0,/en/matches/9da5307b/Tottenham-Hotspur-LASK-October-22-2020-Europa-League,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,2020-10-29,Thu,Europa Lg,Group stage,Away,L 0–1,eng Tottenham,be Antwerp,Y,RW,57,0,0,0,0,2.0,0.0,0,0,36.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,24.0,31.0,77.4,2.0,28.0,1.0,1.0,0.0,/en/matches/51c4eba2/Antwerp-Tottenham-Hotspur-October-29-2020-Europa-League,0.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,5,5,2020-11-01,Sun,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Brighton,N,RW,21,1,0,0,0,2.0,1.0,0,0,10.0,0.0,0.0,2.0,0.3,0.3,0.5,3.0,0.0,3.0,5.0,60.0,1.0,5.0,0.0,1.0,0.0,/en/matches/1d01ff0c/Tottenham-Hotspur-Brighton-and-Hove-Albion-November-1-2020-Premier-League,1.0,0.5,0.4047619047619047
6,6,6,6,6,6,6,6,6,6,6,2020-11-05,Thu,Europa Lg,Group stage,Away,W 3–1,eng Tottenham,bg Ludogorets,Y,RW,64,0,0,0,0,1.0,1.0,0,0,36.0,0.0,1.0,1.0,0.1,0.1,0.4,6.0,1.0,29.0,30.0,96.7,6.0,22.0,2.0,0.0,0.0,/en/matches/37d27611/Ludogorets-Razgrad-Tottenham-Hotspur-November-5-2020-Europa-League,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,2020-11-08,Sun,Premier League,Matchweek 8,Away,W 1–0,Tottenham,West Brom,Y,RW,77,0,0,0,0,2.0,0.0,0,0,35.0,0.0,2.0,0.0,0.1,0.1,0.1,1.0,0.0,15.0,26.0,57.7,1.0,18.0,1.0,1.0,1.0,/en/matches/90c0e34c/West-Bromwich-Albion-Tottenham-Hotspur-November-8-2020-Premier-League,1.0,0.6666666666666666,0.3095238095238095
8,8,8,8,8,8,8,8,8,8,8,2020-11-15,Sun,UEFA Nations League,League B,Home,W 1–0,wls Wales,ie Rep. of Ireland,Y*,FW,90,0,1,0,0,3.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c52b11de/Wales-Republic-of-Ireland-November-15-2020-UEFA-Nations-League,1.0,1.0,0.5
9,9,9,9,9,9,9,9,9,9,9,2020-11-18,Wed,UEFA Nations League,League B,Home,W 3–1,wls Wales,fi Finland,Y*,FW,60,0,1,0,0,6.0,5.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5abe5d19/Wales-Finland-November-18-2020-UEFA-Nations-League,1.0,1.0,0.5
10,10,10,10,10,10,10,10,10,10,10,2020-11-26,Thu,Europa Lg,Group stage,Home,W 4–0,eng Tottenham,bg Ludogorets,Y,RW,66,0,0,0,0,7.0,1.0,0,0,45.0,1.0,1.0,2.0,0.9,0.9,0.0,3.0,0.0,24.0,33.0,72.7,3.0,22.0,4.0,3.0,2.0,/en/matches/6faf2661/Tottenham-Hotspur-Ludogorets-Razgrad-November-26-2020-Europa-League,1.0,1.0,0.5
11,11,11,11,11,11,11,11,11,11,11,2020-12-03,Thu,Europa Lg,Group stage,Away,D 3–3,eng Tottenham,at LASK,Y,RW,81,1,0,1,1,3.0,0.0,0,0,39.0,2.0,0.0,1.0,0.9,0.1,0.0,2.0,0.0,14.0,25.0,56.0,2.0,20.0,1.0,6.0,4.0,/en/matches/ed9c3138/LASK-Tottenham-Hotspur-December-3-2020-Europa-League,0.5,1.0,0.5
12,12,12,12,12,12,12,12,12,12,12,2020-12-10,Thu,Europa Lg,Group stage,Home,W 2–0,eng Tottenham,be Antwerp,Y,"RW,RM",57,0,1,0,0,3.0,1.0,0,0,28.0,1.0,0.0,0.0,0.2,0.2,0.0,3.0,1.0,16.0,21.0,76.2,1.0,19.0,0.0,1.0,1.0,/en/matches/e10fb1f5/Tottenham-Hotspur-Antwerp-December-10-2020-Europa-League,1.0,0.8333333333333334,0.5
