,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2019-08-12,Mon,PL2 — Div. 1,Matchweek 1,Home,D 0–0,Everton,Leicester City,Y,LM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/914557c5/Everton-U23-Leicester-City-U23-August-12-2019-Premier-League-2----Division-1,0.5,0.5,0.5
1,1,1,1,2019-08-23,Fri,PL2 — Div. 1,Matchweek 3,Away,D 2–2,Everton,Arsenal,Y,FW,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b821c832/Arsenal-U23-Everton-U23-August-23-2019-Premier-League-2----Division-1,0.5,0.5,0.5
2,2,2,2,2019-08-30,Fri,PL2 — Div. 1,Matchweek 4,Home,W 8–2,Everton,Southampton,Y,FW,90,2,1,1,2,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f1ea9660/Everton-U23-Southampton-U23-August-30-2019-Premier-League-2----Division-1,1.0,0.5,0.5
3,3,3,3,2019-09-16,Mon,PL2 — Div. 1,Matchweek 5,Home,W 2–1,Everton,Blackburn,Y,FW,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/8f95e276/Everton-U23-Blackburn-Rovers-U23-September-16-2019-Premier-League-2----Division-1,1.0,0.6666666666666666,0.5
4,4,4,4,2019-09-20,Fri,PL2 — Div. 1,Matchweek 6,Away,W 2–1,Everton,Brighton,Y,LM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/59c82114/Brighton-and-Hove-Albion-U23-Everton-U23-September-20-2019-Premier-League-2----Division-1,1.0,0.8333333333333334,0.5
5,5,5,5,2019-09-27,Fri,PL2 — Div. 1,Matchweek 7,Home,D 2–2,Everton,Manchester City,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/94f22940/Everton-U23-Manchester-City-U23-September-27-2019-Premier-League-2----Division-1,0.5,1.0,0.5
6,6,6,6,2019-10-18,Fri,PL2 — Div. 1,Matchweek 8,Away,L 1–4,Everton,Derby County,Y,FW,41,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f3243ac6/Derby-County-U23-Everton-U23-October-18-2019-Premier-League-2----Division-1,0.0,0.8333333333333334,0.5
7,7,7,7,2019-11-02,Sat,PL2 — Div. 1,Matchweek 10,Away,L 1–2,Everton,Liverpool,Y,LM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f05c57e9/Liverpool-U23-Everton-U23-November-2-2019-Premier-League-2----Division-1,0.0,0.5,0.5
8,8,8,8,2019-12-09,Mon,PL2 — Div. 1,Matchweek 12,Away,L 1–2,Everton,Leicester City,Y,LM,90,1,0,1,1,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d2bbd37e/Leicester-City-U23-Everton-U23-December-9-2019-Premier-League-2----Division-1,0.0,0.1666666666666666,0.5
9,9,9,9,2019-12-18,Wed,EFL Cup,Quarter-finals,Home,D 2 (2)–2 (4),Everton,Leicester City,N,,37,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/0db919e8/Everton-Leicester-City-December-18-2019-EFL-Cup,0.5,0.0,0.5
