,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2020-10-31,Sat,Premier League,Matchweek 7,Home,W 2–1,Liverpool,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,96,0,2,0,0.0,0.0,0.0,1,0,67,83,80.7,4,62,1,0,0,/en/matches/56ad8025/Liverpool-West-Ham-United-October-31-2020-Premier-League,1.0,0.5,0.5476190476190476
1,1,1,1,1,1,1,1,1,1,2020-11-28,Sat,Premier League,Matchweek 10,Away,D 1–1,Liverpool,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,67,4,2,1,0.0,0.0,0.0,0,0,44,55,80.0,6,39,0,0,0,/en/matches/31baf354/Brighton-and-Hove-Albion-Liverpool-November-28-2020-Premier-League,0.5,0.5,0.4880952380952381
2,2,2,2,2,2,2,2,2,2,2020-12-30,Wed,Premier League,Matchweek 16,Away,D 0–0,Liverpool,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,1,0,96,0,1,1,0.0,0.0,0.0,1,0,75,89,84.3,3,50,0,0,0,/en/matches/385cda3f/Newcastle-United-Liverpool-December-30-2020-Premier-League,0.5,0.5,0.1666666666666666
3,3,3,3,3,3,3,3,3,3,2021-01-28,Thu,Premier League,Matchweek 20,Away,W 3–1,Liverpool,Tottenham,N,CB,45,0,0,0,0,0,0,1,0,24,2,1,0,0.0,0.0,0.0,0,0,17,20,85.0,0,15,0,0,0,/en/matches/17bac3d1/Tottenham-Hotspur-Liverpool-January-28-2021-Premier-League,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,2021-01-31,Sun,Premier League,Matchweek 21,Away,W 3–1,Liverpool,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,83,1,0,1,0.0,0.0,0.0,1,0,65,76,85.5,7,60,1,1,1,/en/matches/3de3a736/West-Ham-United-Liverpool-January-31-2021-Premier-League,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,2021-02-03,Wed,Premier League,Matchweek 22,Home,L 0–1,Liverpool,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,75,0,2,0,0.0,0.0,0.0,0,0,56,65,86.2,2,47,0,0,0,/en/matches/314c860f/Liverpool-Brighton-and-Hove-Albion-February-3-2021-Premier-League,0.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,2021-02-20,Sat,Premier League,Matchweek 25,Home,L 0–2,Liverpool,Everton,N,CB,61,0,0,0,0,2,0,0,0,73,2,1,0,0.1,0.1,0.0,0,0,57,64,89.1,3,47,0,0,0,/en/matches/e4ac45fb/Merseyside-Derby-Liverpool-Everton-February-20-2021-Premier-League,0.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,2021-02-28,Sun,Premier League,Matchweek 26,Away,W 2–0,Liverpool,Sheffield Utd,Y,CB,90,0,0,0,0,1,0,0,0,82,1,0,3,0.1,0.1,0.0,0,0,60,73,82.2,0,49,0,0,0,/en/matches/3826d9aa/Sheffield-United-Liverpool-February-28-2021-Premier-League,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,2021-03-07,Sun,Premier League,Matchweek 27,Home,L 0–1,Liverpool,Fulham,Y,CB,90,0,0,0,0,2,0,0,0,115,0,2,2,0.1,0.1,0.0,2,0,86,102,84.3,10,77,1,0,0,/en/matches/5826a836/Liverpool-Fulham-March-7-2021-Premier-League,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,2021-03-10,Wed,Champions Lg,Round of 16,Home,W 2–0,eng Liverpool,de RB Leipzig,Y,CB,90,0,0,0,0,0,0,0,0,57,3,0,0,0.0,0.0,0.0,0,0,34,48,70.8,5,18,0,0,0,/en/matches/0120c1ad/Liverpool-RB-Leipzig-March-10-2021-Champions-League,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,2021-03-15,Mon,Premier League,Matchweek 28,Away,W 1–0,Liverpool,Wolves,Y,CB,90,0,0,0,0,0,0,0,0,57,0,2,3,0.0,0.0,0.0,0,0,34,44,77.3,2,28,0,0,0,/en/matches/ad3063c2/Wolverhampton-Wanderers-Liverpool-March-15-2021-Premier-League,1.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,2021-04-03,Sat,Premier League,Matchweek 30,Away,W 3–0,Liverpool,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,101,2,2,1,0.0,0.0,0.0,0,0,79,91,86.8,5,66,1,0,0,/en/matches/562d1981/Arsenal-Liverpool-April-3-2021-Premier-League,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,2021-04-06,Tue,Champions Lg,Quarter-finals,Away,L 1–3,eng Liverpool,es Real Madrid,Y,CB,90,0,0,0,0,0,0,0,0,86,2,2,5,0.0,0.0,0.0,0,0,63,71,88.7,5,48,0,0,0,/en/matches/70748c34/Real-Madrid-Liverpool-April-6-2021-Champions-League,0.0,1.0,0.5
13,13,13,13,13,13,13,13,13,13,2021-04-10,Sat,Premier League,Matchweek 31,Home,W 2–1,Liverpool,Aston Villa,Y,CB,90,0,0,0,0,1,1,0,0,83,2,0,0,0.1,0.1,0.2,4,0,62,72,86.1,4,41,0,0,0,/en/matches/20bdebdc/Liverpool-Aston-Villa-April-10-2021-Premier-League,1.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,2021-04-14,Wed,Champions Lg,Quarter-finals,Home,D 0–0,eng Liverpool,es Real Madrid,Y,CB,90,0,0,0,0,2,0,1,0,75,0,4,3,0.1,0.1,0.0,0,0,55,64,85.9,11,38,2,0,0,/en/matches/1af472a2/Liverpool-Real-Madrid-April-14-2021-Champions-League,0.5,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,2021-05-08,Sat,Premier League,Matchweek 35,Home,W 2–0,Liverpool,Southampton,Y,CB,90,0,0,0,0,2,0,0,0,71,0,1,0,0.1,0.1,0.0,0,0,54,60,90.0,3,44,0,1,1,/en/matches/e5923f92/Liverpool-Southampton-May-8-2021-Premier-League,1.0,0.5,0.5
16,16,16,16,16,16,16,16,16,16,2021-05-13,Thu,Premier League,Matchweek 34,Away,W 4–2,Liverpool,Manchester Utd,Y,CB,90,0,1,0,0,1,0,0,0,72,2,0,3,0.0,0.0,0.2,2,1,46,55,83.6,0,37,1,0,0,/en/matches/9f0275a4/North-West-Derby-Manchester-United-Liverpool-May-13-2021-Premier-League,1.0,0.8333333333333334,0.5
17,17,17,17,17,17,17,17,17,17,2021-05-16,Sun,Premier League,Matchweek 36,Away,W 2–1,Liverpool,West Brom,Y,CB,90,0,0,0,0,2,0,0,0,76,2,3,0,0.1,0.1,0.1,1,0,53,60,88.3,3,38,4,0,0,/en/matches/6a834f6e/West-Bromwich-Albion-Liverpool-May-16-2021-Premier-League,1.0,0.8333333333333334,0.5
18,18,18,18,18,18,18,18,18,18,2021-05-19,Wed,Premier League,Matchweek 37,Away,W 3–0,Liverpool,Burnley,Y,CB,90,1,0,0,0,3,1,0,0,66,3,0,2,0.2,0.2,0.0,0,0,38,48,79.2,2,29,0,0,0,/en/matches/33d72496/Burnley-Liverpool-May-19-2021-Premier-League,1.0,1.0,0.5
19,19,19,19,19,19,19,19,19,19,2021-05-23,Sun,Premier League,Matchweek 38,Home,W 2–0,Liverpool,Crystal Palace,Y,CB,90,0,0,0,0,1,0,0,0,77,1,1,0,0.1,0.1,0.0,0,0,55,70,78.6,1,45,0,0,0,/en/matches/c2fc07f0/Liverpool-Crystal-Palace-May-23-2021-Premier-League,1.0,1.0,0.5
