,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2022-06-02,Thu,UEFA Nations League,League B,Home,D 2–2,il Israel,is Iceland,Y,FW,90,0,1,0,0,3,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0bb73cbc/Israel-Iceland-June-2-2022-UEFA-Nations-League,0.5,0.5,0.5
1,1,1,1,2022-06-10,Fri,UEFA Nations League,League B,Away,W 2–1,il Israel,al Albania,Y,FW,80,2,0,0,0,2,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/96fa7953/Albania-Israel-June-10-2022-UEFA-Nations-League,1.0,0.5,0.5
2,2,2,2,2022-06-13,Mon,UEFA Nations League,League B,Away,D 2–2,il Israel,is Iceland,Y,FW,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/48d78632/Iceland-Israel-June-13-2022-UEFA-Nations-League,0.5,0.5,0.5
3,3,3,3,2022-08-06,Sat,Premier League,Matchweek 1,Home,D 2–2,Fulham,Liverpool,N,"LW,RW",25,0,0,0,0,0,0,0,0,10.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,66.7,1.0,6.0,0.0,2.0,0.0,/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,0.5,0.6666666666666666,0.5111111111111111
4,4,4,4,2023-01-07,Sat,FA Cup,Third round proper,Away,W 2–0,Fulham,Hull City,N,,15,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/8455c1f4/Hull-City-Fulham-January-7-2023-FA-Cup,1.0,0.6666666666666666,0.5
5,5,5,5,2023-01-12,Thu,Premier League,Matchweek 7,Home,W 2–1,Fulham,Chelsea,N,LW,8,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,3.0,0.0,0.0,0.0,/en/matches/2902a42d/Fulham-Chelsea-January-12-2023-Premier-League,1.0,0.6666666666666666,0.5
6,6,6,6,2023-01-23,Mon,Premier League,Matchweek 21,Home,L 0–1,Fulham,Tottenham,N,RW,11,0,0,0,0,1,1,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,4.0,0.0,0.0,0.0,/en/matches/098cd338/Fulham-Tottenham-Hotspur-January-23-2023-Premier-League,0.0,0.8333333333333334,0.5
7,7,7,7,2023-01-28,Sat,FA Cup,Fourth round proper,Home,D 1–1,Fulham,Sunderland,Y,AM,90,0,0,0,0,3,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/191b65be/Fulham-Sunderland-January-28-2023-FA-Cup,0.5,0.6666666666666666,0.5
8,8,8,8,2023-02-03,Fri,Premier League,Matchweek 22,Away,D 0–0,Fulham,Chelsea,N,LW,16,0,0,0,0,0,0,0,0,6.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,5.0,0.0,2.0,1.0,/en/matches/c3cf244b/Chelsea-Fulham-February-3-2023-Premier-League,0.5,0.5,0.5
9,9,9,9,2023-02-08,Wed,FA Cup,Fourth round proper,Away,W 3–2,Fulham,Sunderland,Y,AM,79,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d68f2383/Sunderland-Fulham-February-8-2023-FA-Cup,1.0,0.3333333333333333,0.5
10,10,10,10,2023-02-11,Sat,Premier League,Matchweek 23,Home,W 2–0,Fulham,Nott'ham Forest,N,LW,19,1,0,0,0,1,1,0,0,9.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,6.0,7.0,85.7,3.0,10.0,1.0,2.0,2.0,/en/matches/ee86dc99/Fulham-Nottingham-Forest-February-11-2023-Premier-League,1.0,0.6666666666666666,0.5
11,11,11,11,2023-02-18,Sat,Premier League,Matchweek 24,Away,W 1–0,Fulham,Brighton,N,LW,9,1,0,0,0,1,1,0,0,7.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,6.0,6.0,100.0,2.0,3.0,1.0,0.0,0.0,/en/matches/67a7aee6/Brighton-and-Hove-Albion-Fulham-February-18-2023-Premier-League,1.0,0.8333333333333334,0.5
