,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-13,Sun,Premier League,Matchweek 1,Away,W 3–0,Leicester City,West Brom,Y,LM,90,0,0,0,0,5.0,2.0,0,0,41.0,2.0,0.0,2.0,0.5,0.5,0.0,6.0,1.0,21.0,30.0,70.0,3.0,30.0,7.0,4.0,3.0,/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-20,Sun,Premier League,Matchweek 2,Home,W 4–2,Leicester City,Burnley,Y,LM,89,1,1,0,0,5.0,3.0,0,0,51.0,0.0,0.0,0.0,0.3,0.3,0.1,5.0,1.0,32.0,40.0,80.0,7.0,34.0,9.0,3.0,2.0,/en/matches/465b25a8/Leicester-City-Burnley-September-20-2020-Premier-League,1.0,0.5,0.4871794871794871
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-27,Sun,Premier League,Matchweek 3,Away,W 5–2,Leicester City,Manchester City,Y,LM,90,0,0,0,0,2.0,2.0,0,0,25.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,2.0,16.0,20.0,80.0,2.0,23.0,2.0,2.0,1.0,/en/matches/31c2a061/Manchester-City-Leicester-City-September-27-2020-Premier-League,1.0,0.5,0.7307692307692307
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Home,L 0–3,Leicester City,West Ham,Y,LW,90,0,0,0,0,1.0,0.0,0,0,39.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,24.0,31.0,77.4,4.0,25.0,3.0,4.0,3.0,/en/matches/a29866ec/Leicester-City-West-Ham-United-October-4-2020-Premier-League,0.0,1.0,0.4230769230769231
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-08,Thu,Friendlies (M),Friendlies (M),Home,W 3–0,eng England,wls Wales,N,,15,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4aa5cdf1/England-Wales-October-8-2020-Friendlies-M,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-18,Sun,Premier League,Matchweek 5,Home,L 0–1,Leicester City,Aston Villa,Y,LM,90,0,0,0,0,2.0,0.0,0,0,31.0,1.0,1.0,0.0,0.1,0.1,0.0,2.0,0.0,14.0,22.0,63.6,2.0,23.0,4.0,6.0,3.0,/en/matches/7751d8c1/Leicester-City-Aston-Villa-October-18-2020-Premier-League,0.0,0.6666666666666666,0.8749999999999999
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-22,Thu,Europa Lg,Group stage,Home,W 3–0,eng Leicester City,ua Zorya Luhansk,Y,"LW,FW",90,1,0,0,0,5.0,2.0,0,0,43.0,0.0,0.0,2.0,0.8,0.8,0.2,4.0,1.0,18.0,26.0,69.2,6.0,31.0,8.0,6.0,4.0,/en/matches/85eb7f2a/Leicester-City-Zorya-Luhansk-October-22-2020-Europa-League,1.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-25,Sun,Premier League,Matchweek 6,Away,W 1–0,Leicester City,Arsenal,Y,"FW,AM",74,0,0,0,0,0.0,0.0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,60.0,0.0,12.0,4.0,4.0,2.0,/en/matches/bcd3a9b4/Arsenal-Leicester-City-October-25-2020-Premier-League,1.0,0.6666666666666666,0.5357142857142857
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-29,Thu,Europa Lg,Group stage,Away,W 2–1,eng Leicester City,gr AEK Athens,N,AM,17,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,40.0,1.0,8.0,2.0,1.0,0.0,/en/matches/ec5211d9/AEK-Athens-Leicester-City-October-29-2020-Europa-League,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-02,Mon,Premier League,Matchweek 7,Away,W 4–1,Leicester City,Leeds United,Y,AM,70,1,0,0,0,3.0,3.0,0,0,34.0,1.0,1.0,0.0,0.4,0.4,0.0,1.0,0.0,14.0,19.0,73.7,2.0,25.0,4.0,2.0,0.0,/en/matches/55d775ec/Leeds-United-Leicester-City-November-2-2020-Premier-League,1.0,1.0,0.5833333333333333
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-11-05,Thu,Europa Lg,Group stage,Home,W 4–0,eng Leicester City,pt Braga,N,"AM,CM",19,0,0,0,0,0.0,0.0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,90.0,2.0,12.0,1.0,2.0,2.0,/en/matches/b8b6d30f/Leicester-City-Braga-November-5-2020-Europa-League,1.0,1.0,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-11-08,Sun,Premier League,Matchweek 8,Home,W 1–0,Leicester City,Wolves,N,"RM,AM",19,0,0,0,0,1.0,0.0,0,0,14.0,0.0,0.0,2.0,0.1,0.1,0.0,1.0,0.0,7.0,10.0,70.0,0.0,7.0,1.0,0.0,0.0,/en/matches/8407be08/Leicester-City-Wolverhampton-Wanderers-November-8-2020-Premier-League,1.0,1.0,0.761904761904762
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-11-22,Sun,Premier League,Matchweek 9,Away,L 0–3,Leicester City,Liverpool,Y,AM,61,0,0,0,0,3.0,2.0,0,0,26.0,1.0,0.0,0.0,0.9,0.9,0.0,2.0,0.0,11.0,18.0,61.1,4.0,13.0,1.0,1.0,1.0,/en/matches/cc230451/Liverpool-Leicester-City-November-22-2020-Premier-League,0.0,1.0,0.7857142857142857
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-11-26,Thu,Europa Lg,Group stage,Away,D 3–3,eng Leicester City,pt Braga,Y,AM,61,1,0,0,0,1.0,1.0,0,0,26.0,0.0,0.0,1.0,0.2,0.2,0.0,1.0,0.0,17.0,21.0,81.0,1.0,18.0,1.0,4.0,2.0,/en/matches/d415d953/Braga-Leicester-City-November-26-2020-Europa-League,0.5,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-11-30,Mon,Premier League,Matchweek 10,Home,L 1–2,Leicester City,Fulham,N,"LM,LW",45,1,0,0,0,1.0,1.0,0,0,25.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0,13.0,19.0,68.4,0.0,15.0,2.0,2.0,0.0,/en/matches/ae493b10/Leicester-City-Fulham-November-30-2020-Premier-League,0.0,0.5,0.2976190476190476
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-12-03,Thu,Europa Lg,Group stage,Away,L 0–1,eng Leicester City,ua Zorya Luhansk,Y,LW,90,0,0,0,0,2.0,1.0,0,0,62.0,0.0,0.0,0.0,0.1,0.1,0.3,5.0,0.0,31.0,47.0,66.0,5.0,46.0,7.0,6.0,4.0,/en/matches/819adac5/Zorya-Luhansk-Leicester-City-December-3-2020-Europa-League,0.0,0.1666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2020-12-10,Thu,Europa Lg,Group stage,Home,W 2–0,eng Leicester City,gr AEK Athens,Y,AM,90,1,0,0,0,4.0,1.0,0,0,59.0,1.0,1.0,0.0,0.2,0.2,0.0,4.0,0.0,32.0,46.0,69.6,6.0,49.0,6.0,5.0,3.0,/en/matches/1ba15715/Leicester-City-AEK-Athens-December-10-2020-Europa-League,1.0,0.1666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2020-12-13,Sun,Premier League,Matchweek 12,Home,W 3–0,Leicester City,Brighton,N,WB,29,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,7.0,8.0,87.5,0.0,5.0,1.0,1.0,0.0,/en/matches/964e6470/Leicester-City-Brighton-and-Hove-Albion-December-13-2020-Premier-League,1.0,0.3333333333333333,0.4761904761904762
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2020-12-16,Wed,Premier League,Matchweek 13,Home,L 0–2,Leicester City,Everton,Y,LW,90,0,0,0,0,0.0,0.0,0,0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,27.0,77.8,2.0,24.0,5.0,5.0,4.0,/en/matches/b30c816c/Leicester-City-Everton-December-16-2020-Premier-League,0.0,0.6666666666666666,0.5476190476190476
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2020-12-20,Sun,Premier League,Matchweek 14,Away,W 2–0,Leicester City,Tottenham,Y,LW,83,0,0,0,0,2.0,0.0,0,0,46.0,3.0,0.0,0.0,0.1,0.1,0.1,5.0,1.0,23.0,27.0,85.2,1.0,17.0,1.0,3.0,2.0,/en/matches/56ffe356/Tottenham-Hotspur-Leicester-City-December-20-2020-Premier-League,1.0,0.6666666666666666,0.5833333333333334
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2020-12-26,Sat,Premier League,Matchweek 15,Home,D 2–2,Leicester City,Manchester Utd,Y,LW,90,1,0,0,0,1.0,1.0,0,0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,63.4,4.0,30.0,6.0,4.0,1.0,/en/matches/33c8b5c8/Leicester-City-Manchester-United-December-26-2020-Premier-League,0.5,0.6666666666666666,0.8214285714285715
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-12-28,Mon,Premier League,Matchweek 16,Away,D 1–1,Leicester City,Crystal Palace,Y,LW,90,1,0,0,0,6.0,1.0,0,0,60.0,0.0,2.0,1.0,0.2,0.2,0.0,3.0,0.0,27.0,41.0,65.9,2.0,39.0,9.0,7.0,3.0,/en/matches/77437741/Crystal-Palace-Leicester-City-December-28-2020-Premier-League,0.5,0.5,0.3461538461538461
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-01-03,Sun,Premier League,Matchweek 17,Away,W 2–1,Leicester City,Newcastle Utd,Y,LW,90,0,0,0,0,3.0,1.0,0,0,52.0,1.0,0.0,1.0,0.4,0.4,0.0,0.0,0.0,24.0,36.0,66.7,3.0,34.0,5.0,3.0,1.0,/en/matches/4c205b24/Newcastle-United-Leicester-City-January-3-2021-Premier-League,1.0,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2021-01-09,Sat,FA Cup,Third round proper,Away,W 4–0,Leicester City,Stoke City,Y,LM,81,1,0,0,0,4.0,3.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/096155a1/Stoke-City-Leicester-City-January-9-2021-FA-Cup,1.0,0.6666666666666666,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2021-01-16,Sat,Premier League,Matchweek 19,Home,W 2–0,Leicester City,Southampton,Y,LW,90,1,0,0,0,4.0,2.0,0,0,46.0,1.0,1.0,0.0,1.0,1.0,0.2,3.0,0.0,23.0,35.0,65.7,4.0,26.0,3.0,5.0,2.0,/en/matches/85d4ec49/Leicester-City-Southampton-January-16-2021-Premier-League,1.0,0.8333333333333334,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-01-19,Tue,Premier League,Matchweek 18,Home,W 2–0,Leicester City,Chelsea,Y,LM,90,0,1,0,0,0.0,0.0,0,0,36.0,1.0,0.0,1.0,0.0,0.0,0.1,2.0,1.0,17.0,25.0,68.0,1.0,26.0,2.0,3.0,1.0,/en/matches/8467b110/Leicester-City-Chelsea-January-19-2021-Premier-League,1.0,1.0,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-01-24,Sun,FA Cup,Fourth round proper,Away,W 3–1,Leicester City,Brentford,Y,AM,90,0,0,0,0,3.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/65a3779a/Brentford-Leicester-City-January-24-2021-FA-Cup,1.0,1.0,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2021-01-27,Wed,Premier League,Matchweek 20,Away,D 1–1,Leicester City,Everton,Y,LW,90,0,1,0,0,3.0,1.0,0,0,40.0,2.0,0.0,0.0,0.1,0.1,0.2,10.0,1.0,18.0,26.0,69.2,1.0,27.0,8.0,8.0,4.0,/en/matches/3e4ff1e0/Everton-Leicester-City-January-27-2021-Premier-League,0.5,1.0,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2021-01-31,Sun,Premier League,Matchweek 21,Home,L 1–3,Leicester City,Leeds United,Y,LW,90,1,0,0,0,2.0,1.0,0,0,43.0,2.0,0.0,0.0,0.1,0.1,0.4,5.0,1.0,19.0,25.0,76.0,4.0,30.0,4.0,3.0,0.0,/en/matches/e5e46ead/Leicester-City-Leeds-United-January-31-2021-Premier-League,0.0,0.8333333333333334,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2021-02-03,Wed,Premier League,Matchweek 22,Away,W 2–0,Leicester City,Fulham,Y,LW,75,0,0,0,0,3.0,1.0,0,0,24.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,10.0,15.0,66.7,1.0,21.0,1.0,2.0,0.0,/en/matches/bd0673ed/Fulham-Leicester-City-February-3-2021-Premier-League,1.0,0.5,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2021-02-07,Sun,Premier League,Matchweek 23,Away,D 0–0,Leicester City,Wolves,Y,LW,90,0,0,0,0,2.0,0.0,0,0,47.0,0.0,0.0,2.0,0.1,0.1,0.0,5.0,0.0,30.0,36.0,83.3,1.0,34.0,6.0,2.0,2.0,/en/matches/dca0be20/Wolverhampton-Wanderers-Leicester-City-February-7-2021-Premier-League,0.5,0.5,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2021-02-13,Sat,Premier League,Matchweek 24,Home,W 3–1,Leicester City,Liverpool,Y,LW,90,1,0,0,0,2.0,2.0,0,0,42.0,2.0,1.0,0.0,0.5,0.5,0.1,5.0,1.0,16.0,22.0,72.7,2.0,32.0,8.0,10.0,4.0,/en/matches/666f6961/Leicester-City-Liverpool-February-13-2021-Premier-League,1.0,0.5,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2021-02-18,Thu,Europa Lg,Round of 32,Neutral,D 0–0,eng Leicester City,cz Slavia Prague,Y,LW,90,0,0,0,0,2.0,1.0,0,0,39.0,1.0,0.0,2.0,0.1,0.1,0.1,4.0,0.0,17.0,21.0,81.0,2.0,24.0,4.0,6.0,1.0,/en/matches/7ea9c9d2/Slavia-Prague-Leicester-City-February-18-2021-Europa-League,0.5,0.8333333333333334,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2021-02-21,Sun,Premier League,Matchweek 25,Away,W 2–1,Leicester City,Aston Villa,Y,LW,90,1,1,0,0,4.0,1.0,0,0,52.0,1.0,1.0,1.0,0.6,0.6,0.3,7.0,1.0,29.0,35.0,82.9,5.0,30.0,9.0,3.0,1.0,/en/matches/2c6f8c0e/Aston-Villa-Leicester-City-February-21-2021-Premier-League,1.0,0.6666666666666666,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2021-02-25,Thu,Europa Lg,Round of 32,Neutral,L 0–2,eng Leicester City,cz Slavia Prague,N,LW,30,0,0,0,0,1.0,0.0,1,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,12.0,66.7,0.0,16.0,0.0,2.0,0.0,/en/matches/f3abffcd/Leicester-City-Slavia-Prague-February-25-2021-Europa-League,0.0,0.8333333333333334,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2021-02-28,Sun,Premier League,Matchweek 26,Home,L 1–3,Leicester City,Arsenal,Y,LM,50,0,0,0,0,1.0,1.0,0,0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,55.6,1.0,9.0,0.0,2.0,0.0,/en/matches/88b309f1/Leicester-City-Arsenal-February-28-2021-Premier-League,0.0,0.5,0.5
