,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2022-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-06,Wed,Matchweek 5,Away,D 0–0,Wolves,Bournemouth,N,"On matchday squad, but did not play",/en/matches/91b239d8/Bournemouth-Wolverhampton-Wanderers-August-31-2022-Premier-League,,,,,,,,,,,,,,,,,
2,2022-08-06,Sat,Matchweek 6,Home,W 1–0,Wolves,Southampton,N,"On matchday squad, but did not play",/en/matches/13f50518/Wolverhampton-Wanderers-Southampton-September-3-2022-Premier-League,,,,,,,,,,,,,,,,,
3,2022-08-06,Sat,Matchweek 8,Home,L 0–3,Wolves,Manchester City,N,"On matchday squad, but did not play",/en/matches/96b5cc15/Wolverhampton-Wanderers-Manchester-City-September-17-2022-Premier-League,,,,,,,,,,,,,,,,,
4,2022-08-06,Sat,Matchweek 9,Away,L 0–2,Wolves,West Ham,N,"On matchday squad, but did not play",/en/matches/89ff6cd8/West-Ham-United-Wolverhampton-Wanderers-October-1-2022-Premier-League,,,,,,,,,,,,,,,,,
5,2022-08-06,Sat,Matchweek 10,Away,L 0–3,Wolves,Chelsea,N,"On matchday squad, but did not play",/en/matches/c83cb314/Chelsea-Wolverhampton-Wanderers-October-8-2022-Premier-League,,,,,,,,,,,,,,,,,
6,2022-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2022-08-06,Tue,Matchweek 12,Away,L 1–2,Wolves,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/60705c6d/Crystal-Palace-Wolverhampton-Wanderers-October-18-2022-Premier-League,,,,,,,,,,,,,,,,,
8,2022-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2022-08-06,Sat,Matchweek 15,Home,L 2–3,Wolves,Brighton,N,RM,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/982d16a2/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-November-5-2022-Premier-League
10,2022-08-06,Sat,Matchweek 16,Home,L 0–2,Wolves,Arsenal,N,"On matchday squad, but did not play",/en/matches/863d7a8f/Wolverhampton-Wanderers-Arsenal-November-12-2022-Premier-League,,,,,,,,,,,,,,,,,
11,2022-08-06,Mon,Matchweek 17,Away,W 2–1,Wolves,Everton,N,"On matchday squad, but did not play",/en/matches/ef424180/Everton-Wolverhampton-Wanderers-December-26-2022-Premier-League,,,,,,,,,,,,,,,,,
