,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,2023-03-18,Sat,MLS,Regular Season,Home,L 1–2,Colorado Rapids,Minnesota Utd,Y,LM,82,0,0,0,0,1.0,1.0,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,61.0,83.6,9.0,35.0,5.0,0.0,0.0,/en/matches/42fdbbd5/Colorado-Rapids-Minnesota-United-March-18-2023-Major-League-Soccer,0.0,0.1666666666666666,0.5
11,11,11,2023-03-25,Sat,MLS,Regular Season,Away,D 1–1,Colorado Rapids,Austin,Y,CM,87,0,0,0,0,2.0,0.0,0,0,57.0,1.0,0.0,1.0,0.1,0.1,0.0,2.0,0.0,38.0,49.0,77.6,6.0,28.0,3.0,3.0,1.0,/en/matches/5118cc24/Austin-FC-Colorado-Rapids-March-25-2023-Major-League-Soccer,0.5,0.1666666666666666,0.5
12,12,12,2023-04-01,Sat,MLS,Regular Season,Home,D 0–0,Colorado Rapids,Los Angeles FC,Y,CM,85,0,0,0,0,3.0,1.0,0,0,68.0,1.0,1.0,0.0,0.1,0.1,0.3,5.0,0.0,55.0,62.0,88.7,9.0,29.0,1.0,1.0,1.0,/en/matches/2449a630/Colorado-Rapids-Los-Angeles-FC-April-1-2023-Major-League-Soccer,0.5,0.1666666666666666,0.5
13,13,13,2023-04-08,Sat,MLS,Regular Season,Away,W 1–0,Colorado Rapids,Sporting KC,Y,CM,90,0,0,0,0,0.0,0.0,0,0,50.0,1.0,2.0,0.0,0.0,0.0,0.1,3.0,0.0,30.0,40.0,75.0,3.0,25.0,0.0,3.0,1.0,/en/matches/31cb3412/Sporting-KC-Colorado-Rapids-April-8-2023-Major-League-Soccer,1.0,0.3333333333333333,0.5
14,14,14,2023-04-15,Sat,MLS,Regular Season,Away,D 2–2,Colorado Rapids,Charlotte,Y,CM,90,0,0,0,0,0.0,0.0,0,0,51.0,1.0,0.0,1.0,0.0,0.0,0.1,3.0,0.0,40.0,48.0,83.3,4.0,30.0,2.0,1.0,1.0,/en/matches/28d71e42/Charlotte-FC-Colorado-Rapids-April-15-2023-Major-League-Soccer,0.5,0.6666666666666666,0.5
15,15,15,2023-04-22,Sat,MLS,Regular Season,Home,D 1–1,Colorado Rapids,St. Louis,Y,CM,90,0,0,0,0,0.0,0.0,0,0,81.0,0.0,2.0,0.0,0.0,0.0,0.4,3.0,0.0,59.0,78.0,75.6,10.0,38.0,1.0,3.0,2.0,/en/matches/536549ae/Colorado-Rapids-St-Louis-City-April-22-2023-Major-League-Soccer,0.5,0.6666666666666666,0.5
16,16,16,2023-04-29,Sat,MLS,Regular Season,Away,D 0–0,Colorado Rapids,Vancouver,Y,CM,90,0,0,0,0,0.0,0.0,0,0,64.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,55.0,60.0,91.7,9.0,22.0,0.0,2.0,0.0,/en/matches/33e68073/Vancouver-Whitecaps-FC-Colorado-Rapids-April-29-2023-Major-League-Soccer,0.5,0.6666666666666666,0.5
17,17,17,2023-05-06,Sat,MLS,Regular Season,Away,W 3–1,Colorado Rapids,LA Galaxy,Y,CM,85,0,2,0,0,2.0,1.0,0,0,63.0,1.0,2.0,0.0,0.0,0.0,0.3,5.0,3.0,45.0,57.0,78.9,8.0,30.0,1.0,1.0,0.0,/en/matches/67b798b6/LA-Galaxy-Colorado-Rapids-May-6-2023-Major-League-Soccer,1.0,0.5,0.5
18,18,18,2023-05-13,Sat,MLS,Regular Season,Home,L 1–2,Colorado Rapids,Philadelphia,Y,CM,90,1,0,1,1,2.0,0.0,0,0,84.0,2.0,1.0,0.0,0.9,0.1,0.0,3.0,0.0,51.0,74.0,68.9,9.0,35.0,3.0,2.0,2.0,/en/matches/f61a71d4/Colorado-Rapids-Philadelphia-Union-May-13-2023-Major-League-Soccer,0.0,0.6666666666666666,0.5
19,19,19,2023-05-17,Wed,MLS,Regular Season,Away,L 0–4,Colorado Rapids,Atlanta Utd,Y,"DM,CM",90,0,0,0,0,2.0,0.0,0,0,45.0,1.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,32.0,39.0,82.1,4.0,29.0,0.0,1.0,0.0,/en/matches/fcee411c/Atlanta-United-Colorado-Rapids-May-17-2023-Major-League-Soccer,0.0,0.5,0.5
20,20,20,2023-05-20,Sat,MLS,Regular Season,Home,L 2–3,Colorado Rapids,Real Salt Lake,Y,"CM,DM",90,0,1,0,0,0.0,0.0,0,0,91.0,0.0,0.0,2.0,0.0,0.0,0.2,4.0,2.0,70.0,88.0,79.5,10.0,62.0,0.0,0.0,0.0,/en/matches/f50799c4/Colorado-Rapids-Real-Salt-Lake-May-20-2023-Major-League-Soccer,0.0,0.3333333333333333,0.5
21,21,21,2023-05-27,Sat,MLS,Regular Season,Home,L 0–1,Colorado Rapids,FC Cincinnati,Y,CM,90,0,0,0,0,2.0,0.0,0,0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,60.0,73.0,82.2,7.0,53.0,3.0,3.0,2.0,/en/matches/86e4a91e/Colorado-Rapids-FC-Cincinnati-May-27-2023-Major-League-Soccer,0.0,0.0,0.5
22,22,22,2023-05-31,Wed,MLS,Regular Season,Away,L 2–3,Colorado Rapids,Columbus Crew,Y,CM,59,0,0,0,0,1.0,0.0,0,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,25.0,92.0,4.0,11.0,1.0,1.0,1.0,/en/matches/9c375296/Columbus-Crew-Colorado-Rapids-May-31-2023-Major-League-Soccer,0.0,0.0,0.5
23,23,23,2023-06-03,Sat,MLS,Regular Season,Home,D 0–0,Colorado Rapids,San Jose,Y,CM,78,0,0,0,1,0.0,0.0,0,0,68.0,1.0,0.0,0.0,0.8,0.0,0.2,6.0,0.0,52.0,64.0,81.3,3.0,39.0,2.0,3.0,2.0,/en/matches/5371855e/Colorado-Rapids-San-Jose-Earthquakes-June-3-2023-Major-League-Soccer,0.5,0.0,0.5
24,24,24,2023-06-10,Sat,MLS,Regular Season,Away,L 0–2,Colorado Rapids,Orlando City,Y,"DM,CM",79,0,0,0,0,0.0,0.0,0,0,56.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,37.0,48.0,77.1,2.0,34.0,1.0,0.0,0.0,/en/matches/f42a4e14/Orlando-City-Colorado-Rapids-June-10-2023-Major-League-Soccer,0.0,0.1666666666666666,0.5
25,25,25,2023-06-24,Sat,MLS,Regular Season,Home,D 0–0,Colorado Rapids,LA Galaxy,Y,DM,90,0,0,0,0,1.0,0.0,0,0,92.0,0.0,0.0,1.0,0.0,0.0,0.4,3.0,0.0,70.0,84.0,83.3,12.0,68.0,2.0,2.0,0.0,/en/matches/bf157f4b/Colorado-Rapids-LA-Galaxy-June-24-2023-Major-League-Soccer,0.5,0.1666666666666666,0.5
