,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2022-07-02,Sat,Série A,Matchweek 15,Home,L 0–2,Palmeiras,Ath Paranaense,Y,RW,90,0,0,0,0,6,2,0,0,77.0,0.0,0,0.0,0.8,0.8,0.6,10.0,0.0,42.0,68.0,61.8,8.0,33.0,4.0,1.0,1.0,/en/matches/5e22e3bf/Palmeiras-Athletico-Paranaense-July-2-2022-Serie-A,0.0,0.5
1,1,2022-07-10,Sun,Série A,Matchweek 16,Away,D 0–0,Palmeiras,Fortaleza,Y,DM,90,0,0,0,0,3,0,0,0,53.0,0.0,1,0.0,0.1,0.1,0.3,5.0,0.0,26.0,44.0,59.1,7.0,28.0,1.0,0.0,0.0,/en/matches/11f9ed7e/Fortaleza-Palmeiras-July-10-2022-Serie-A,0.5,0.5
2,2,2022-07-18,Mon,Série A,Matchweek 17,Home,W 1–0,Palmeiras,Cuiabá,Y,RW,90,0,0,0,0,1,0,0,0,77.0,1.0,1,0.0,0.0,0.0,0.2,5.0,0.0,51.0,73.0,69.9,6.0,55.0,2.0,2.0,0.0,/en/matches/a5cb4a8c/Palmeiras-Cuiaba-July-18-2022-Serie-A,1.0,0.5
3,3,2022-07-21,Thu,Série A,Matchweek 18,Away,W 1–0,Palmeiras,América (MG),N,AM,35,1,0,0,0,2,1,0,0,34.0,0.0,0,0.0,0.1,0.1,0.2,1.0,0.0,20.0,27.0,74.1,0.0,19.0,4.0,0.0,0.0,/en/matches/7c4516cc/America-MG-Palmeiras-July-21-2022-Serie-A,1.0,0.5
4,4,2022-07-24,Sun,Série A,Matchweek 19,Home,W 2–1,Palmeiras,Internacional,Y,RW,89,0,0,0,0,4,3,0,0,67.0,2.0,1,2.0,0.2,0.2,0.5,8.0,0.0,32.0,54.0,59.3,2.0,40.0,2.0,3.0,0.0,/en/matches/37341666/Palmeiras-Internacional-July-24-2022-Serie-A,1.0,0.8333333333333334
5,5,2022-07-30,Sat,Série A,Matchweek 20,Away,W 2–1,Palmeiras,Ceará,Y,LW,90,0,1,0,0,5,2,0,0,56.0,1.0,1,0.0,0.2,0.2,0.5,7.0,2.0,29.0,44.0,65.9,5.0,32.0,2.0,2.0,0.0,/en/matches/c2b7baa2/Ceara-Palmeiras-July-30-2022-Serie-A,1.0,1.0
6,6,2022-08-03,Wed,Libertadores,Quarter-finals,Away,D 2–2,br Palmeiras,br Atlético Mineiro,Y,LW,90,0,0,0,0,4,1,0,0,47.0,3.0,3,1.0,0.1,0.1,0.4,5.0,2.0,26.0,33.0,78.8,4.0,26.0,1.0,2.0,0.0,/en/matches/5f72adbf/Atletico-Mineiro-Palmeiras-August-3-2022-Copa-Libertadores,0.5,1.0
7,7,2022-08-07,Sun,Série A,Matchweek 21,Home,W 3–0,Palmeiras,Goiás,N,AM,45,0,0,0,0,0,0,0,0,25.0,0.0,1,0.0,0.0,0.0,0.4,5.0,0.0,16.0,23.0,69.6,3.0,15.0,2.0,4.0,2.0,/en/matches/14bdc0b5/Palmeiras-Goias-August-7-2022-Serie-A,1.0,0.8333333333333334
8,8,2022-08-10,Wed,Libertadores,Quarter-finals,Home,D 0 (6)–0 (5),br Palmeiras,br Atlético Mineiro,Y,"LM,RW",81,0,0,0,0,5,1,0,1,40.0,0.0,0,2.0,0.2,0.2,0.0,2.0,0.0,11.0,25.0,44.0,1.0,26.0,3.0,1.0,1.0,/en/matches/47126b45/Palmeiras-Atletico-Mineiro-August-10-2022-Copa-Libertadores,0.5,0.8333333333333334
9,9,2022-08-21,Sun,Série A,Matchweek 23,Home,D 1–1,Palmeiras,Flamengo,Y,RW,90,0,0,0,0,3,0,0,0,63.0,1.0,2,0.0,0.1,0.1,0.7,10.0,0.0,30.0,54.0,55.6,5.0,33.0,7.0,2.0,2.0,/en/matches/2798ed6f/Palmeiras-Flamengo-August-21-2022-Serie-A,0.5,0.6666666666666666
10,10,2022-08-27,Sat,Série A,Matchweek 24,Away,D 1–1,Palmeiras,Fluminense,Y,"LW,AM",90,0,0,0,0,4,1,0,0,43.0,2.0,1,1.0,0.2,0.2,0.0,2.0,0.0,20.0,32.0,62.5,3.0,28.0,3.0,1.0,0.0,/en/matches/106ff936/Fluminense-Palmeiras-August-27-2022-Serie-A,0.5,0.6666666666666666
11,11,2022-09-03,Sat,Série A,Matchweek 25,Away,D 2–2,Palmeiras,Bragantino,Y,RW,67,0,0,0,0,1,0,0,0,40.0,0.0,0,0.0,0.0,0.0,0.3,4.0,0.0,15.0,35.0,42.9,2.0,30.0,2.0,1.0,0.0,/en/matches/d8ccaf41/Bragantino-Palmeiras-September-3-2022-Serie-A,0.5,0.5
12,12,2022-09-06,Tue,Libertadores,Semi-finals,Home,D 2–2,br Palmeiras,br Ath Paranaense,Y,LW,90,1,0,0,0,4,1,0,0,46.0,3.0,1,0.0,0.4,0.4,0.2,5.0,0.0,23.0,34.0,67.6,4.0,24.0,2.0,5.0,2.0,/en/matches/0fb977af/Palmeiras-Athletico-Paranaense-September-6-2022-Copa-Libertadores,0.5,0.5
13,13,2022-09-10,Sat,Série A,Matchweek 26,Home,W 2–1,Palmeiras,Juventude,Y,RW,88,0,1,0,0,2,1,0,0,74.0,1.0,1,1.0,0.2,0.2,0.3,9.0,0.0,38.0,61.0,62.3,5.0,44.0,4.0,1.0,0.0,/en/matches/9f274e84/Palmeiras-Juventude-September-10-2022-Serie-A,1.0,0.5
14,14,2022-09-18,Sun,Série A,Matchweek 27,Home,W 1–0,Palmeiras,Santos,Y,"RW,AM,DM",66,0,0,0,0,5,0,0,0,51.0,0.0,0,0.0,0.2,0.2,0.3,11.0,0.0,30.0,42.0,71.4,5.0,33.0,2.0,3.0,2.0,/en/matches/a39a054a/Palmeiras-Santos-September-18-2022-Serie-A,1.0,0.6666666666666666
15,15,2022-09-28,Wed,Série A,Matchweek 28,Away,W 1–0,Palmeiras,Atlético Mineiro,Y,AM,63,0,1,0,0,4,1,0,0,38.0,1.0,0,0.0,0.2,0.2,0.5,6.0,1.0,15.0,28.0,53.6,4.0,18.0,2.0,2.0,1.0,/en/matches/36f3edc3/Atletico-Mineiro-Palmeiras-September-28-2022-Serie-A,1.0,0.8333333333333334
16,16,2022-10-03,Mon,Série A,Matchweek 29,Away,W 3–1,Palmeiras,Botafogo (RJ),Y,AM,71,1,0,1,1,2,0,0,0,49.0,0.0,1,2.0,0.8,0.1,0.0,1.0,0.0,24.0,40.0,60.0,5.0,34.0,1.0,1.0,1.0,/en/matches/c42e7360/Botafogo-RJ-Palmeiras-October-3-2022-Serie-A,1.0,1.0
17,17,2022-10-06,Thu,Série A,Matchweek 30,Home,W 4–0,Palmeiras,Coritiba,Y,AM,68,0,2,0,0,2,1,0,0,56.0,2.0,0,0.0,0.2,0.2,0.3,9.0,3.0,34.0,43.0,79.1,13.0,37.0,2.0,3.0,1.0,/en/matches/f2097db0/Palmeiras-Coritiba-October-6-2022-Serie-A,1.0,1.0
18,18,2022-10-10,Mon,Série A,Matchweek 31,Away,D 1–1,Palmeiras,Atl Goianiense,Y,AM,81,0,1,0,0,6,3,0,0,54.0,0.0,0,1.0,0.2,0.2,0.4,8.0,1.0,35.0,44.0,79.5,5.0,40.0,4.0,1.0,0.0,/en/matches/cde5f911/Atletico-Goianiense-Palmeiras-October-10-2022-Serie-A,0.5,1.0
19,19,2022-10-16,Sun,Série A,Matchweek 32,Home,D 0–0,Palmeiras,São Paulo,Y,AM,90,0,0,0,1,6,3,0,0,89.0,0.0,0,1.0,1.0,0.2,0.1,7.0,0.0,41.0,70.0,58.6,10.0,44.0,4.0,5.0,0.0,/en/matches/e215127f/Palmeiras-Sao-Paulo-October-16-2022-Serie-A,0.5,0.8333333333333334
20,20,2022-10-22,Sat,Série A,Matchweek 33,Home,W 3–0,Palmeiras,Avaí,Y,AM,71,1,0,1,1,3,1,1,0,50.0,0.0,0,0.0,1.1,0.3,0.3,4.0,0.0,23.0,42.0,54.8,4.0,34.0,0.0,0.0,0.0,/en/matches/d16344ec/Palmeiras-Avai-October-22-2022-Serie-A,1.0,0.6666666666666666
21,21,2022-10-25,Tue,Série A,Matchweek 34,Away,W 3–1,Palmeiras,Ath Paranaense,Y,AM,76,0,1,0,0,3,0,1,0,62.0,0.0,0,0.0,0.1,0.1,1.0,4.0,0.0,33.0,51.0,64.7,4.0,36.0,2.0,2.0,1.0,/en/matches/c66640bf/Athletico-Paranaense-Palmeiras-October-25-2022-Serie-A,1.0,0.6666666666666666
22,22,2022-11-02,Wed,Série A,Matchweek 35,Home,W 4–0,Palmeiras,Fortaleza,Y,AM,64,0,1,0,0,1,1,1,0,47.0,0.0,0,0.0,0.0,0.0,0.6,7.0,1.0,33.0,45.0,73.3,5.0,26.0,3.0,1.0,1.0,/en/matches/992de608/Palmeiras-Fortaleza-November-2-2022-Serie-A,1.0,0.8333333333333334
23,23,2022-11-09,Wed,Série A,Matchweek 37,Home,W 2–1,Palmeiras,América (MG),Y,AM,78,1,0,1,1,5,3,0,0,60.0,1.0,0,0.0,1.1,0.3,0.2,5.0,1.0,32.0,49.0,65.3,5.0,39.0,3.0,0.0,0.0,/en/matches/596aa98d/Palmeiras-America-MG-November-9-2022-Serie-A,1.0,1.0
24,24,2022-11-13,Sun,Série A,Matchweek 38,Away,L 0–3,Palmeiras,Internacional,Y,AM,45,0,0,0,0,0,0,0,0,22.0,0.0,0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,19.0,84.2,6.0,15.0,1.0,1.0,0.0,/en/matches/67acaa53/Internacional-Palmeiras-November-13-2022-Serie-A,0.0,1.0
25,25,2023-01-04,Wed,Premier League,Matchweek 19,Away,W 1–0,Nott'ham Forest,Southampton,N,AM,20,0,0,0,0,1,0,0,0,10.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,5.0,7.0,71.4,2.0,7.0,1.0,0.0,0.0,/en/matches/cc17c735/Southampton-Nottingham-Forest-January-4-2023-Premier-League,1.0,0.6666666666666666
26,26,2023-01-07,Sat,FA Cup,Third round proper,Away,L 1–4,Nott'ham Forest,Blackpool,Y,AM,90,0,0,0,0,6,1,0,0,,,2,,,,,,,,,,,,,,,/en/matches/6c0e6297/Blackpool-Nottingham-Forest-January-7-2023-FA-Cup,0.0,0.6666666666666666
27,27,2023-01-11,Wed,EFL Cup,Quarter-finals,Home,D 1 (4)–1 (3),Nott'ham Forest,Wolves,Y,AM,67,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/95056fd5/Nottingham-Forest-Wolverhampton-Wanderers-January-11-2023-EFL-Cup,0.5,0.3333333333333333
28,28,2023-01-14,Sat,Premier League,Matchweek 20,Home,W 2–0,Nott'ham Forest,Leicester City,Y,AM,54,0,0,0,0,3,1,0,0,32.0,1.0,0,1.0,0.1,0.1,0.0,5.0,0.0,15.0,25.0,60.0,1.0,18.0,2.0,1.0,1.0,/en/matches/95d3b457/Nottingham-Forest-Leicester-City-January-14-2023-Premier-League,1.0,0.5
29,29,2023-01-21,Sat,Premier League,Matchweek 21,Away,D 1–1,Nott'ham Forest,Bournemouth,N,LM,31,0,0,0,0,1,0,1,0,29.0,2.0,0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,24.0,75.0,5.0,22.0,5.0,0.0,0.0,/en/matches/38c715b4/Bournemouth-Nottingham-Forest-January-21-2023-Premier-League,0.5,0.5
30,30,2023-01-25,Wed,EFL Cup,Semi-finals,Home,L 0–3,Nott'ham Forest,Manchester Utd,Y,CM,63,0,0,0,0,3,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/1c57bae4/Nottingham-Forest-Manchester-United-January-25-2023-EFL-Cup,0.0,0.6666666666666666
31,31,2023-02-01,Wed,EFL Cup,Semi-finals,Away,L 0–2,Nott'ham Forest,Manchester Utd,Y,AM,85,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/3e823bed/Manchester-United-Nottingham-Forest-February-1-2023-EFL-Cup,0.0,0.5
32,32,2023-02-11,Sat,Premier League,Matchweek 23,Away,L 0–2,Nott'ham Forest,Fulham,Y,LW,55,0,0,0,0,1,0,0,0,18.0,1.0,0,1.0,0.1,0.1,0.0,1.0,0.0,7.0,9.0,77.8,2.0,8.0,0.0,1.0,0.0,/en/matches/ee86dc99/Fulham-Nottingham-Forest-February-11-2023-Premier-League,0.0,0.16666666666666666
