,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2019-09-21,,,,,,,,,,,,,,,,,,,,,,,,,
1,2019-09-21,Sat,Matchweek 9,Away,W 2–0,Manchester City,Crystal Palace,Y,LB,90,76,63,12,2,0,1,5,10,0,0,0,0,59,1,0,/en/matches/f334b1dc/Crystal-Palace-Manchester-City-October-19-2019-Premier-League
2,2019-09-21,Sat,Matchweek 10,Home,W 3–0,Manchester City,Aston Villa,Y,LB,72,65,59,5,1,0,0,3,4,0,0,0,0,57,1,2,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League
3,2019-09-21,Sat,Matchweek 11,Home,W 2–1,Manchester City,Southampton,N,"On matchday squad, but did not play",/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League,,,,,,,,,,,,,,,,
4,2019-09-21,,,,,,,,,,,,,,,,,,,,,,,,,
5,2019-09-21,Sat,Matchweek 13,Home,W 2–1,Manchester City,Chelsea,Y,LB,90,61,52,8,1,0,0,1,7,0,0,0,0,47,1,1,/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League
6,2019-09-21,Sat,Matchweek 14,Away,D 2–2,Manchester City,Newcastle Utd,Y,LB,90,95,88,7,1,0,0,9,6,0,0,0,0,81,0,0,/en/matches/f43fa290/Newcastle-United-Manchester-City-November-30-2019-Premier-League
7,2019-09-21,Tue,Matchweek 15,Away,W 4–1,Manchester City,Burnley,N,"On matchday squad, but did not play",/en/matches/4d718594/Burnley-Manchester-City-December-3-2019-Premier-League,,,,,,,,,,,,,,,,
8,2019-09-21,Sat,Matchweek 16,Home,L 1–2,Manchester City,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/bf9c0d50/Manchester-Derby-Manchester-City-Manchester-United-December-7-2019-Premier-League,,,,,,,,,,,,,,,,
9,2019-09-21,Sun,Matchweek 17,Away,W 3–0,Manchester City,Arsenal,Y,LB,84,74,68,6,0,0,0,4,6,0,0,0,0,64,0,2,/en/matches/bed05936/Arsenal-Manchester-City-December-15-2019-Premier-League
10,2019-09-21,Sat,Matchweek 18,Home,W 3–1,Manchester City,Leicester City,Y,LB,90,80,69,11,1,0,1,2,10,0,0,0,0,71,0,1,/en/matches/733c0243/Manchester-City-Leicester-City-December-21-2019-Premier-League
11,2019-09-21,Fri,Matchweek 19,Away,L 2–3,Manchester City,Wolves,Y,"WB,LB",90,22,20,1,0,0,0,0,1,0,0,0,0,18,1,0,/en/matches/6defd3a2/Wolverhampton-Wanderers-Manchester-City-December-27-2019-Premier-League
12,2019-09-21,Sun,Matchweek 20,Home,W 2–0,Manchester City,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/aaada016/Manchester-City-Sheffield-United-December-29-2019-Premier-League,,,,,,,,,,,,,,,,
13,2019-09-21,Wed,Matchweek 21,Home,W 2–1,Manchester City,Everton,Y,WB,90,86,80,6,0,0,2,3,6,0,0,0,0,73,0,2,/en/matches/ed58271e/Manchester-City-Everton-January-1-2020-Premier-League
14,2019-09-21,Sun,Matchweek 22,Away,W 6–1,Manchester City,Aston Villa,Y,LB,90,90,83,7,2,0,1,5,5,0,0,0,0,78,0,1,/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League
15,2019-09-21,Sat,Matchweek 23,Home,D 2–2,Manchester City,Crystal Palace,Y,LB,90,105,98,7,1,0,1,15,6,0,0,0,0,91,0,1,/en/matches/4572cd0e/Manchester-City-Crystal-Palace-January-18-2020-Premier-League
16,2019-09-21,,,,,,,,,,,,,,,,,,,,,,,,,
17,2019-09-21,Wed,Matchweek 26,Home,W 2–0,Manchester City,West Ham,Y,LB,90,90,86,4,2,0,0,10,2,0,0,0,0,76,0,2,/en/matches/bc091e86/Manchester-City-West-Ham-United-February-19-2020-Premier-League
18,2019-09-21,Sat,Matchweek 27,Away,W 1–0,Manchester City,Leicester City,Y,LB,90,93,83,10,1,0,1,6,9,0,0,0,0,78,0,2,/en/matches/4f00e03a/Leicester-City-Manchester-City-February-22-2020-Premier-League
19,2019-09-21,Sun,Matchweek 29,Away,L 0–2,Manchester City,Manchester Utd,N,LB,14,25,20,5,0,0,0,5,5,0,0,0,0,20,0,0,/en/matches/04416d35/Manchester-Derby-Manchester-United-Manchester-City-March-8-2020-Premier-League
20,2019-09-21,Wed,Matchweek 28,Home,W 3–0,Manchester City,Arsenal,Y,LB,90,68,62,6,1,0,1,2,5,0,0,0,0,63,0,1,/en/matches/5825b217/Manchester-City-Arsenal-June-17-2020-Premier-League
21,2019-09-21,Mon,Matchweek 30,Home,W 5–0,Manchester City,Burnley,N,"On matchday squad, but did not play",/en/matches/b1d3ebde/Manchester-City-Burnley-June-22-2020-Premier-League,,,,,,,,,,,,,,,,
22,2019-09-21,Thu,Matchweek 31,Away,L 1–2,Manchester City,Chelsea,Y,LB,58,59,56,3,0,0,0,4,3,0,0,0,0,50,0,0,/en/matches/bc237647/Chelsea-Manchester-City-June-25-2020-Premier-League
23,2019-09-21,Thu,Matchweek 32,Home,W 4–0,Manchester City,Liverpool,Y,LB,90,68,48,19,1,0,0,3,18,0,0,0,0,55,1,2,/en/matches/5dffd237/Manchester-City-Liverpool-July-2-2020-Premier-League
24,2019-09-21,,,,,,,,,,,,,,,,,,,,,,,,,
25,2019-09-21,Sat,Matchweek 35,Away,W 5–0,Manchester City,Brighton,Y,LB,63,50,46,4,1,0,0,2,3,0,0,0,0,45,0,2,/en/matches/a24d3d6b/Brighton-and-Hove-Albion-Manchester-City-July-11-2020-Premier-League
26,2019-09-21,Wed,Matchweek 36,Home,W 2–1,Manchester City,Bournemouth,Y,LB,76,41,39,2,0,0,0,3,2,0,0,0,0,32,0,0,/en/matches/eff6988f/Manchester-City-Bournemouth-July-15-2020-Premier-League
27,2019-09-21,Tue,Matchweek 37,Away,W 4–0,Manchester City,Watford,N,"On matchday squad, but did not play",/en/matches/9979847f/Watford-Manchester-City-July-21-2020-Premier-League,,,,,,,,,,,,,,,,
28,2019-09-21,Sun,Matchweek 38,Home,W 5–0,Manchester City,Norwich City,N,"On matchday squad, but did not play",/en/matches/9099d1e5/Manchester-City-Norwich-City-July-26-2020-Premier-League,,,,,,,,,,,,,,,,
