,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,W 3–0,Liverpool,Norwich City,Y,RM,60,0,0,0,0,2,0,0,0,28.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,81.0,2.0,17.0,0.0,0.0,0.0,/en/matches/c52500ad/Norwich-City-Liverpool-August-14-2021-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-09-12,Sun,Premier League,Matchweek 4,Away,W 3–0,Liverpool,Leeds United,N,FW,9,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,5.0,1.0,2.0,2.0,/en/matches/e6a245be/Leeds-United-Liverpool-September-12-2021-Premier-League,1.0,0.5,0.5833333333333333
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-15,Wed,Champions Lg,Group stage,Home,W 3–2,eng Liverpool,it Milan,N,RW,7,0,0,0,0,0,0,0,0,9.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,5.0,2.0,3.0,2.0,/en/matches/ff3e4ae2/Liverpool-Milan-September-15-2021-Champions-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-21,Tue,EFL Cup,Third round,Away,W 3–0,Liverpool,Norwich City,Y,CM,90,0,1,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/1d32b710/Norwich-City-Liverpool-September-21-2021-EFL-Cup,1.0,1.0,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-28,Tue,Champions Lg,Group stage,Away,W 5–1,eng Liverpool,pt Porto,N,RM,18,0,0,0,0,1,1,0,0,11.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,100.0,0.0,4.0,0.0,0.0,0.0,/en/matches/1c876d93/Porto-Liverpool-September-28-2021-Champions-League,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-16,Sat,Premier League,Matchweek 8,Away,W 5–0,Liverpool,Watford,N,RM,26,0,0,0,0,0,0,0,0,24.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,20.0,90.0,3.0,15.0,3.0,2.0,1.0,/en/matches/2ce6d340/Watford-Liverpool-October-16-2021-Premier-League,1.0,1.0,0.3809523809523809
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-19,Tue,Champions Lg,Group stage,Away,W 3–2,eng Liverpool,es Atlético Madrid,N,LM,28,0,0,0,0,1,1,0,0,23.0,3.0,1,0.0,0.1,0.1,0.0,2.0,0.0,14.0,15.0,93.3,1.0,16.0,2.0,3.0,2.0,/en/matches/0f05c98d/Atletico-Madrid-Liverpool-October-19-2021-Champions-League,1.0,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-24,Sun,Premier League,Matchweek 9,Away,W 5–0,Liverpool,Manchester Utd,N,RM,28,0,0,0,0,1,0,0,0,32.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,26.0,29.0,89.7,4.0,21.0,0.0,0.0,0.0,/en/matches/b886bec4/North-West-Derby-Manchester-United-Liverpool-October-24-2021-Premier-League,1.0,1.0,0.5714285714285714
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-27,Wed,EFL Cup,Fourth round,Away,W 2–0,Liverpool,Preston,Y,CM,89,0,0,0,0,3,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/54dca3c9/Preston-North-End-Liverpool-October-27-2021-EFL-Cup,1.0,1.0,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-30,Sat,Premier League,Matchweek 10,Home,D 2–2,Liverpool,Brighton,N,RM,72,0,1,0,0,2,0,0,0,44.0,1.0,2,0.0,0.1,0.1,0.4,4.0,1.0,28.0,35.0,80.0,4.0,26.0,3.0,3.0,2.0,/en/matches/c68998b5/Liverpool-Brighton-and-Hove-Albion-October-30-2021-Premier-League,0.5,1.0,0.4166666666666666
