,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2021-08-14,Sat,Matchweek 3,Home,D 1–1,Liverpool,Chelsea,N,"On matchday squad, but did not play",/en/matches/78aa75e6/Liverpool-Chelsea-August-28-2021-Premier-League,,,,,,,,,,,,,,,,,
1,2021-08-14,Sun,Matchweek 4,Away,W 3–0,Liverpool,Leeds United,N,FW,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,/en/matches/e6a245be/Leeds-United-Liverpool-September-12-2021-Premier-League
2,2021-08-14,Sat,Matchweek 5,Home,W 3–0,Liverpool,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/59ef8c18/Liverpool-Crystal-Palace-September-18-2021-Premier-League,,,,,,,,,,,,,,,,,
3,2021-08-14,Sat,Matchweek 6,Away,D 3–3,Liverpool,Brentford,N,"On matchday squad, but did not play",/en/matches/87140543/Brentford-Liverpool-September-25-2021-Premier-League,,,,,,,,,,,,,,,,,
4,2021-08-14,Sun,Matchweek 7,Home,D 2–2,Liverpool,Manchester City,N,"On matchday squad, but did not play",/en/matches/2598b046/Liverpool-Manchester-City-October-3-2021-Premier-League,,,,,,,,,,,,,,,,,
5,2021-08-14,Sat,Matchweek 8,Away,W 5–0,Liverpool,Watford,N,RM,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,/en/matches/2ce6d340/Watford-Liverpool-October-16-2021-Premier-League
6,2021-08-14,Sun,Matchweek 9,Away,W 5–0,Liverpool,Manchester Utd,N,RM,28,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0,/en/matches/b886bec4/North-West-Derby-Manchester-United-Liverpool-October-24-2021-Premier-League
7,2021-08-14,Sat,Matchweek 10,Home,D 2–2,Liverpool,Brighton,N,RM,72,0,0,0,0,1,0,2,2,1,0,0,0,5,1,1,50.0,/en/matches/c68998b5/Liverpool-Brighton-and-Hove-Albion-October-30-2021-Premier-League
8,2021-08-14,Sun,Matchweek 11,Away,L 2–3,Liverpool,West Ham,Y,LM,67,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,33.3,/en/matches/63538dc7/West-Ham-United-Liverpool-November-7-2021-Premier-League
9,2021-08-14,Sat,Matchweek 12,Home,W 4–0,Liverpool,Arsenal,Y,RM,75,0,0,0,2,0,0,2,1,3,0,0,0,4,2,1,66.7,/en/matches/e9ea66e1/Liverpool-Arsenal-November-20-2021-Premier-League
