,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2023-08-27,Sat,Matchweek 5,Away,L 1–2,Sheffield Utd,Tottenham,Y,FW,89,2,1,1,3,3,1,0,0,1,0,0,0,2,13,8,61.9,/en/matches/e56e96e1/Tottenham-Hotspur-Sheffield-United-September-16-2023-Premier-League
1,2023-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-27,Sat,Matchweek 7,Away,L 0–2,Sheffield Utd,West Ham,Y,FW,90,0,0,0,0,0,1,0,0,0,0,0,0,4,3,5,37.5,/en/matches/b82be6d7/West-Ham-United-Sheffield-United-September-30-2023-Premier-League
3,2023-08-27,Sat,Matchweek 8,Away,L 1–3,Sheffield Utd,Fulham,Y,FW,90,1,0,0,2,1,0,0,1,0,0,0,0,4,5,9,35.7,/en/matches/ffc59ea8/Fulham-Sheffield-United-October-7-2023-Premier-League
