,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,2021-02-22,Mon,Premier League,Matchweek 25,Away,W 2–1,Crystal Palace,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,47.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,88.2,1.0,22.0,0.0,0.0,0.0,/en/matches/86f378b6/Brighton-and-Hove-Albion-Crystal-Palace-February-22-2021-Premier-League,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,2021-02-28,Sun,Premier League,Matchweek 26,Home,D 0–0,Crystal Palace,Fulham,Y,CB,90,0,0,0,0,1.0,0.0,0,0,56.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,46.0,80.4,2.0,41.0,0.0,1.0,1.0,/en/matches/2d530fe3/Crystal-Palace-Fulham-February-28-2021-Premier-League,0.5,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,2021-03-03,Wed,Premier League,Matchweek 29,Home,D 0–0,Crystal Palace,Manchester Utd,Y,CB,90,0,0,0,0,0.0,0.0,0,0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,3.0,21.0,1.0,0.0,0.0,/en/matches/aecb46ac/Crystal-Palace-Manchester-United-March-3-2021-Premier-League,0.5,0.5,0.5
13,13,13,13,13,13,13,13,13,13,2021-03-07,Sun,Premier League,Matchweek 27,Away,L 1–4,Crystal Palace,Tottenham,Y,CB,90,0,0,0,0,0.0,0.0,1,0,43.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,38.0,73.7,2.0,23.0,0.0,0.0,0.0,/en/matches/330fc75f/Tottenham-Hotspur-Crystal-Palace-March-7-2021-Premier-League,0.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,2021-03-13,Sat,Premier League,Matchweek 28,Home,W 1–0,Crystal Palace,West Brom,Y,CB,90,0,0,0,0,0.0,0.0,1,0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,61.3,1.0,15.0,0.0,0.0,0.0,/en/matches/29954372/Crystal-Palace-West-Bromwich-Albion-March-13-2021-Premier-League,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,2021-04-05,Mon,Premier League,Matchweek 30,Away,D 1–1,Crystal Palace,Everton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,44.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,37.0,89.2,4.0,16.0,0.0,0.0,0.0,/en/matches/66f16cd5/Everton-Crystal-Palace-April-5-2021-Premier-League,0.5,0.5,0.5
16,16,16,16,16,16,16,16,16,16,2021-04-10,Sat,Premier League,Matchweek 31,Home,L 1–4,Crystal Palace,Chelsea,Y,CB,90,0,0,0,0,0.0,0.0,0,0,59.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,45.0,47.0,95.7,2.0,32.0,0.0,0.0,0.0,/en/matches/54b07679/Crystal-Palace-Chelsea-April-10-2021-Premier-League,0.0,0.5,0.5
17,17,17,17,17,17,17,17,17,17,2021-05-08,Sat,Premier League,Matchweek 35,Away,W 2–0,Crystal Palace,Sheffield Utd,Y,CB,90,0,1,0,0,3.0,1.0,0,0,57.0,3.0,1.0,2.0,0.1,0.1,0.1,2.0,1.0,28.0,38.0,73.7,2.0,20.0,0.0,0.0,0.0,/en/matches/02c409c1/Sheffield-United-Crystal-Palace-May-8-2021-Premier-League,1.0,0.5,0.5
18,18,18,18,18,18,18,18,18,18,2021-05-16,Sun,Premier League,Matchweek 36,Home,W 3–2,Crystal Palace,Aston Villa,Y*,CB,90,0,0,0,0,2.0,0.0,0,0,46.0,0.0,0.0,1.0,0.1,0.1,0.1,5.0,1.0,29.0,36.0,80.6,1.0,16.0,0.0,0.0,0.0,/en/matches/7b21d5b9/Crystal-Palace-Aston-Villa-May-16-2021-Premier-League,1.0,0.5,0.5
19,19,19,19,19,19,19,19,19,19,2021-05-19,Wed,Premier League,Matchweek 37,Home,L 1–3,Crystal Palace,Arsenal,Y*,CB,90,0,0,0,0,1.0,0.0,0,0,40.0,1.0,2.0,1.0,0.0,0.0,0.1,1.0,0.0,18.0,25.0,72.0,2.0,18.0,0.0,0.0,0.0,/en/matches/624e6758/Crystal-Palace-Arsenal-May-19-2021-Premier-League,0.0,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,2021-05-23,Sun,Premier League,Matchweek 38,Away,L 0–2,Crystal Palace,Liverpool,Y*,CB,90,0,0,0,0,1.0,1.0,0,0,26.0,0.0,2.0,1.0,0.2,0.2,0.0,0.0,0.0,13.0,19.0,68.4,0.0,8.0,0.0,0.0,0.0,/en/matches/c2fc07f0/Liverpool-Crystal-Palace-May-23-2021-Premier-League,0.0,0.6666666666666666,0.5
