,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,CB,13,1,0,0,0,1,1,0,0,10,0,0,0,0.6,0.6,0.0,0,0,8,8,100.0,1,7,0,0,https://fbref.com/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,143,48,0.0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,1,,0,,0,0,0,7,0,0,0,0,0,0,1,0,0.0
1,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,CB,90,0,0,0,0,1,0,0,0,90,1,1,6,0.1,0.1,0.0,0,0,67,76,88.2,5,58,1,0,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,1290,641,0.0,0,5,0,0,73,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,3,2,4,0,20,1,,0,,0,0,0,62,0,0,0,0,0,0,4,0,0.0
2,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,51,5,3,0,0.0,0.0,0.0,0,0,37,38,97.4,0,30,0,0,https://fbref.com/en/matches/f49c4ad2/Bournemouth-Tottenham-Hotspur-August-26-2023-Premier-League,686,195,0.0,0,2,0,0,35,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,100.0,0,0,8,6,0,11,0,,0,,0,0,0,29,0,0,0,0,0,0,4,2,100.0
3,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,CB,90,1,0,0,0,1,1,0,0,83,2,0,3,0.0,0.0,0.0,0,0,68,74,91.9,5,55,0,0,https://fbref.com/en/matches/f1786fb8/Burnley-Tottenham-Hotspur-September-2-2023-Premier-League,1210,460,0.0,0,3,0,0,70,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,66.7,1,1,2,3,0,22,1,,0,,0,0,0,56,0,0,0,0,0,0,9,4,100.0
4,2023-09-07,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,ar Argentina,ec Ecuador,Y,CB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/2f7e4951/Argentina-Ecuador-September-7-2023-WCQ----CONMEBOL-M,,,,,,,,,,,,,0,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0,1,,,,,,
5,2023-09-12,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 3–0,ar Argentina,bo Bolivia,Y,CB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,https://fbref.com/en/matches/60df245b/Bolivia-Argentina-September-12-2023-WCQ----CONMEBOL-M,,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
6,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 2–1,Tottenham,Sheffield Utd,Y,CB,90,0,0,0,0,2,0,0,0,90,3,1,0,0.1,0.1,0.1,2,1,72,80,90.0,7,61,3,0,https://fbref.com/en/matches/e56e96e1/Tottenham-Hotspur-Sheffield-United-September-16-2023-Premier-League,1420,542,0.1,1,3,1,0,74,6,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,100.0,0,0,4,2,0,3,3,,0,,0,0,0,60,0,0,1,0,0,0,11,1,25.0
7,2023-09-24,Sun,Premier League,Matchweek 6,Away,D 2–2,Tottenham,Arsenal,Y,CB,90,0,0,0,0,0,0,1,0,86,3,1,0,0.0,0.0,0.0,0,0,69,74,93.2,3,55,1,0,https://fbref.com/en/matches/08947a10/North-London-Derby-Arsenal-Tottenham-Hotspur-September-24-2023-Premier-League,1174,543,0.2,0,7,2,0,70,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,100.0,0,0,4,6,0,20,0,0.0,1,100.0,0,0,0,63,0,0,4,0,1,1,4,3,60.0
8,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Liverpool,Y,CB,90,0,0,0,0,2,0,1,0,109,3,3,2,0.1,0.1,0.0,6,0,95,100,95.0,8,80,1,0,https://fbref.com/en/matches/ec4145b4/Tottenham-Hotspur-Liverpool-September-30-2023-Premier-League,1311,515,0.1,1,4,1,0,95,5,4,0,0,0,1,0,0,0,0,0,5,0,0,0,1,3,2,1,0,66.7,1,2,6,1,0,5,1,0.0,0,0.0,0,0,0,88,1,0,1,0,0,0,7,4,80.0
9,2023-10-07,Sat,Premier League,Matchweek 8,Away,W 1–0,Tottenham,Luton Town,Y,CB,90,0,0,0,0,0,0,0,0,98,3,3,0,0.0,0.0,0.0,3,0,68,76,89.5,11,57,2,0,https://fbref.com/en/matches/d021f28f/Luton-Town-Tottenham-Hotspur-October-7-2023-Premier-League,1137,456,0.0,1,6,0,0,72,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,1,0,66.7,1,0,6,12,0,17,1,,0,,0,1,0,61,1,0,0,0,0,0,5,5,71.4
