,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-06,Sat,Premier League,Matchweek 1,Home,W 2–0,Bournemouth,Aston Villa,Y,CB,90,1,0,0,0,1.0,1.0,0,0,34.0,1.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,21.0,27.0,77.8,1.0,8.0,0.0,0.0,0.0,/en/matches/877e3193/Bournemouth-Aston-Villa-August-6-2022-Premier-League,1.0,0.5,0.4777777777777778
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-13,Sat,Premier League,Matchweek 2,Away,L 0–4,Bournemouth,Manchester City,Y,"CB,CM",90,0,0,0,0,0.0,0.0,0,0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,51.0,94.1,0.0,34.0,0.0,0.0,0.0,/en/matches/311d705c/Manchester-City-Bournemouth-August-13-2022-Premier-League,0.0,0.5,0.4687499999999999
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-20,Sat,Premier League,Matchweek 3,Home,L 0–3,Bournemouth,Arsenal,Y,DM,90,0,0,0,0,1.0,0.0,0,0,54.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,43.0,49.0,87.8,2.0,38.0,0.0,1.0,1.0,/en/matches/7f11dd9e/Bournemouth-Arsenal-August-20-2022-Premier-League,0.0,0.5,0.625
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 0–9,Bournemouth,Liverpool,Y,"CB,DM",90,0,0,0,0,1.0,0.0,0,0,40.0,1.0,1.0,0.0,0.1,0.1,0.0,1.0,0.0,23.0,33.0,69.7,2.0,10.0,0.0,0.0,0.0,/en/matches/de515487/Liverpool-Bournemouth-August-27-2022-Premier-League,0.0,0.3333333333333333,0.3854166666666666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-31,Wed,Premier League,Matchweek 5,Home,D 0–0,Bournemouth,Wolves,Y,CM,90,0,0,0,0,1.0,0.0,0,0,35.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,96.0,3.0,12.0,0.0,0.0,0.0,/en/matches/91b239d8/Bournemouth-Wolverhampton-Wanderers-August-31-2022-Premier-League,0.5,0.0,0.4880952380952381
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-03,Sat,Premier League,Matchweek 6,Away,W 3–2,Bournemouth,Nott'ham Forest,Y,"CM,DM",90,0,0,0,0,0.0,0.0,0,0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,82.1,3.0,49.0,3.0,0.0,0.0,/en/matches/05f32555/Nottingham-Forest-Bournemouth-September-3-2022-Premier-League,1.0,0.1666666666666666,0.3095238095238095
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-09-17,Sat,Premier League,Matchweek 8,Away,D 1–1,Bournemouth,Newcastle Utd,Y,DM,90,0,0,0,0,0.0,0.0,0,0,38.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,72.0,1.0,7.0,1.0,1.0,1.0,/en/matches/177da679/Newcastle-United-Bournemouth-September-17-2022-Premier-League,0.5,0.5,0.3571428571428571
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-09-24,Sat,Friendlies (M),Friendlies (M),Neutral,W 4–1,co Colombia,gt Guatemala,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ad1cadfb/Colombia-Guatemala-September-24-2022-Friendlies-M,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-09-27,Tue,Friendlies (M),Friendlies (M),Neutral,W 3–2,co Colombia,mx Mexico,N,,4,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d5bcb154/Mexico-Colombia-September-27-2022-Friendlies-M,1.0,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-01,Sat,Premier League,Matchweek 9,Home,D 0–0,Bournemouth,Brentford,Y,CM,90,0,0,0,0,3.0,0.0,1,0,79.0,1.0,2.0,0.0,0.2,0.2,0.0,2.0,0.0,56.0,67.0,83.6,5.0,44.0,0.0,1.0,1.0,/en/matches/f2e86b27/Bournemouth-Brentford-October-1-2022-Premier-League,0.5,0.8333333333333334,0.44791666666666663
