,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-08,Tue,Champions Lg,Third qualifying round,Home,W 4–1,nl PSV Eindhoven,at Sturm Graz,Y,CM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e26b8e74/PSV-Eindhoven-Sturm-Graz-August-8-2023-Champions-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-12,Sat,Eredivisie,Matchweek 1,Home,W 2–0,PSV Eindhoven,Utrecht,Y,CM,90,0,1,0,0,1.0,0.0,0,0,106.0,1.0,0.0,2.0,0.0,0.0,0.4,4.0,1.0,84.0,95.0,88.4,11.0,57.0,1.0,2.0,1.0,/en/matches/e61a1c7c/PSV-Eindhoven-Utrecht-August-12-2023-Eredivisie,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-15,Tue,Champions Lg,Third qualifying round,Away,W 3–1,nl PSV Eindhoven,at Sturm Graz,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/1e31f45e/Sturm-Graz-PSV-Eindhoven-August-15-2023-Champions-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-19,Sat,Eredivisie,Matchweek 2,Away,W 3–1,PSV Eindhoven,Vitesse,Y,DM,90,0,0,0,0,1.0,0.0,0,0,81.0,1.0,2.0,0.0,0.1,0.1,0.1,4.0,0.0,67.0,76.0,88.2,8.0,53.0,3.0,1.0,1.0,/en/matches/41e6c497/Vitesse-PSV-Eindhoven-August-19-2023-Eredivisie,1.0,1.0,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-08-22,Tue,Champions Lg,Play-off round,Away,D 2–2,nl PSV Eindhoven,sct Rangers,Y,CM,90,1,0,0,0,2.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/ac01a1df/Rangers-PSV-Eindhoven-August-22-2023-Champions-League,0.5,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-08-30,Wed,Champions Lg,Play-off round,Home,W 5–1,nl PSV Eindhoven,sct Rangers,Y,DM,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/19414d04/PSV-Eindhoven-Rangers-August-30-2023-Champions-League,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-18,Mon,Premier League,Matchweek 5,Home,D 1–1,Nott'ham Forest,Burnley,Y,DM,90,0,0,0,0,1.0,0.0,0,0,53.0,5.0,3.0,2.0,0.1,0.1,0.0,2.0,1.0,30.0,40.0,75.0,1.0,26.0,0.0,2.0,0.0,/en/matches/ad7ecfad/Nottingham-Forest-Burnley-September-18-2023-Premier-League,0.5,0.8333333333333334,0.3444444444444444
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-23,Sat,Premier League,Matchweek 6,Away,L 0–2,Nott'ham Forest,Manchester City,Y,CM,55,0,0,0,0,0.0,0.0,1,0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,81.0,2.0,12.0,0.0,0.0,0.0,/en/matches/5dc7e234/Manchester-City-Nottingham-Forest-September-23-2023-Premier-League,0.0,0.6666666666666666,0.9642857142857144
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-01,Sun,Premier League,Matchweek 7,Home,D 1–1,Nott'ham Forest,Brentford,Y,RM,76,0,0,0,0,1.0,0.0,1,0,40.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,83.3,4.0,22.0,1.0,3.0,2.0,/en/matches/923467c5/Nottingham-Forest-Brentford-October-1-2023-Premier-League,0.5,0.5,0.0729166666666666
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-07,Sat,Premier League,Matchweek 8,Away,D 0–0,Nott'ham Forest,Crystal Palace,Y,RM,75,0,0,0,0,0.0,0.0,0,0,33.0,4.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,22.0,24.0,91.7,2.0,20.0,1.0,2.0,1.0,/en/matches/1828106c/Crystal-Palace-Nottingham-Forest-October-7-2023-Premier-League,0.5,0.3333333333333333,0.4743589743589743
