,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2019-08-10,Fri,Matchweek 3,Home,W 2–0,Aston Villa,Everton,Y,RM,76,0,0,0,3,1,0,0,1,0,0,0,0,7,0,1,0.0,/en/matches/3e805eff/Aston-Villa-Everton-August-23-2019-Premier-League
1,2019-08-10,Sat,Matchweek 4,Away,L 0–1,Aston Villa,Crystal Palace,Y,RW,58,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,/en/matches/230f4fac/Crystal-Palace-Aston-Villa-August-31-2019-Premier-League
2,2019-08-10,Mon,Matchweek 5,Home,D 0–0,Aston Villa,West Ham,Y,RW,65,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,,/en/matches/b26df467/Aston-Villa-West-Ham-United-September-16-2019-Premier-League
3,2019-08-10,Sun,Matchweek 6,Away,L 2–3,Aston Villa,Arsenal,N,"On matchday squad, but did not play",/en/matches/d5fa0563/Arsenal-Aston-Villa-September-22-2019-Premier-League,,,,,,,,,,,,,,,,,
4,2019-08-10,Sat,Matchweek 7,Home,D 2–2,Aston Villa,Burnley,N,"On matchday squad, but did not play",/en/matches/37a51188/Aston-Villa-Burnley-September-28-2019-Premier-League,,,,,,,,,,,,,,,,,
5,2019-08-10,Sat,Matchweek 8,Away,W 5–1,Aston Villa,Norwich City,N,"On matchday squad, but did not play",/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League,,,,,,,,,,,,,,,,,
6,2019-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019-08-10,Wed,Matchweek 15,Away,L 1–2,Aston Villa,Chelsea,N,RW,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/matches/3f316110/Chelsea-Aston-Villa-December-4-2019-Premier-League
8,2019-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2019-08-10,Thu,Matchweek 19,Home,W 1–0,Aston Villa,Norwich City,N,"RW,LW",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/matches/010301bf/Aston-Villa-Norwich-City-December-26-2019-Premier-League
10,2019-08-10,Sat,Matchweek 20,Away,L 0–3,Aston Villa,Watford,Y,RW,45,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,/en/matches/36dc1eb8/Watford-Aston-Villa-December-28-2019-Premier-League
11,2019-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2019-08-10,Wed,Matchweek 28,Home,D 0–0,Aston Villa,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/18961bf7/Aston-Villa-Sheffield-United-June-17-2020-Premier-League,,,,,,,,,,,,,,,,,
13,2019-08-10,Sun,Matchweek 30,Home,L 1–2,Aston Villa,Chelsea,N,RM,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,/en/matches/827d4651/Aston-Villa-Chelsea-June-21-2020-Premier-League
14,2019-08-10,Wed,Matchweek 31,Away,D 1–1,Aston Villa,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/66027e20/Newcastle-United-Aston-Villa-June-24-2020-Premier-League,,,,,,,,,,,,,,,,,
15,2019-08-10,Sat,Matchweek 32,Home,L 0–1,Aston Villa,Wolves,N,"On matchday squad, but did not play",/en/matches/b4483d72/Aston-Villa-Wolverhampton-Wanderers-June-27-2020-Premier-League,,,,,,,,,,,,,,,,,
16,2019-08-10,Sun,Matchweek 33,Away,L 0–2,Aston Villa,Liverpool,N,FW,17,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,,/en/matches/c2481cad/Liverpool-Aston-Villa-July-5-2020-Premier-League
17,2019-08-10,Thu,Matchweek 34,Home,L 0–3,Aston Villa,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/61422f26/Aston-Villa-Manchester-United-July-9-2020-Premier-League,,,,,,,,,,,,,,,,,
18,2019-08-10,Sun,Matchweek 35,Home,W 2–0,Aston Villa,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/b30bf2e8/Aston-Villa-Crystal-Palace-July-12-2020-Premier-League,,,,,,,,,,,,,,,,,
19,2019-08-10,Thu,Matchweek 36,Away,D 1–1,Aston Villa,Everton,N,"On matchday squad, but did not play",/en/matches/f855bc55/Everton-Aston-Villa-July-16-2020-Premier-League,,,,,,,,,,,,,,,,,
20,2019-08-10,Tue,Matchweek 37,Home,W 1–0,Aston Villa,Arsenal,N,"On matchday squad, but did not play",/en/matches/ca0b21bc/Aston-Villa-Arsenal-July-21-2020-Premier-League,,,,,,,,,,,,,,,,,
21,2019-08-10,Sun,Matchweek 38,Away,D 1–1,Aston Villa,West Ham,N,"On matchday squad, but did not play",/en/matches/a3f59c8e/West-Ham-United-Aston-Villa-July-26-2020-Premier-League,,,,,,,,,,,,,,,,,
