,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-09,Sun,Premier League,Matchweek 10,Home,L 1–2,Everton,Manchester Utd,N,FW,15,0,0,0,0,1,0,0,0,4.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League,0.0,0.5,0.6190476190476192
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-10-15,Sat,Premier League,Matchweek 11,Away,L 0–2,Everton,Tottenham,N,FW,25,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,/en/matches/e42493f9/Tottenham-Hotspur-Everton-October-15-2022-Premier-League,0.0,0.5,0.7291666666666667
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-10-19,Wed,Premier League,Matchweek 12,Away,L 0–1,Everton,Newcastle Utd,Y,FW,72,0,0,0,0,1,0,1,0,20.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,6.0,11.0,54.5,0.0,13.0,0.0,1.0,1.0,/en/matches/e6674f8d/Newcastle-United-Everton-October-19-2022-Premier-League,0.0,0.5,0.788888888888889
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-10-22,Sat,Premier League,Matchweek 13,Home,W 3–0,Everton,Crystal Palace,Y,FW,77,1,0,0,0,1,1,0,0,26.0,1.0,0,1.0,0.2,0.2,0.0,3.0,1.0,10.0,16.0,62.5,0.0,12.0,1.0,3.0,2.0,/en/matches/24d23a55/Everton-Crystal-Palace-October-22-2022-Premier-League,1.0,0.0,0.8214285714285715
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-10-29,Sat,Premier League,Matchweek 14,Away,D 0–0,Everton,Fulham,Y,FW,90,0,0,0,0,1,0,0,0,29.0,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,11.0,20.0,55.0,1.0,9.0,1.0,1.0,1.0,/en/matches/9c4402e1/Fulham-Everton-October-29-2022-Premier-League,0.5,0.3333333333333333,0.7976190476190477
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-11-05,Sat,Premier League,Matchweek 15,Home,L 0–2,Everton,Leicester City,Y,FW,60,0,0,0,0,3,1,0,0,23.0,0.0,0,0.0,0.5,0.5,0.2,3.0,0.0,8.0,13.0,61.5,1.0,11.0,1.0,1.0,1.0,/en/matches/831c73fc/Everton-Leicester-City-November-5-2022-Premier-League,0.0,0.5,0.6555555555555554
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-12-31,Sat,Premier League,Matchweek 18,Away,D 1–1,Everton,Manchester City,Y,FW,69,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,2.0,10.0,1.0,3.0,2.0,/en/matches/bcfb66ff/Manchester-City-Everton-December-31-2022-Premier-League,0.5,0.5,0.7261904761904762
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-01-03,Tue,Premier League,Matchweek 19,Home,L 1–4,Everton,Brighton,Y,FW,82,0,0,0,0,2,0,0,0,21.0,1.0,0,1.0,0.1,0.1,0.1,2.0,0.0,8.0,11.0,72.7,0.0,12.0,2.0,1.0,0.0,/en/matches/c62d7632/Everton-Brighton-and-Hove-Albion-January-3-2023-Premier-League,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-01-06,Fri,FA Cup,Third round proper,Away,L 1–3,Everton,Manchester Utd,N,,22,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a93b3510/Manchester-United-Everton-January-6-2023-FA-Cup,0.0,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-01-14,Sat,Premier League,Matchweek 20,Home,L 1–2,Everton,Southampton,Y,FW,90,0,0,0,0,2,1,0,0,33.0,0.0,1,0.0,0.2,0.2,0.0,2.0,0.0,15.0,23.0,65.2,1.0,18.0,2.0,2.0,1.0,/en/matches/11603f7f/Everton-Southampton-January-14-2023-Premier-League,0.0,0.1666666666666666,0.5
