,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,LM,89,0,0,0,0,2.0,0.0,0,0,37.0,2.0,0.0,2.0,0.1,0.1,0.0,3.0,0.0,14.0,20.0,70.0,2.0,14.0,2.0,3.0,1.0,/en/matches/3a6836b4/Burnley-Manchester-City-August-11-2023-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,FW,80,1,0,0,0,1.0,1.0,0,0,19.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,10.0,14.0,71.4,0.0,12.0,3.0,0.0,0.0,/en/matches/b66a7def/Burnley-Aston-Villa-August-27-2023-Premier-League,0.0,0.5,0.6222222222222222
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-30,Wed,EFL Cup,Second round,Away,W 1–0,Burnley,Nott'ham Forest,N,,13,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/26950ade/Nottingham-Forest-Burnley-August-30-2023-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,"FW,AM",90,1,0,0,0,2.0,2.0,0,0,42.0,1.0,0.0,0.0,0.5,0.5,0.0,3.0,0.0,22.0,28.0,78.6,1.0,26.0,3.0,2.0,0.0,/en/matches/f1786fb8/Burnley-Tottenham-Hotspur-September-2-2023-Premier-League,0.0,0.3333333333333333,0.7708333333333335
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-09,Sat,Friendlies (M),Friendlies (M),Home,D 0–0,za South Africa,na Namibia,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/26432513/South-Africa-Namibia-September-9-2023-Friendlies-M,0.5,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-18,Mon,Premier League,Matchweek 5,Away,D 1–1,Burnley,Nott'ham Forest,Y,FW,89,0,1,0,0,2.0,1.0,0,1,31.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,13.0,19.0,68.4,1.0,19.0,4.0,2.0,1.0,/en/matches/ad7ecfad/Nottingham-Forest-Burnley-September-18-2023-Premier-League,0.5,0.5,0.5222222222222221
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-10-03,Tue,Premier League,Matchweek 2,Away,W 2–1,Burnley,Luton Town,Y,FW,79,1,0,0,0,2.0,1.0,0,0,36.0,0.0,1.0,3.0,0.5,0.5,0.0,2.0,0.0,14.0,22.0,63.6,1.0,22.0,2.0,1.0,1.0,/en/matches/4f7b3f27/Luton-Town-Burnley-October-3-2023-Premier-League,1.0,0.3333333333333333,0.4523809523809524
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-10-07,Sat,Premier League,Matchweek 8,Home,L 1–4,Burnley,Chelsea,Y,FW,90,0,1,0,0,1.0,0.0,0,0,24.0,3.0,0.0,1.0,0.1,0.1,0.1,1.0,1.0,11.0,17.0,64.7,1.0,12.0,1.0,1.0,1.0,/en/matches/cfd83ca3/Burnley-Chelsea-October-7-2023-Premier-League,0.0,0.6666666666666666,0.6785714285714286
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-13,Fri,Friendlies (M),Friendlies (M),Home,D 0–0,za South Africa,sz Eswatini,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/81855ffc/South-Africa-Eswatini-October-13-2023-Friendlies-M,0.5,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-17,Tue,Friendlies (M),Friendlies (M),Away,D 1–1,za South Africa,ci Côte d'Ivoire,N,,8,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/285b5440/Cote-dIvoire-South-Africa-October-17-2023-Friendlies-M,0.5,0.5,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-21,Sat,Premier League,Matchweek 9,Away,L 0–3,Burnley,Brentford,Y,FW,90,0,0,0,0,0.0,0.0,0,0,37.0,0.0,0.0,1.0,0.0,0.0,0.9,2.0,0.0,15.0,20.0,75.0,1.0,21.0,3.0,1.0,0.0,/en/matches/52781f37/Brentford-Burnley-October-21-2023-Premier-League,0.0,0.3333333333333333,0.2555555555555555
