,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 3–1,Manchester City,Bournemouth,N,RB,1,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,1.0,0.0,/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2019-09-07,Sat,UEFA Euro Qualifying,Group stage,Away,W 4–2,pt Portugal,rs Serbia,N,,26,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/0195c2a0/Serbia-Portugal-September-7-2019-UEFA-Euro-Qualifying,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2019-09-10,Tue,UEFA Euro Qualifying,Group stage,Away,W 5–1,pt Portugal,lt Lithuania,Y,RB,90,0,0,0,0,1,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/9f07f600/Lithuania-Portugal-September-10-2019-UEFA-Euro-Qualifying,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,2019-09-18,Wed,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,ua Shakhtar,N,RB,10,0,0,0,0,0,0,0,0,20.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,82.4,3.0,17.0,1.0,1.0,1.0,/en/matches/dfe33af5/Shakhtar-Donetsk-Manchester-City-September-18-2019-Champions-League,1.0,1.0,0.5
4,4,4,4,4,4,4,4,4,4,4,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 8–0,Manchester City,Watford,N,RB,37,0,0,0,0,0,0,0,0,38.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,36.0,88.9,2.0,31.0,2.0,1.0,0.0,/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League,1.0,1.0,0.369047619047619
5,5,5,5,5,5,5,5,5,5,5,2019-09-24,Tue,EFL Cup,Third round,Away,W 3–0,Manchester City,Preston,Y,RB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9965decf/Preston-North-End-Manchester-City-September-24-2019-EFL-Cup,1.0,1.0,0.5
6,6,6,6,6,6,6,6,6,6,6,2019-10-01,Tue,Champions Lg,Group stage,Home,W 2–0,eng Manchester City,hr Dinamo Zagreb,Y,RB,90,0,0,0,0,1,0,1,0,82.0,3.0,0,0.0,0.0,0.0,0.1,2.0,0.0,63.0,75.0,84.0,5.0,57.0,7.0,6.0,5.0,/en/matches/0c3534e0/Manchester-City-Dinamo-Zagreb-October-1-2019-Champions-League,1.0,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,2019-10-06,Sun,Premier League,Matchweek 8,Home,L 0–2,Manchester City,Wolves,Y,"RB,LB",90,0,0,0,0,2,0,1,0,131.0,5.0,2,1.0,0.0,0.0,0.4,4.0,0.0,97.0,118.0,82.2,12.0,95.0,4.0,2.0,1.0,/en/matches/0481092b/Manchester-City-Wolverhampton-Wanderers-October-6-2019-Premier-League,0.0,1.0,0.7619047619047619
8,8,8,8,8,8,8,8,8,8,8,2019-10-19,Sat,Premier League,Matchweek 9,Away,W 2–0,Manchester City,Crystal Palace,Y,RB,90,0,0,0,0,2,1,0,0,98.0,3.0,1,0.0,0.1,0.1,0.8,5.0,0.0,75.0,85.0,88.2,4.0,71.0,2.0,3.0,1.0,/en/matches/f334b1dc/Crystal-Palace-Manchester-City-October-19-2019-Premier-League,1.0,0.6666666666666666,0.7857142857142857
9,9,9,9,9,9,9,9,9,9,9,2019-10-22,Tue,Champions Lg,Group stage,Home,W 5–1,eng Manchester City,it Atalanta,N,LB,20,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/a84fbb10/Manchester-City-Atalanta-October-22-2019-Champions-League,1.0,0.6666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,10,2019-10-26,Sat,Premier League,Matchweek 10,Home,W 3–0,Manchester City,Aston Villa,Y,RB,90,0,0,0,0,1,1,0,0,67.0,3.0,1,2.0,0.0,0.0,0.0,2.0,0.0,51.0,56.0,91.1,4.0,51.0,1.0,0.0,0.0,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League,1.0,0.6666666666666666,0.858974358974359
11,11,11,11,11,11,11,11,11,11,11,2019-10-29,Tue,EFL Cup,Fourth round,Home,W 3–1,Manchester City,Southampton,N,,26,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/dc030e24/Manchester-City-Southampton-October-29-2019-EFL-Cup,1.0,1.0,0.5
12,12,12,12,12,12,12,12,12,12,12,2019-11-06,Wed,Champions Lg,Group stage,Away,D 1–1,eng Manchester City,it Atalanta,Y,RB,90,0,0,0,0,0,0,0,0,85.0,3.0,4,0.0,0.0,0.0,0.0,1.0,0.0,69.0,76.0,90.8,10.0,57.0,4.0,0.0,0.0,/en/matches/26e8c7ea/Atalanta-Manchester-City-November-6-2019-Champions-League,0.5,1.0,0.5
13,13,13,13,13,13,13,13,13,13,13,2019-11-23,Sat,Premier League,Matchweek 13,Home,W 2–1,Manchester City,Chelsea,Y,RB,90,0,0,0,0,1,0,0,0,79.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,61.0,70.0,87.1,6.0,54.0,3.0,3.0,2.0,/en/matches/d16305c7/Manchester-City-Chelsea-November-23-2019-Premier-League,1.0,0.8333333333333334,0.8571428571428573
14,14,14,14,14,14,14,14,14,14,14,2019-11-26,Tue,Champions Lg,Group stage,Home,D 1–1,eng Manchester City,ua Shakhtar,Y,RB,90,0,0,0,0,1,1,0,0,106.0,1.0,2,1.0,0.1,0.1,0.0,3.0,0.0,84.0,98.0,85.7,14.0,86.0,0.0,2.0,2.0,/en/matches/0a820d21/Manchester-City-Shakhtar-Donetsk-November-26-2019-Champions-League,0.5,0.8333333333333334,0.5
15,15,15,15,15,15,15,15,15,15,15,2019-12-11,Wed,Champions Lg,Group stage,Away,W 4–1,eng Manchester City,hr Dinamo Zagreb,Y,RB,90,0,0,0,0,1,0,0,0,115.0,3.0,2,1.0,0.0,0.0,0.0,2.0,0.0,87.0,98.0,88.8,7.0,88.0,5.0,5.0,1.0,/en/matches/06664f7a/Dinamo-Zagreb-Manchester-City-December-11-2019-Champions-League,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,2019-12-18,Wed,EFL Cup,Quarter-finals,Away,W 3–1,Manchester City,Oxford United,Y,RB,90,1,0,0,0,3,1,0,0,,,2,,,,,,,,,,,,,,,/en/matches/870681ba/Oxford-United-Manchester-City-December-18-2019-EFL-Cup,1.0,0.8333333333333334,0.5
17,17,17,17,17,17,17,17,17,17,17,2020-01-01,Wed,Premier League,Matchweek 21,Home,W 2–1,Manchester City,Everton,Y,WB,90,0,0,0,0,0,0,0,0,76.0,1.0,1,0.0,0.0,0.0,0.2,4.0,0.0,59.0,67.0,88.1,6.0,57.0,3.0,0.0,0.0,/en/matches/ed58271e/Manchester-City-Everton-January-1-2020-Premier-League,1.0,0.8333333333333334,0.5
18,18,18,18,18,18,18,18,18,18,18,2020-01-04,Sat,FA Cup,Third round,Home,W 4–1,Manchester City,Port Vale,Y,RB,90,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c7efbaec/Manchester-City-Port-Vale-January-4-2020-FA-Cup,1.0,1.0,0.5
19,19,19,19,19,19,19,19,19,19,19,2020-01-12,Sun,Premier League,Matchweek 22,Away,W 6–1,Manchester City,Aston Villa,Y,RB,90,0,0,0,0,2,1,0,0,126.0,5.0,3,1.0,0.0,0.0,0.1,5.0,2.0,100.0,107.0,93.5,4.0,105.0,7.0,7.0,5.0,/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League,1.0,1.0,0.5
