,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-25,Wed,EFL Cup,Third round,Away,L 0–2,Bournemouth,Burton Albion,Y*,RB,60,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/a33fa522/Burton-Albion-Bournemouth-September-25-2019-EFL-Cup,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-28,Sat,Premier League,Matchweek 7,Home,D 2–2,Bournemouth,West Ham,N,RB,2,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,1.0,5.0,0.0,0.0,0.0,/en/matches/704e536e/Bournemouth-West-Ham-United-September-28-2019-Premier-League,0.5,0.5,0.6428571428571429
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-10-06,Sun,Premier League,Matchweek 8,Away,L 0–1,Bournemouth,Arsenal,N,RB,12,0,0,0,0,0,0,0,0,19.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,81.8,0.0,4.0,0.0,0.0,0.0,/en/matches/9575566f/Arsenal-Bournemouth-October-6-2019-Premier-League,0.0,0.5,0.8214285714285714
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-11-09,Sat,Premier League,Matchweek 12,Away,L 1–2,Bournemouth,Newcastle Utd,N,CB,25,0,0,0,0,1,0,0,0,32.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,26.0,31.0,83.9,2.0,17.0,1.0,0.0,0.0,/en/matches/698f846d/Newcastle-United-Bournemouth-November-9-2019-Premier-League,0.0,0.1666666666666666,0.5238095238095238
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 1–2,Bournemouth,Wolves,Y*,CB,36,0,0,0,0,0,0,2,1,52.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,41.0,48.0,85.4,3.0,38.0,0.0,1.0,0.0,/en/matches/219643bc/Bournemouth-Wolverhampton-Wanderers-November-23-2019-Premier-League,0.0,0.1666666666666666,0.861111111111111
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-12-03,Tue,Premier League,Matchweek 15,Away,L 0–1,Bournemouth,Crystal Palace,N,RB,27,0,0,0,0,1,0,0,0,22.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,58.8,1.0,14.0,0.0,0.0,0.0,/en/matches/fd541a1f/Crystal-Palace-Bournemouth-December-3-2019-Premier-League,0.0,0.0,0.423076923076923
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-12-07,Sat,Premier League,Matchweek 16,Home,L 0–3,Bournemouth,Liverpool,Y*,RB,90,0,0,0,0,0,0,0,0,48.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,29.0,39.0,74.4,1.0,23.0,0.0,0.0,0.0,/en/matches/b7f0ca17/Bournemouth-Liverpool-December-7-2019-Premier-League,0.0,0.0,0.8214285714285714
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-12-14,Sat,Premier League,Matchweek 17,Away,W 1–0,Bournemouth,Chelsea,Y*,CB,90,0,0,0,0,1,0,0,0,47.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,24.0,35.0,68.6,1.0,33.0,0.0,2.0,2.0,/en/matches/b75094e0/Chelsea-Bournemouth-December-14-2019-Premier-League,1.0,0.0,0.6666666666666666
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-12-21,Sat,Premier League,Matchweek 18,Home,L 0–1,Bournemouth,Burnley,Y*,CB,90,0,0,0,0,0,0,1,0,62.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,49.0,85.7,3.0,37.0,1.0,0.0,0.0,/en/matches/e8b74ca0/Bournemouth-Burnley-December-21-2019-Premier-League,0.0,0.3333333333333333,0.3571428571428571
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-01-01,Wed,Premier League,Matchweek 21,Away,L 0–4,Bournemouth,West Ham,Y*,"RB,CB",90,0,0,0,0,0,0,0,0,97.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,87.0,83.9,3.0,67.0,2.0,0.0,0.0,/en/matches/9ae01aab/West-Ham-United-Bournemouth-January-1-2020-Premier-League,0.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-01-04,Sat,FA Cup,Third round,Home,W 4–0,Bournemouth,Luton Town,Y*,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/c3fea920/Bournemouth-Luton-Town-January-4-2020-FA-Cup,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-01-12,Sun,Premier League,Matchweek 22,Home,L 0–3,Bournemouth,Watford,Y*,"CB,RB",90,0,0,0,0,0,0,0,0,92.0,0.0,2,4.0,0.0,0.0,0.0,3.0,0.0,58.0,81.0,71.6,5.0,53.0,1.0,2.0,1.0,/en/matches/76ce7bd8/Bournemouth-Watford-January-12-2020-Premier-League,0.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-01-18,Sat,Premier League,Matchweek 23,Away,L 0–1,Bournemouth,Norwich City,N,CB,57,0,0,0,0,0,0,0,0,36.0,2.0,2,1.0,0.0,0.0,0.1,1.0,0.0,21.0,28.0,75.0,0.0,24.0,0.0,0.0,0.0,/en/matches/2550abdc/Norwich-City-Bournemouth-January-18-2020-Premier-League,0.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-01-21,Tue,Premier League,Matchweek 24,Home,W 3–1,Bournemouth,Brighton,Y*,CB,90,0,0,0,0,0,0,0,0,33.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,73.1,2.0,17.0,0.0,0.0,0.0,/en/matches/ba03a070/Bournemouth-Brighton-and-Hove-Albion-January-21-2020-Premier-League,1.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2020-01-27,Mon,FA Cup,Fourth round,Home,L 1–2,Bournemouth,Arsenal,N,,15,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3a82a2bd/Bournemouth-Arsenal-January-27-2020-FA-Cup,0.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2020-02-01,Sat,Premier League,Matchweek 25,Home,W 2–1,Bournemouth,Aston Villa,Y*,CB,90,0,0,0,0,0,0,0,0,38.0,0.0,7,2.0,0.0,0.0,0.0,1.0,1.0,11.0,22.0,50.0,1.0,16.0,0.0,0.0,0.0,/en/matches/db21a88a/Bournemouth-Aston-Villa-February-1-2020-Premier-League,1.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2020-02-09,Sun,Premier League,Matchweek 26,Away,L 1–2,Bournemouth,Sheffield Utd,Y*,CB,90,0,0,0,0,0,0,1,0,62.0,1.0,2,3.0,0.0,0.0,0.1,1.0,0.0,29.0,41.0,70.7,1.0,28.0,0.0,1.0,0.0,/en/matches/9dbc60d4/Sheffield-United-Bournemouth-February-9-2020-Premier-League,0.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2020-02-22,Sat,Premier League,Matchweek 27,Away,L 0–3,Bournemouth,Burnley,Y*,CB,90,0,0,0,0,0,0,1,0,64.0,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,30.0,46.0,65.2,2.0,31.0,0.0,1.0,1.0,/en/matches/bcdc3fb0/Burnley-Bournemouth-February-22-2020-Premier-League,0.0,0.3333333333333333,0.5
