,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,2021-08-21,Sat,Premier League,Matchweek 2,Away,D 2–2,Everton,Leeds United,N,FW,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/b9064680/Leeds-United-Everton-August-21-2021-Premier-League,0.5,0.5,0.5256410256410257
1,1,1,1,1,2021-08-24,Tue,EFL Cup,Second round,Away,W 2–1,Everton,Huddersfield,Y,FW,58,0,0,0,0,2,1,0,1,,,0,,,,,,,,,,,,,,,/en/matches/46940c87/Huddersfield-Town-Everton-August-24-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2021-09-08,Wed,WCQ,First round,Home,W 5–0,it Italy,lt Lithuania,Y,FW,72,2,0,0,0,2,2,0,0,,,2,,,,,,,,,,,,,,,/en/matches/d02e56b9/Italy-Lithuania-September-8-2021-WCQ----UEFA-M,1.0,0.5,0.5
3,3,3,3,3,2021-09-11,Sat,Serie A,Matchweek 3,Away,L 1–2,Juventus,Napoli,N,FW,9,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,2.0,0.0,0.0,0.0,/en/matches/4e0811bf/Napoli-Juventus-September-11-2021-Serie-A,0.0,0.8333333333333334,0.5
4,4,4,4,4,2021-09-14,Tue,Champions Lg,Group stage,Away,W 3–0,it Juventus,se Malmö,N,FW,24,0,0,0,0,2,1,0,0,11.0,0.0,0,0.0,0.6,0.6,0.0,0.0,0.0,5.0,8.0,62.5,0.0,9.0,0.0,0.0,0.0,/en/matches/eeac9d1a/Malmo-Juventus-September-14-2021-Champions-League,1.0,0.6666666666666666,0.5
5,5,5,5,5,2021-09-19,Sun,Serie A,Matchweek 4,Home,D 1–1,Juventus,Milan,N,FW,25,0,0,0,0,1,0,0,0,8.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,4.0,4.0,100.0,0.0,5.0,0.0,2.0,1.0,/en/matches/e1ba445c/Juventus-Milan-September-19-2021-Serie-A,0.5,0.6666666666666666,0.5
6,6,6,6,6,2021-09-22,Wed,Serie A,Matchweek 5,Away,W 3–2,Juventus,Spezia,Y,FW,58,1,0,0,0,3,2,0,0,17.0,0.0,0,1.0,0.3,0.3,0.0,1.0,0.0,7.0,10.0,70.0,1.0,10.0,2.0,1.0,0.0,/en/matches/0cdf92e5/Spezia-Juventus-September-22-2021-Serie-A,1.0,0.5,0.5
7,7,7,7,7,2021-09-26,Sun,Serie A,Matchweek 6,Home,W 3–2,Juventus,Sampdoria,N,FW,9,0,0,0,0,0,0,1,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,4.0,0.0,1.0,0.0,/en/matches/2944c7e2/Juventus-Sampdoria-September-26-2021-Serie-A,1.0,0.8333333333333334,0.5
8,8,8,8,8,2021-09-29,Wed,Champions Lg,Group stage,Home,W 1–0,it Juventus,eng Chelsea,N,"FW,LW",15,0,0,0,0,1,0,0,0,7.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,2.0,4.0,50.0,0.0,2.0,1.0,1.0,0.0,/en/matches/8d8d9475/Juventus-Chelsea-September-29-2021-Champions-League,1.0,0.8333333333333334,0.5
9,9,9,9,9,2021-10-02,Sat,Serie A,Matchweek 7,Away,W 1–0,Juventus,Torino,Y,FW,45,0,0,0,0,1,0,0,0,15.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,6.0,9.0,66.7,0.0,7.0,2.0,2.0,2.0,/en/matches/b891da74/Torino-Juventus-October-2-2021-Serie-A,1.0,1.0,0.5
